type,properties.bsm_bussto,properties.bsm_chines,geometry.type,geometry.coordinates,經度,緯度,地址,市,行政區域
Feature,1251.0,吉林路底,Point,"121.53032711408997, 25.067113556342967",121.53032711408994,25.067113556342967,台灣台北市中山區吉林路460號,台北市,中山區
Feature,16250.0,吉林路底,Point,"121.53049, 25.06715",121.53048999999999,25.06715,台灣台北市中山區吉林路底,台北市,中山區
Feature,9451.0,名山里,Point,"121.52947, 25.10209",121.52946999999999,25.10209,台灣台北市士林區至誠路二段28號,台北市,士林區
Feature,753.0,名山里,Point,"121.52942, 25.10203",121.52942,25.10203,台灣台北市士林區名山里,台北市,士林區
Feature,36111.0,名門社區,Point,"121.56787396422055, 25.004828228135295",121.56787396422057,25.004828228135292,台灣台北市文山區名門社區,台北市,文山區
Feature,2076.0,名門社區,Point,"121.56745290247154, 25.00519772558011",121.56745290247154,25.00519772558011,台灣台北市文山區名門社區,台北市,文山區
Feature,1001411.0,名門社區,Point,"121.56791849546366, 25.004652127174936",121.56791849546366,25.004652127174936,台灣台北市文山區名門社區,台北市,文山區
Feature,4161.0,名門社區,Point,"121.56789535797787, 25.005157246956358",121.56789535797786,25.005157246956358,台灣台北市文山區和平東路四段109號,台北市,文山區
Feature,2561.0,向陽公園,Point,"121.59291, 25.057250450275745",121.59291,25.057250450275745,台灣台北市南港區向陽公園,台北市,南港區
Feature,163.0,地熱谷,Point,"121.51047, 25.13674",121.51047,25.13674,台灣台北市北投區地熱谷,台北市,北投區
Feature,2240.0,地震研究中心,Point,"121.54799436390576, 25.01594803687457",121.54799436390577,25.015948036874573,台灣台北市大安區地震研究中心,台北市,大安區
Feature,691.0,地藏禪寺,Point,"121.49168, 25.09956",121.49168,25.09956,台灣台北市士林區地藏禪寺,台北市,士林區
Feature,5978.0,地藏禪寺,Point,"121.49153516071998, 25.09974945666901",121.49153516071999,25.09974945666901,台灣台北市士林區地藏禪寺,台北市,士林區
Feature,1001459.0,圳內,Point,"121.53193, 25.15976",121.53193,25.159760000000002,台灣台北市北投區圳內,台北市,北投區
Feature,1001468.0,圳內,Point,"121.53197927115998, 25.159909307526036",121.53197927116,25.15990930752604,台灣台北市北投區圳內,台北市,北投區
Feature,690.0,圳仔頭,Point,"121.57509, 25.13203",121.57508999999999,25.13203,台灣台北市士林區圳仔頭,台北市,士林區
Feature,1001438.0,圳仔頭,Point,"121.574833, 25.13194",121.57483300000001,25.13194,台灣台北市士林區圳仔頭,台北市,士林區
Feature,2211.0,安和敦化路口,Point,"121.5491068180767, 25.039754292959934",121.54910681807671,25.039754292959927,台灣台北市大安區敦化南路1段245號,台北市,大安區
Feature,1000927.0,安和路口,Point,"121.55014, 25.02484",121.55013999999998,25.02484,台灣台北市大安區安和路口,台北市,大安區
Feature,1807.0,安泰公園,Point,"121.61682, 25.07477",121.61681999999999,25.07477,台灣台北市內湖區安泰街62巷12號,台北市,內湖區
Feature,50422.0,安泰里,Point,"121.61791061111997, 25.073698748963032",121.61791061111995,25.073698748963032,台灣台北市內湖區安泰街38巷2號,台北市,內湖區
Feature,20375.0,安泰里一,Point,"121.61684, 25.07516",121.61684,25.07516,台灣台北市內湖區安泰街65巷16-2號,台北市,內湖區
Feature,4898.0,安泰社區,Point,"121.61625317790998, 25.07607757060101",121.61625317790998,25.07607757060101,台灣台北市內湖區安泰社區,台北市,內湖區
Feature,176.0,安泰街,Point,"121.61688, 25.0761",121.61688000000001,25.0761,台灣台北市內湖區安泰街,台北市,內湖區
Feature,4840.0,安泰橋,Point,"121.614, 25.07806",121.61399999999999,25.07806,台灣台北市內湖區安泰街114巷52號,台北市,內湖區
Feature,4841.0,安泰橋,Point,"121.61381, 25.07792",121.61381000000002,25.077920000000002,台灣台北市內湖區安泰橋,台北市,內湖區
Feature,50437.0,安康路,Point,"121.60118871429997, 25.063137186290962",121.60118871429995,25.06313718629096,台灣台北市內湖區安康路178號,台北市,內湖區
Feature,50438.0,安康路,Point,"121.60131340872996, 25.06328521654199",121.60131340872995,25.063285216541985,台灣台北市內湖區安康路145號,台北市,內湖區
Feature,4974.0,安湖站,Point,"121.61562735582997, 25.072059089209024",121.61562735582994,25.072059089209024,台灣台北市內湖區安湖站,台北市,內湖區
Feature,4973.0,安湖站,Point,"121.61542272023996, 25.072151",121.61542272023995,25.072151,台灣台北市內湖區安湖站,台北市,內湖區
Feature,1914.0,成功中學(林森),Point,"121.52296625197305, 25.042962229951968",121.52296625197303,25.042962229951968,台灣台北市中正區成功中學(林森),台北市,中正區
Feature,1940.0,成功中學(林森),Point,"121.5226481502225, 25.042950855243713",121.5226481502225,25.042950855243717,台灣台北市中正區成功中學(林森),台北市,中正區
Feature,7603.0,成功中學(濟南),Point,"121.52301750347578, 25.042235967119392",121.52301750347578,25.04223596711939,台灣台北市中正區成功中學(濟南),台北市,中正區
Feature,1915.0,成功中學(濟南),Point,"121.52345599299186, 25.04228006662105",121.52345599299187,25.04228006662105,台灣台北市中正區濟南路一段71號,台北市,中正區
Feature,13101.0,成功國宅,Point,"121.54898608561652, 25.027534486852293",121.54898608561652,25.02753448685229,台灣台北市大安區成功國宅,台北市,大安區
Feature,13114.0,成功國宅,Point,"121.54848140401766, 25.029090386473495",121.54848140401766,25.029090386473488,台灣台北市大安區敦化南路二段78號,台北市,大安區
Feature,2241.0,成功國宅,Point,"121.548471313108, 25.02893845302809",121.54847131310801,25.028938453028086,台灣台北市大安區成功國宅,台北市,大安區
Feature,1029.0,成功路三段,Point,"121.58981073556512, 25.07987259012752",121.58981073556512,25.079872590127522,台灣台北市內湖區成功路三段148號,台北市,內湖區
Feature,8520.0,成功路三段,Point,"121.58986877545998, 25.079518648354036",121.58986877545998,25.07951864835404,台灣台北市內湖區成功路三段139號,台北市,內湖區
Feature,1031.0,成美幼稚園,Point,"121.58207020370997, 25.054735508764956",121.58207020370995,25.054735508764963,台灣台北市內湖區潭美街171號,台北市,內湖區
Feature,4888.0,成淵高中,Point,"121.51836569309044, 25.059363588938762",121.51836569309044,25.059363588938762,台灣台北市大同區承德路二段193號,台北市,大同區
Feature,1432.0,成淵高中,Point,"121.51840693979518, 25.06089320978326",121.51840693979518,25.060893209783263,台灣台北市大同區成淵高中,台北市,大同區
Feature,165.0,成淵高中,Point,"121.51811128258228, 25.062225100139894",121.51811128258228,25.06222510013989,台灣台北市大同區成淵高中,台北市,大同區
Feature,1000643.0,成福長春會,Point,"121.5904126724225, 25.03836032031044",121.5904126724225,25.03836032031044,台灣台北市南港區成福宮,台北市,南港區
Feature,6732.0,成福路口,Point,"121.58844511781172, 25.039558000412853",121.58844511781172,25.03955800041285,台灣台北市南港區福德街339巷37號,台北市,南港區
Feature,2077.0,成福路口,Point,"121.58823889813864, 25.039406874578592",121.58823889813864,25.03940687457859,台灣台北市南港區福德街331號,台北市,南港區
Feature,1519.0,成福路口一,Point,"121.58835626867997, 25.040987786395004",121.58835626867996,25.040987786395007,台灣台北市南港區成福路196號,台北市,南港區
Feature,3896.0,污水處理廠,Point,"121.5119, 25.0757",121.5119,25.0757,台灣台北市大同區延平北路四段231號,台北市,大同區
Feature,1433.0,污水處理廠,Point,"121.5118, 25.07605",121.5118,25.07605,台灣台北市大同區污水處理廠,台北市,大同區
Feature,50643.0,百齡里,Point,"121.51936, 25.08518",121.51936,25.085179999999998,台灣台北市士林區YouBike1.0_Bailing Elementary School,台北市,士林區
Feature,699.0,百齡里,Point,"121.51932, 25.08517",121.51932,25.08517,台灣台北市士林區YouBike1.0_Bailing Elementary School,台北市,士林區
Feature,700.0,百齡國小,Point,"121.51776344046998, 25.087318583541016",121.51776344046999,25.087318583541016,台灣台北市士林區福港街138號,台北市,士林區
Feature,20377.0,百齡國小,Point,"121.51789, 25.08746",121.51789,25.08746,台灣台北市士林區福港街154號,台北市,士林區
Feature,1001324.0,竹子湖,Point,"121.53339, 25.172774",121.53339,25.172774,台灣台北市北投區竹子湖路37號,台北市,北投區
Feature,693.0,竹子湖一站,Point,"121.54528, 25.16067",121.54528,25.16067,台灣台北市北投區竹子湖路53號,台北市,北投區
Feature,60112.0,竹子湖派出所,Point,"121.54022, 25.16733",121.54021999999999,25.16733,台灣台北市北投區竹子湖派出所,台北市,北投區
Feature,168.0,竹子湖派出所,Point,"121.5404, 25.16727",121.5404,25.167270000000002,台灣台北市北投區竹子湖路16-1號,台北市,北投區
Feature,4817.0,老人自費安養中心,Point,"121.56197644180997, 24.986676114530972",121.56197644180996,24.98667611453097,台灣台北市文山區興隆路四段109巷61號,台北市,文山區
Feature,4818.0,老人自費安養中心,Point,"121.56198486640996, 24.986705846301003",121.56198486640994,24.986705846301003,台灣台北市文山區興隆路四段109巷61號,台北市,文山區
Feature,1751.0,老松國小,Point,"121.50211801719998, 25.03827636781798",121.50211801719999,25.03827636781798,台灣台北市萬華區桂林路73號,台北市,萬華區
Feature,4613.0,老松國小,Point,"121.50216376189996, 25.038491617728027",121.50216376189995,25.038491617728035,台灣台北市萬華區桂林路73號,台北市,萬華區
Feature,16215.0,老師里,Point,"121.51162825032998, 25.072204922429986",121.51162825032999,25.072204922429986,台灣台北市大同區酒泉街211號,台北市,大同區
Feature,1434.0,老師里,Point,"121.51155419874996, 25.072056332994954",121.51155419874996,25.07205633299495,台灣台北市大同區酒泉街172號,台北市,大同區
Feature,2406.0,考試院,Point,"121.54971693178852, 24.987246415208844",121.54971693178852,24.987246415208844,台灣台北市文山區考試院,台北市,文山區
Feature,56100.0,考試院,Point,"121.54998966940421, 24.987499621636516",121.5499896694042,24.98749962163652,台灣台北市文山區考試院,台北市,文山區
Feature,4873.0,自立路口,Point,"121.46539737433997, 25.126092078775965",121.46539737433996,25.126092078775965,台灣台北市北投區福德里[新巴士],台北市,北投區
Feature,4874.0,自立路口,Point,"121.46532703337762, 25.126343699371425",121.46532703337763,25.126343699371425,台灣台北市北投區福德里[新巴士],台北市,北投區
Feature,1969.0,自來水西分處(牯嶺),Point,"121.51663415546999, 25.029865247508006",121.51663415547002,25.02986524750801,台灣台北市中正區牯嶺街49號,台北市,中正區
Feature,1916.0,自來水西分處(寧波),Point,"121.51582475329997, 25.029853537657974",121.51582475329997,25.029853537657967,台灣台北市中正區自來水西分處(寧波),台北市,中正區
Feature,57711.0,自來水事業處,Point,"121.54712031142036, 25.014382355821958",121.54712031142036,25.01438235582196,台灣台北市大安區自來水事業處,台北市,大安區
Feature,6710.0,自來水事業處,Point,"121.54754654103913, 25.01529513783398",121.54754654103913,25.01529513783398,台灣台北市大安區自來水事業處,台北市,大安區
Feature,2248.0,自來水處(辛亥),Point,"121.5478644930325, 25.01760175888081",121.54786449303249,25.01760175888081,台灣台北市大安區自來水處(辛亥),台北市,大安區
Feature,15107.0,自來水處(辛亥),Point,"121.54811377448098, 25.018186899967112",121.548113774481,25.01818689996711,台灣台北市大安區辛亥路三段115巷25號,台北市,大安區
Feature,2244.0,自來水處(基隆),Point,"121.5445775672764, 25.017652948584384",121.5445775672764,25.017652948584384,台灣台北市大安區自來水處(基隆),台北市,大安區
Feature,2245.0,自來水處(基隆),Point,"121.54471382334037, 25.017310167327555",121.54471382334036,25.017310167327558,台灣台北市大安區自來水處(基隆路),台北市,大安區
Feature,1918.0,自來水博物館,Point,"121.53083764923929, 25.014113878566093",121.53083764923927,25.01411387856609,台灣台北市中正區自來水博物館(太子學舍),台北市,中正區
Feature,1000802.0,自來水博物館(太子學舍),Point,"121.53170524917047, 25.014427711645556",121.53170524917047,25.01442771164556,台灣台北市中正區自來水博物館(太子學舍),台北市,中正區
Feature,1000325.0,自強市場,Point,"121.51691356878354, 25.02432139881518",121.51691356878355,25.02432139881518,台灣台北市中正區重慶南路三段111號,台北市,中正區
Feature,1920.0,自強市場,Point,"121.51628190332124, 25.025451799458363",121.51628190332123,25.025451799458367,台灣台北市中正區重慶南路三段(中正橋),台北市,中正區
Feature,172.0,自強街口(西安),Point,"121.51692629988435, 25.111763784049145",121.51692629988436,25.111763784049145,台灣台北市北投區西安街一段273號,台北市,北投區
Feature,173.0,自強街口(東華),Point,"121.51761, 25.11225",121.51761,25.11225,台灣台北市北投區自強街口(東華),台北市,北投區
Feature,100014567.0,自強隧道,Point,"121.54903991451454, 25.083778899347305",121.54903991451454,25.083778899347305,台灣台北市中山區北安路639號,台北市,中山區
Feature,1254.0,自強隧道,Point,"121.55154593116231, 25.08579642191427",121.55154593116232,25.085796421914267,台灣台北市中山區北安路728號,台北市,中山區
Feature,4182.0,自強隧道,Point,"121.5489493826415, 25.08362029768614",121.54894938264151,25.083620297686142,台灣台北市中山區北安路635號,台北市,中山區
Feature,1255.0,自強隧道(大直教會),Point,"121.54945459935087, 25.083714903365696",121.54945459935087,25.083714903365692,台灣台北市中山區北安路660號,台北市,中山區
Feature,9478.0,至善國中,Point,"121.55572052512997, 25.10406772303297",121.55572052512994,25.10406772303297,台灣台北市士林區至善路二段9號,台北市,士林區
Feature,695.0,至善國中,Point,"121.55546, 25.10374",121.55546000000001,25.10374,台灣台北市士林區至善路二段360號,台北市,士林區
Feature,9429.0,至善路三段,Point,"121.57187, 25.1151",121.57186999999999,25.1151,台灣台北市士林區至善路三段129號,台北市,士林區
Feature,696.0,至善路三段,Point,"121.57171, 25.11494",121.57171000000001,25.11494,台灣台北市士林區至善路三段118號,台北市,士林區
Feature,1000862.0,行仁里,Point,"121.54100547486996, 25.065783120932032",121.54100547486996,25.065783120932032,台灣台北市中山區行仁里,台北市,中山區
Feature,6706.0,行天宮,Point,"121.53344489698998, 25.063167762413965",121.53344489698998,25.063167762413965,台灣台北市中山區松江路357號,台北市,中山區
Feature,1253.0,行天宮,Point,"121.53317131282998, 25.063484756364023",121.53317131282999,25.063484756364023,台灣台北市中山區松江路378-1號,台北市,中山區
Feature,4796.0,行忠行愛路口,Point,"121.57932291534998, 25.06534802916796",121.57932291534998,25.06534802916796,台灣台北市內湖區行忠行愛路口,台北市,內湖區
Feature,1032.0,行忠行愛路口,Point,"121.57920760978998, 25.065261126178953",121.57920760978998,25.06526112617895,台灣台北市內湖區行愛路176號,台北市,內湖區
Feature,1000225.0,行忠路口,Point,"121.576305, 25.06425",121.576305,25.06425,台灣台北市內湖區行忠路口,台北市,內湖區
Feature,1000498.0,行政院,Point,"121.52150794840998, 25.044830769039038",121.52150794840998,25.044830769039038,台灣台北市中正區行政院,台北市,中正區
Feature,50688.0,行政院,Point,"121.51970241717301, 25.046393659495283",121.51970241717301,25.046393659495287,台灣台北市中正區中山北路一段12號,台北市,中正區
Feature,1919.0,行政院,Point,"121.52028282478362, 25.046623939873204",121.52028282478364,25.046623939873204,台灣台北市中正區行政院,台北市,中正區
Feature,4821.0,行善石潭路口,Point,"121.5855226383578, 25.06437432588495",121.58552263835779,25.06437432588495,台灣台北市內湖區行善路391號,台北市,內湖區
Feature,4813.0,行善石潭路口,Point,"121.58505820034209, 25.063848690499956",121.58505820034209,25.06384869049996,台灣台北市內湖區行善石潭路口,台北市,內湖區
Feature,4673.0,行善行愛路口,Point,"121.58399775462998, 25.062054046123993",121.58399775462999,25.062054046123997,台灣台北市內湖區行善路448號,台北市,內湖區
Feature,4672.0,行善行愛路口,Point,"121.58378157538998, 25.061536159370974",121.58378157538998,25.06153615937097,台灣台北市內湖區行善路360號,台北市,內湖區
Feature,1034.0,行善宮,Point,"121.57774361243997, 25.053333355880962",121.57774361243996,25.053333355880962,台灣台北市內湖區新明路502號,台北市,內湖區
Feature,1000280.0,行善路,Point,"121.57649931051998, 25.057173955877",121.57649931051998,25.057173955876998,台灣台北市內湖區行善路,台北市,內湖區
Feature,1035.0,行善路,Point,"121.57666338046997, 25.057071390745982",121.57666338046995,25.057071390745982,台灣台北市內湖區行善路,台北市,內湖區
Feature,4814.0,行善舊宗路口,Point,"121.58152207801997, 25.059998030108005",121.58152207801996,25.059998030108005,台灣台北市內湖區行善路374號,台北市,內湖區
Feature,4808.0,行善舊宗路口,Point,"121.58149, 25.05982",121.58148999999999,25.059820000000002,台灣台北市內湖區行善路374號,台北市,內湖區
Feature,1000286.0,行愛路,Point,"121.58015, 25.064185",121.58015,25.064185000000002,台灣台北市內湖區行愛路141號,台北市,內湖區
Feature,1036.0,行愛路,Point,"121.58004, 25.06387",121.58004,25.06387,台灣台北市內湖區行愛路128號,台北市,內湖區
Feature,1000285.0,行愛路77巷口,Point,"121.58148886507998, 25.06239078247499",121.58148886507998,25.06239078247499,台灣台北市內湖區行愛路67號,台北市,內湖區
Feature,1037.0,行愛路77巷口,Point,"121.58121734721998, 25.062332531828957",121.58121734721998,25.06233253182896,台灣台北市內湖區行愛路77巷口,台北市,內湖區
Feature,7215.0,行義路,Point,"121.52810119510997, 25.130470300924976",121.52810119510995,25.13047030092498,台灣台北市北投區行義路,台北市,北投區
Feature,7214.0,行義路,Point,"121.52792568584997, 25.130562849548014",121.52792568584995,25.13056284954801,台灣台北市北投區行義路,台北市,北投區
Feature,178.0,行義路一,Point,"121.52857170239369, 25.13284197430773",121.52857170239369,25.132841974307734,台灣台北市北投區行義路188號,台北市,北投區
Feature,7218.0,行義路一,Point,"121.52838425053972, 25.132758577583022",121.52838425053972,25.132758577583022,台灣台北市北投區行義路一,台北市,北投區
Feature,7217.0,行義路二,Point,"121.52863953372999, 25.13577978898204",121.52863953372999,25.13577978898204,台灣台北市北投區行義路二,台北市,北投區
Feature,179.0,行義路二,Point,"121.52874908880132, 25.13632369606941",121.5287490888013,25.13632369606941,台灣台北市北投區行義路二,台北市,北投區
Feature,7216.0,行義路三,Point,"121.52808192498584, 25.137661323140208",121.52808192498584,25.13766132314021,台灣台北市北投區行義路三,台北市,北投區
Feature,182.0,行義路三,Point,"121.52827067383613, 25.137763091349296",121.52827067383612,25.137763091349296,台灣台北市北投區行義路三,台北市,北投區
Feature,188.0,行義路四,Point,"121.52777553098335, 25.14025567749214",121.52777553098335,25.140255677492142,台灣台北市北投區行義路四,台北市,北投區
Feature,183.0,行義路四,Point,"121.5278571200753, 25.140484603510266",121.5278571200753,25.140484603510266,台灣台北市北投區行義路339號,台北市,北投區
Feature,1520.0,西松高中,Point,"121.56716, 25.05625",121.56716000000002,25.05625,台灣台北市松山區健康路325巷23號,台北市,松山區
Feature,1521.0,西松國小,Point,"121.56366432496002, 25.052590412596462",121.56366432496002,25.052590412596466,台灣台北市松山區三民路18號2號,台北市,松山區
Feature,50003.0,西松國小,Point,"121.56392895142594, 25.052720470395865",121.56392895142594,25.052720470395865,台灣台北市松山區三民路14號,台北市,松山區
Feature,1752.0,西門市場(成都),Point,"121.50665358530999, 25.04268954495603",121.50665358531,25.04268954495603,台灣台北市萬華區成都路37號,台北市,萬華區
Feature,1753.0,西門市場(漢中),Point,"121.50743603439997, 25.041983928390703",121.50743603439994,25.041983928390703,台灣台北市萬華區西門市場(漢中),台北市,萬華區
Feature,1754.0,西門國小,Point,"121.50400338160998, 25.043299072488004",121.50400338160999,25.043299072488004,台灣台北市萬華區成都路115號,台北市,萬華區
Feature,1755.0,西門國小(臺大醫院北護分院),Point,"121.50246529512677, 25.042176009995416",121.50246529512677,25.042176009995412,台灣台北市萬華區康定路37號,台北市,萬華區
Feature,1000434.0,西門國小(臺大醫院北護分院),Point,"121.50235572354632, 25.042588156967014",121.50235572354632,25.04258815696701,台灣台北市萬華區康定路58號,台北市,萬華區
Feature,50511.0,西湖國中,Point,"121.56545, 25.08514",121.56545,25.08514,台灣台北市內湖區環山路一段40號,台北市,內湖區
Feature,1039.0,西湖國中,Point,"121.5656, 25.08577",121.5656,25.08577,台灣台北市內湖區西湖國中,台北市,內湖區
Feature,1040.0,西湖園,Point,"121.58100655952997, 25.084681981610014",121.58100655952995,25.08468198161001,台灣台北市內湖區西湖園,台北市,內湖區
Feature,8544.0,西湖園,Point,"121.58055323676997, 25.08479716910297",121.58055323676996,25.08479716910297,台灣台北市內湖區西湖園,台北市,內湖區
Feature,1000499.0,西湖圖書館(湖光教會),Point,"121.57803642246019, 25.079052417602384",121.57803642246019,25.079052417602387,台灣台北市內湖區內湖路一段729號,台北市,內湖區
Feature,1041.0,西湖圖書館(湖光教會),Point,"121.57785861558712, 25.078884724237795",121.57785861558712,25.078884724237795,台灣台北市內湖區內湖路一段596號,台北市,內湖區
Feature,10420.0,西華飯店,Point,"121.54513195337996, 25.05790895953795",121.54513195337995,25.05790895953795,台灣台北市松山區民生東路三段109號,台北市,松山區
Feature,1523.0,西華飯店,Point,"121.5453800355077, 25.057599081587597",121.5453800355077,25.0575990815876,台灣台北市松山區民生東路三段118號,台北市,松山區
Feature,1001272.0,西雲禪寺,Point,"121.56666, 25.130468",121.56666000000001,25.130468,台灣台北市士林區西雲禪寺,台北市,士林區
Feature,1825.0,西園29服飾基地,Point,"121.49746, 25.03244",121.49746,25.03244,台灣台北市萬華區西園29服飾基地,台北市,萬華區
Feature,4628.0,西園29服飾基地,Point,"121.49759, 25.0324",121.49758999999999,25.0324,台灣台北市萬華區西園29服飾基地,台北市,萬華區
Feature,4629.0,西園路二段,Point,"121.49417373016998, 25.027153290051004",121.49417373016998,25.027153290051004,台灣台北市萬華區西園路二段,台北市,萬華區
Feature,1756.0,西園路二段,Point,"121.49323, 25.02657",121.49323000000001,25.02657,台灣台北市萬華區西園路二段294號,台北市,萬華區
Feature,1757.0,西寧南路,Point,"121.50604, 25.03991",121.50603999999998,25.03991,台灣台北市萬華區西寧南路168-2號,台北市,萬華區
Feature,4636.0,西藏路,Point,"121.50154878769997, 25.029740630845993",121.50154878769995,25.029740630845996,台灣台北市萬華區西藏路256號,台北市,萬華區
Feature,1758.0,西藏路,Point,"121.50208927116995, 25.02959932019098",121.50208927116995,25.029599320190982,台灣台北市萬華區西藏路,台北市,萬華區
Feature,1759.0,西藏路口,Point,"121.50028548212995, 25.028042282261996",121.50028548212995,25.028042282262,台灣台北市萬華區萬大路182號,台北市,萬華區
Feature,4639.0,西藏路口,Point,"121.50058119394997, 25.028181369472954",121.50058119394994,25.028181369472954,台灣台北市萬華區萬大路183號,台北市,萬華區
Feature,50636.0,克強游泳池,Point,"121.52503510300998, 25.10831235423101",121.52503510300998,25.10831235423101,台灣台北市士林區中山北路六段209號,台北市,士林區
Feature,703.0,克強游泳池,Point,"121.52533897916997, 25.108336085171008",121.52533897916996,25.10833608517101,台灣台北市士林區中山北路六段212號,台北市,士林區
Feature,4032.0,克勤新村,Point,"121.5602, 25.02554",121.5602,25.02554,台灣台北市信義區信安街67巷81-85號,台北市,信義區
Feature,4033.0,克勤新村,Point,"121.5603, 25.02534",121.5603,25.02534,台灣台北市信義區信安街103巷22號,台北市,信義區
Feature,1001267.0,冷水坑(往陽明山總站),Point,"121.56332, 25.167858",121.56331999999999,25.167858,台灣台北市士林區冷水坑,台北市,士林區
Feature,702.0,冷水坑(往擎天崗),Point,"121.56313058398996, 25.16752826198497",121.56313058398995,25.16752826198497,台灣台北市士林區冷水坑,台北市,士林區
Feature,191.0,冷水坑服務站,Point,"121.56385, 25.16587",121.56385,25.16587,台灣台北市士林區冷水坑服務站,台北市,士林區
Feature,4872.0,利陽藝術庭苑,Point,"121.4644913601754, 25.127392901855142",121.4644913601754,25.127392901855146,台灣台北市北投區利陽藝術學苑,台北市,北投區
Feature,4871.0,利陽藝術庭苑,Point,"121.4646225750417, 25.12763930094218",121.4646225750417,25.127639300942178,台灣台北市北投區利陽藝術學苑,台北市,北投區
Feature,1001793.0,吳厝,Point,"121.53734, 25.14761",121.53733999999999,25.14761,台灣台北市北投區台北市北投區湖底,台北市,北投區
Feature,1001792.0,吳厝,Point,"121.53746, 25.14758",121.53746000000001,25.147579999999998,台灣台北市北投區台北市北投區湖底,台北市,北投區
Feature,4797.0,吳興國小(松仁),Point,"121.56873, 25.02614",121.56873,25.026139999999998,台灣台北市信義區松仁路233號,台北市,信義區
Feature,2078.0,吳興國小(松仁),Point,"121.56849800725519, 25.02615091567604",121.56849800725522,25.02615091567604,台灣台北市信義區吳興國小(松仁),台北市,信義區
Feature,50152.0,吳興國小(莊敬),Point,"121.56803185545387, 25.026826001422787",121.56803185545387,25.026826001422787,台灣台北市信義區莊敬路471號,台北市,信義區
Feature,20251.0,吳興國小(莊敬),Point,"121.56810492072857, 25.02665277999707",121.56810492072857,25.02665277999707,台灣台北市信義區莊敬路472號,台北市,信義區
Feature,2080.0,吳興街口,Point,"121.55884638409998, 25.031596374699994",121.55884638409998,25.031596374699998,台灣台北市信義區吳興街口,台北市,信義區
Feature,1000294.0,吳興街口,Point,"121.55860014235998, 25.03159406079797",121.55860014235998,25.031594060797968,台灣台北市信義區吳興街口,台北市,信義區
Feature,2081.0,吳興街派出所,Point,"121.56411093253996, 25.026580835433997",121.56411093253996,25.026580835433997,台灣台北市信義區吳興街279號,台北市,信義區
Feature,2084.0,吳興街站,Point,"121.56976, 25.02324",121.56976,25.023239999999998,台灣台北市信義區吳興街527號,台北市,信義區
Feature,4648.0,坑口運動公園,Point,"121.62357975349335, 25.035249471608058",121.62357975349336,25.035249471608058,台灣台北市南港區坑口運動公園,台北市,南港區
Feature,4649.0,坑口運動公園,Point,"121.62367127324245, 25.0351236765672",121.62367127324244,25.035123676567196,台灣台北市南港區坑口運動公園,台北市,南港區
Feature,704.0,妙法寺,Point,"121.58701583068999, 25.122832714585996",121.58701583069,25.122832714586,台灣台北市士林區妙法寺,台北市,士林區
Feature,9460.0,妙法寺,Point,"121.58686, 25.12285",121.58686000000002,25.12285,台灣台北市士林區妙法寺,台北市,士林區
Feature,7249.0,宏國新村,Point,"121.52044854232997, 25.11556657360301",121.52044854232996,25.11556657360301,台灣台北市北投區宏國新村,台北市,北投區
Feature,198.0,宏國新村,Point,"121.52029836804998, 25.115493991990004",121.52029836804998,25.115493991990004,台灣台北市北投區宏國新村,台北市,北投區
Feature,705.0,我家花園,Point,"121.5734895277419, 25.125051367628387",121.57348952774191,25.125051367628387,台灣台北市士林區我家花園,台北市,士林區
Feature,9467.0,我家花園,Point,"121.57367172837503, 25.124961465502263",121.57367172837505,25.124961465502267,台灣台北市士林區我家花園,台北市,士林區
Feature,2407.0,杏花林,Point,"121.5768251505379, 24.96911023264185",121.57682515053791,24.96911023264185,台灣台北市文山區老泉街45巷30號,台北市,文山區
Feature,706.0,沙埔,Point,"121.48682, 25.1061",121.48682,25.1061,台灣台北市士林區沙埔,台北市,士林區
Feature,9486.0,沙崙,Point,"121.56688, 25.11358",121.56688,25.11358,台灣台北市士林區至善路三段79號,台北市,士林區
Feature,707.0,沙崙,Point,"121.56677, 25.11344",121.56676999999999,25.11344,台灣台北市士林區沙崙,台北市,士林區
Feature,9485.0,沙崙,Point,"121.56668, 25.11377",121.56668,25.113770000000002,台灣台北市士林區沙崙,台北市,士林區
Feature,708.0,沙崙下,Point,"121.56332, 25.11243",121.56331999999999,25.11243,台灣台北市士林區沙崙下,台北市,士林區
Feature,9488.0,沙崙下,Point,"121.56348046626997, 25.112581433804987",121.56348046626995,25.112581433804987,台灣台北市士林區沙崙下,台北市,士林區
Feature,4997.0,災害應變中心,Point,"121.56481, 25.02897",121.56481000000001,25.02897,台灣台北市信義區災害應變中心,台北市,信義區
Feature,4998.0,災害應變中心,Point,"121.56472, 25.02903",121.56472,25.02903,台灣台北市信義區莊敬路325巷43-1號,台北市,信義區
Feature,7236.0,秀山里,Point,"121.49413532725863, 25.145428371156697",121.49413532725865,25.145428371156697,台灣台北市北投區中和街506號,台北市,北投區
Feature,1000928.0,秀山里,Point,"121.49377875104791, 25.145249268316764",121.49377875104791,25.145249268316764,台灣台北市北投區中和街523號,台北市,北投區
Feature,1000732.0,秀湖,Point,"121.59744800482584, 25.084490588610276",121.59744800482584,25.084490588610283,台灣台北市內湖區秀湖,台北市,內湖區
Feature,1629.0,育成高中,Point,"121.60895405389996, 25.05871487714403",121.60895405389995,25.05871487714403,台灣台北市南港區重陽路421號,台北市,南港區
