type,properties.bsm_bussto,properties.bsm_chines,geometry.type,geometry.coordinates,經度,緯度,地址,市,行政區域
Feature,18077.0,大度立德路口,Point,"121.47095010059569, 25.123118364817024",121.47095010059569,25.123118364817024,台灣台北市北投區大度立德路口,台北市,北投區
Feature,2420.0,政大御花園,Point,"121.58726642785035, 24.985656492705512",121.58726642785037,24.985656492705512,台灣台北市文山區政大御花園,台北市,文山區
Feature,5001.0,富德里,Point,"121.59592044630422, 25.004216561659135",121.59592044630422,25.00421656165913,台灣台北市文山區富德里,台北市,文山區
Feature,1726.0,舊莊公園,Point,"121.62089469444997, 25.041070559250997",121.62089469444996,25.041070559250997,台灣台北市南港區舊莊公園(宜興街口),台北市,南港區
Feature,1000152.0,舊莊站,Point,"121.62293320733995, 25.038506816257975",121.62293320733995,25.038506816257968,台灣台北市南港區舊莊,台北市,南港區
Feature,35.0,關渡,Point,"121.46523, 25.12488",121.46523,25.124879999999997,台灣台北市北投區關渡,台北市,北投區
Feature,18076.0,關渡,Point,"121.46501707415095, 25.123382320859385",121.46501707415095,25.123382320859385,台灣台北市北投區關渡,台北市,北投區
Feature,546.0,關渡站,Point,"121.46996, 25.12217",121.46996000000001,25.12217,台灣台北市北投區知行路112號,台北市,北投區
Feature,2028.0,101國際購物中心,Point,"121.56528624333055, 25.03421075358973",121.56528624333056,25.03421075358973,台灣台北市信義區101國際購物中心,台北市,信義區
Feature,350.0,48號公園,Point,"121.51220691787995, 25.142618161451015",121.51220691787995,25.14261816145101,台灣台北市北投區珠海路186號,台北市,北投區
Feature,4167.0,8號水門,Point,"121.53972071036998, 25.07365103518897",121.53972071036999,25.07365103518897,台灣台北市中山區八號水門,台北市,中山區
Feature,4168.0,8號水門,Point,"121.54003237173997, 25.073556959763984",121.54003237173995,25.073556959763984,台灣台北市中山區台北市中山區大佳里,台北市,中山區
Feature,1847.0,一女中(公園),Point,"121.51496271163997, 25.038007823005998",121.51496271163995,25.038007823006,台灣台北市中正區一女中(公園),台北市,中正區
Feature,6713.0,一女中(公園),Point,"121.51513659515608, 25.036828535730784",121.51513659515608,25.036828535730788,台灣台北市中正區一女中(公園),台北市,中正區
Feature,1000628.0,一女中(重慶),Point,"121.51282376648415, 25.037670126939503",121.51282376648416,25.037670126939503,台灣台北市中正區一女中(重慶),台北市,中正區
Feature,4611.0,一女中(貴陽),Point,"121.51448091421602, 25.038764587941536",121.51448091421602,25.038764587941536,台灣台北市中正區一女中(貴陽),台北市,中正區
Feature,4612.0,一女中(貴陽),Point,"121.51453506277763, 25.038611450868412",121.51453506277764,25.038611450868412,台灣台北市中正區一女中(貴陽),台北市,中正區
Feature,3972.0,一德街口,Point,"121.46868224536998, 25.128289441603965",121.46868224536999,25.128289441603965,台灣台北市北投區中央北路四段507號,台北市,北投區
Feature,199.0,一德街口,Point,"121.46845889681997, 25.128362140338947",121.46845889681995,25.12836214033895,台灣台北市北投區中央北路四段509號,台北市,北投區
Feature,50524.0,七星山,Point,"121.54291, 25.17979",121.54291,25.17979,台灣台北市北投區百拉卡公路入口,台北市,北投區
Feature,4740.0,七海文化園區,Point,"121.53723973281997, 25.07772762865598",121.53723973281996,25.077727628655982,台灣台北市中山區北安路305號,台北市,中山區
Feature,1848.0,二二八和平公園,Point,"121.51244235506095, 25.042335690161153",121.51244235506095,25.042335690161156,台灣台北市中正區衡陽路41號,台北市,中正區
Feature,1000979.0,二二八紀念館,Point,"121.51391, 25.03076",121.51391000000001,25.03076,台灣台北市中正區重慶南路二段70巷13號,台北市,中正區
Feature,1733.0,人壽一村,Point,"121.48933711638998, 25.032065218778033",121.48933711638998,25.032065218778033,台灣台北市萬華區長順街44號,台北市,萬華區
Feature,1001234.0,人壽一村,Point,"121.48951770898995, 25.032073469655955",121.48951770898995,25.032073469655952,台灣台北市萬華區長順街105號,台北市,萬華區
Feature,1000409.0,八勝園,Point,"121.51167916336998, 25.141255281051013",121.51167916336998,25.141255281051013,台灣台北市北投區泉源路55號,台北市,北投區
Feature,8.0,八勝園,Point,"121.51170101851997, 25.141390542430027",121.51170101851996,25.141390542430027,台灣台北市北投區泉源路55號,台北市,北投區
Feature,1168.0,八德市場,Point,"121.5373, 25.0446",121.5373,25.0446,台灣台北市大安區市民大道四段180號,台北市,大安區
Feature,1001122.0,八德市場,Point,"121.53767, 25.04487",121.53766999999999,25.04487,台灣台北市中山區市民大道5號,台北市,中山區
Feature,1488.0,八德敦化路口,Point,"121.54874, 25.04864",121.54874,25.04864,台灣台北市松山區八德敦化路口,台北市,松山區
Feature,2362.0,力行國小,Point,"121.5602830067166, 24.981611615429788",121.56028300671659,24.981611615429788,台灣台北市文山區木新路三段183號,台北市,文山區
Feature,1000554.0,力行國小,Point,"121.55978393242218, 24.981380265780075",121.55978393242218,24.98138026578007,台灣台北市文山區力行國小,台北市,文山區
Feature,9443.0,力行新城,Point,"121.53808801719997, 25.08354023551698",121.53808801719995,25.08354023551698,台灣台北市中山區通北街109號,台北市,中山區
Feature,1.0,十八份,Point,"121.52316, 25.15045",121.52316,25.15045,台灣台北市北投區十八份,台北市,北投區
Feature,5015.0,十八份,Point,"121.523, 25.15034",121.523,25.15034,台灣台北市北投區十八份,台北市,北投區
Feature,2.0,十八份福德宮,Point,"121.52225, 25.14767",121.52225,25.14767,台灣台北市北投區十八份福德宮,台北市,北投區
Feature,1001313.0,十八份福德宮,Point,"121.5223, 25.147905",121.5223,25.147904999999998,台灣台北市北投區十八份福德宮,台北市,北投區
Feature,6.0,十信高中(大業),Point,"121.4961536392592, 25.13390226891671",121.4961536392592,25.13390226891671,台灣台北市北投區大業路514號,台北市,北投區
Feature,4.0,十信高中(大業),Point,"121.49680663417114, 25.13571823360099",121.49680663417114,25.13571823360099,台灣台北市北投區幼華高中(大業),台北市,北投區
Feature,5.0,十信高中(北投),Point,"121.49676452945961, 25.134217114894803",121.4967645294596,25.134217114894806,台灣台北市北投區幼華高中(北投),台北市,北投區
Feature,1851.0,三元南海路口,Point,"121.50912201223998, 25.029292196934",121.50912201223998,25.029292196933998,台灣台北市中正區三元街56號,台北市,中正區
Feature,1001446.0,三元南海路口,Point,"121.50928983928996, 25.029331534075983",121.50928983928995,25.029331534075986,台灣台北市中正區三元街73號,台北市,中正區
Feature,1849.0,三元街,Point,"121.51336256216996, 25.027473281808998",121.51336256216996,25.027473281809,台灣台北市中正區三元街244號,台北市,中正區
Feature,20400.0,三元街,Point,"121.51256, 25.02767",121.51256000000001,25.02767,台灣台北市中正區三元街,台北市,中正區
Feature,4621.0,三元街口,Point,"121.50861226256998, 25.029297",121.50861226256998,25.029297,台灣台北市中正區南海路75號,台北市,中正區
Feature,1850.0,三元街口,Point,"121.50914390674997, 25.029839198674946",121.50914390674996,25.029839198674946,台灣台北市中正區三元街口,台北市,中正區
Feature,1001349.0,三王宮,Point,"121.50524704957996, 25.099520457023008",121.50524704957995,25.09952045702301,台灣台北市北投區洲美街123號,台北市,北投區
Feature,7203.0,三王宮,Point,"121.50602, 25.09915",121.50601999999999,25.09915,台灣台北市北投區洲美街99號,台北市,北投區
Feature,1489.0,三民健康路口,Point,"121.56359671022128, 25.055197807638255",121.56359671022129,25.05519780763825,台灣台北市松山區三民路33號,台北市,松山區
Feature,50006.0,三民健康路口,Point,"121.56390089112475, 25.054771866817617",121.56390089112476,25.054771866817614,台灣台北市松山區三民路64號,台北市,松山區
Feature,8671.0,三民國小,Point,"121.56388479887417, 25.0627725319866",121.56388479887416,25.062772531986603,台灣台北市松山區民權東路五段18號,台北市,松山區
Feature,10403.0,三民國小,Point,"121.5640673534532, 25.063129416542175",121.5640673534532,25.06312941654217,台灣台北市松山區三民國小,台北市,松山區
Feature,966.0,三民國中,Point,"121.58540574354996, 25.06880357635298",121.58540574354996,25.068803576352984,台灣台北市內湖區民權東路六段74號,台北市,內湖區
Feature,8666.0,三民國中,Point,"121.58562333676863, 25.069101792469297",121.58562333676865,25.069101792469297,台灣台北市內湖區三民國中,台北市,內湖區
Feature,10404.0,三民路,Point,"121.56361014405653, 25.057732013266307",121.56361014405651,25.05773201326631,台灣台北市松山區三民路,台北市,松山區
Feature,1492.0,三民路,Point,"121.56333014405656, 25.0577896334149",121.56333014405656,25.0577896334149,台灣台北市松山區三民路113巷1號,台北市,松山區
Feature,2363.0,三玄宮,Point,"121.58791, 24.96818",121.58791000000001,24.96818,台灣台北市文山區指南路三段38巷16-4號,台北市,文山區
Feature,50647.0,三玉宮,Point,"121.53110710548997, 25.118238571568035",121.53110710548997,25.118238571568035,台灣台北市士林區天母東路1-5號,台北市,士林區
Feature,561.0,三玉宮,Point,"121.5311271326276, 25.117994277493786",121.5311271326276,25.117994277493786,台灣台北市士林區天母東路8號,台北市,士林區
Feature,56089.0,三角公園,Point,"121.57994559753998, 24.983509219187997",121.57994559753998,24.983509219187997,台灣台北市文山區指南路三段57號,台北市,文山區
Feature,2365.0,三角公園,Point,"121.57966880488998, 24.98365144624103",121.57966880488999,24.98365144624103,台灣台北市文山區三角公園,台北市,文山區
Feature,1856.0,三軍總醫院,Point,"121.52993225475068, 25.016838685590592",121.52993225475069,25.016838685590592,台灣台北市中正區汀州路三段109號,台北市,中正區
Feature,4758.0,三軍總醫院(辛亥),Point,"121.52802, 25.01912",121.52802,25.01912,台灣台北市中正區辛亥路一段17號,台北市,中正區
Feature,1563.0,三軍總醫院松山分院,Point,"121.55726, 25.05367",121.55726000000001,25.05367,台灣台北市松山區三軍總醫院松山分院,台北市,松山區
Feature,1000021.0,三軍總醫院松山分院,Point,"121.557176, 25.053808",121.557176,25.053808,台灣台北市松山區健康路156號,台北市,松山區
Feature,55005.0,三重里,Point,"121.6111, 25.06052",121.6111,25.06052,台灣台北市南港區三重里,台北市,南港區
Feature,1606.0,三重里,Point,"121.61034, 25.05917",121.61034,25.05917,台灣台北市南港區重陽路12號,台北市,南港區
Feature,50107.0,三重里,Point,"121.6103, 25.05933",121.6103,25.05933,台灣台北市南港區重陽路10號,台北市,南港區
Feature,2032.0,三張犁,Point,"121.55736778553755, 25.034069909202845",121.55736778553756,25.03406990920284,台灣台北市大安區三張犁,台北市,大安區
Feature,2033.0,三張犁,Point,"121.55763528484802, 25.033756576473323",121.55763528484802,25.033756576473323,台灣台北市信義區光復南路471號,台北市,信義區
Feature,975.0,三陽公司,Point,"121.58739215706997, 25.058030652940968",121.58739215706996,25.05803065294097,台灣台北市內湖區新明路239號,台北市,內湖區
Feature,50431.0,三陽公司,Point,"121.58746950429997, 25.058235603362967",121.58746950429995,25.05823560336297,台灣台北市內湖區新明路235號,台北市,內湖區
Feature,1000807.0,三福街口,Point,"121.54099, 24.995846",121.54099,24.995846,台灣台北市文山區羅斯福路六段146-1號,台北市,文山區
Feature,1000808.0,三福街口,Point,"121.54133646875998, 24.995452676504947",121.54133646875998,24.99545267650495,台灣台北市文山區羅斯福路六段237號,台北市,文山區
Feature,1000295.0,三興國小(臨江街觀光夜市),Point,"121.55674897420997, 25.028460766454963",121.55674897420995,25.028460766454963,台灣台北市大安區基隆路二段138號,台北市,大安區
Feature,2035.0,三興國小(臨江街觀光夜市),Point,"121.55719844711571, 25.028773341055654",121.55719844711572,25.02877334105565,台灣台北市信義區基隆路二段113號,台北市,信義區
Feature,980.0,三總內湖站,Point,"121.59223515954997, 25.07176533659603",121.59223515954996,25.07176533659603,台灣台北市內湖區成功路二段325號三軍總醫院一樓,台北市,內湖區
Feature,8677.0,三總內湖站,Point,"121.59222916318996, 25.07182529156901",121.59222916318994,25.071825291569013,台灣台北市內湖區成功路二段325號,台北市,內湖區
Feature,4996.0,三總內湖站(急診部),Point,"121.59382519181996, 25.07080707429498",121.59382519181996,25.070807074294983,台灣台北市內湖區三總內湖站(急診部),台北市,內湖區
Feature,20360.0,上北投,Point,"121.51406, 25.14187",121.51406000000001,25.14187,台灣台北市北投區上北投,台北市,北投區
Feature,18.0,上北投,Point,"121.51386556812997, 25.14187054183901",121.51386556812996,25.141870541839012,台灣台北市北投區上北投,台北市,北投區
Feature,1000811.0,上塔悠,Point,"121.56456841334996, 25.070810088841025",121.56456841334995,25.070810088841025,台灣台北市松山區撫遠街451號,台北市,松山區
Feature,4177.0,上塔悠,Point,"121.56213, 25.07049",121.56213000000001,25.07049,台灣台北市松山區濱江街865號,台北市,松山區
Feature,8663.0,上灣仔,Point,"121.59068881348998, 25.066441266089022",121.59068881348999,25.066441266089026,台灣台北市內湖區成功路二段185號,台北市,內湖區
Feature,985.0,上灣仔,Point,"121.5903586788664, 25.06632791091632",121.59035867886641,25.066327910916318,台灣台北市內湖區成功路二段258號,台北市,內湖區
Feature,20333.0,下七股(花藝村溫泉會館),Point,"121.57349, 25.18414",121.57348999999999,25.18414,台灣台北市士林區下七股(花藝村溫泉會館),台北市,士林區
Feature,1001293.0,下八仙土地公廟,Point,"121.4828, 25.11581",121.4828,25.11581,台灣台北市北投區承德路七段401巷989弄8號,台北市,北投區
Feature,1000612.0,下竹林,Point,"121.54820240081234, 25.128691307769348",121.54820240081234,25.12869130776935,台灣台北市士林區仰德大道四段32巷6-2號,台北市,士林區
Feature,563.0,下竹林,Point,"121.54807718216217, 25.128308862838573",121.54807718216215,25.12830886283857,台灣台北市士林區仰德大道四段32巷2號,台北市,士林區
Feature,3869.0,下竹圍,Point,"121.49333, 25.09816",121.49333,25.09816,台灣台北市士林區下竹圍,台北市,士林區
Feature,565.0,下竹園,Point,"121.49333, 25.0982",121.49333,25.0982,台灣台北市士林區下竹圍,台北市,士林區
Feature,3987.0,下埤里,Point,"121.54269422341876, 25.06746040925422",121.54269422341876,25.067460409254217,台灣台北市中山區民族東路522號,台北市,中山區
Feature,4037.0,下埤里,Point,"121.54245003682043, 25.067839594333776",121.54245003682043,25.067839594333773,台灣台北市中山區民族東路512巷1號,台北市,中山區
Feature,1183.0,下埤里,Point,"121.54138997287997, 25.065992252834036",121.54138997287994,25.06599225283404,台灣台北市中山區復興北路514巷66號,台北市,中山區
Feature,4815.0,下菁礐,Point,"121.56961846388283, 25.135178100809753",121.56961846388285,25.135178100809757,台灣台北市士林區永公路500巷13號,台北市,士林區
Feature,1184.0,下塔悠,Point,"121.55677247947996, 25.072095588987032",121.55677247947996,25.072095588987032,台灣台北市松山區濱江街510號,台北市,松山區
Feature,1000812.0,下塔悠,Point,"121.55648848807998, 25.072403549751993",121.55648848807999,25.072403549751996,台灣台北市松山區濱江街499號,台北市,松山區
Feature,5972.0,下溪沙尾,Point,"121.47884, 25.10597",121.47883999999999,25.105970000000003,台灣台北市士林區延平北路八段262號,台北市,士林區
Feature,601.0,下溪沙尾,Point,"121.47886, 25.10581",121.47886000000001,25.10581,台灣台北市士林區延平北路八段257號,台北市,士林區
Feature,603.0,下過溪,Point,"121.56878457457297, 25.14119676600112",121.56878457457294,25.14119676600112,台灣台北市士林區下過溪,台北市,士林區
Feature,14411.0,下過溪,Point,"121.56886473008953, 25.14092838295138",121.56886473008952,25.14092838295138,台灣台北市士林區下過溪,台北市,士林區
Feature,50108.0,下寮橋,Point,"121.59552, 25.01916",121.59552,25.01916,台灣台北市南港區研究院路四段128號,台北市,南港區
Feature,1608.0,下寮橋,Point,"121.59543, 25.019393",121.59543000000001,25.019393,台灣台北市南港區研究院路四段128號,台北市,南港區
Feature,2367.0,久康街口,Point,"121.56429298575543, 24.98943803770795",121.56429298575544,24.98943803770795,台灣台北市文山區久康街口,台北市,文山區
Feature,50683.0,久康街口,Point,"121.56408180716997, 24.989513530188084",121.56408180716996,24.989513530188084,台灣台北市文山區秀明路一段23號,台北市,文山區
Feature,1000254.0,土地公廟,Point,"121.59579760862997, 25.054499162197015",121.59579760862995,25.05449916219701,台灣台北市南港區南港路二段294號,台北市,南港區
Feature,562.0,土地公廟,Point,"121.56028338517218, 25.149601789990196",121.5602833851722,25.1496017899902,台灣台北市士林區土地公廟,台北市,士林區
Feature,1000270.0,土地公廟,Point,"121.59592423561998, 25.05435963130096",121.59592423561999,25.054359631300958,台灣台北市南港區土地公廟,台北市,南港區
Feature,50519.0,土地公廟,Point,"121.56048672734985, 25.14963943135265",121.56048672734984,25.14963943135265,台灣台北市士林區土地公廟,台北市,士林區
Feature,20269.0,土地銀行,Point,"121.57547127110304, 25.03799682145912",121.57547127110304,25.03799682145912,台灣台北市信義區松德路90號,台北市,信義區
Feature,2031.0,土地銀行,Point,"121.5758, 25.037849",121.5758,25.037848999999998,台灣台北市信義區松德路105號,台北市,信義區
Feature,570.0,士東一巷,Point,"121.52803716917634, 25.115935952926",121.52803716917634,25.115935952926,台灣台北市士林區台北美國/日僑學校,台北市,士林區
Feature,50637.0,士東一巷,Point,"121.52841255610313, 25.116040314107817",121.52841255610313,25.116040314107817,台灣台北市士林區中山北路六段766號,台北市,士林區
Feature,50631.0,士東國小,Point,"121.52598030150583, 25.111460666673818",121.52598030150585,25.111460666673818,台灣台北市士林區中山北路六段338號,台北市,士林區
Feature,584.0,士東國小,Point,"121.52572387939762, 25.11151973129408",121.52572387939762,25.111519731294077,台灣台北市士林區士東國小,台北市,士林區
Feature,587.0,士東路,Point,"121.53677, 25.113458",121.53676999999999,25.113457999999998,台灣台北市士林區士東路,台北市,士林區
Feature,4994.0,士東路,Point,"121.536781, 25.113461",121.536781,25.113460999999997,台灣台北市士林區士東路,台北市,士林區
Feature,569.0,士林,Point,"121.52427938109285, 25.095911889144794",121.52427938109284,25.095911889144798,台灣台北市士林區文林路471號,台北市,士林區
Feature,10209.0,士林,Point,"121.52440530401567, 25.09611143466711",121.52440530401569,25.09611143466711,台灣台北市士林區文林路480號,台北市,士林區
Feature,1001263.0,士林分局,Point,"121.52561186871998, 25.090496208156992",121.52561186871998,25.090496208156985,台灣台北市士林區大東路75號,台北市,士林區
Feature,571.0,士林分局,Point,"121.52580967857998, 25.090617420485984",121.52580967857998,25.090617420485984,台灣台北市士林區大東路80號,台北市,士林區
Feature,573.0,士林市場(銘傳會館),Point,"121.52338693749999, 25.088889393078006",121.5233869375,25.088889393078013,台灣台北市士林區小西街7號,台北市,士林區
Feature,914.0,士林市場(銘傳會館),Point,"121.52362604184488, 25.08816494228725",121.52362604184488,25.08816494228725,台灣台北市士林區士林市場(銘傳會館),台北市,士林區
Feature,576.0,士林官邸(中山),Point,"121.52829, 25.094495",121.52828999999998,25.094495000000002,台灣台北市士林區士林官邸(中山),台北市,士林區
Feature,3953.0,士林官邸(中正),Point,"121.53144, 25.0965",121.53143999999999,25.0965,台灣台北市士林區中正路20號,台北市,士林區
Feature,1000618.0,士林官邸(中正),Point,"121.53139495833996, 25.096323686250965",121.53139495833996,25.09632368625096,台灣台北市士林區士林官邸(中正),台北市,士林區
Feature,4647.0,士林站,Point,"121.51851081943997, 25.09475495522",121.51851081943994,25.094754955220004,台灣台北市士林區基河路368號,台北市,士林區
Feature,580.0,士林高商,Point,"121.51712, 25.09423",121.51711999999999,25.09423,台灣台北市士林區士商路159號,台北市,士林區
Feature,7255.0,士林高商,Point,"121.51714245021998, 25.094373095407985",121.51714245021999,25.094373095407988,台灣台北市士林區士商路159號,台北市,士林區
Feature,575.0,士林區行政中心(中正),Point,"121.52013362928784, 25.093640342252822",121.52013362928786,25.093640342252822,台灣台北市士林區士林區行政中心(中正),台北市,士林區
Feature,581.0,士林區行政中心(中正),Point,"121.51955456297648, 25.09289753513848",121.5195545629765,25.09289753513848,台灣台北市士林區士林區行政中心(中正),台北市,士林區
Feature,50628.0,士林區行政中心(基河),Point,"121.52045463557997, 25.092979671269994",121.52045463557995,25.092979671269994,台灣台北市士林區中正路435巷17號,台北市,士林區
Feature,574.0,士林區行政中心(基河),Point,"121.52040717179997, 25.09264510702497",121.52040717179995,25.09264510702497,台灣台北市士林區士林區行政中心(基河),台北市,士林區
Feature,583.0,士林區農會,Point,"121.52550606381998, 25.09302166825797",121.52550606381998,25.093021668257972,台灣台北市士林區文林路364號,台北市,士林區
Feature,5040.0,士林國小,Point,"121.52475452945963, 25.094137733599364",121.52475452945964,25.09413773359936,台灣台北市士林區士林國小,台北市,士林區
Feature,1000800.0,士林國小,Point,"121.52483, 25.09325",121.52483000000001,25.09325,台灣台北市士林區大東路165號,台北市,士林區
Feature,1000275.0,士林國中,Point,"121.52335423409536, 25.094872607359736",121.52335423409536,25.094872607359733,台灣台北市士林區中正路296號,台北市,士林區
Feature,586.0,士林國中,Point,"121.52329288427629, 25.09462303335703",121.52329288427627,25.094623033357028,台灣台北市士林區中正路323號,台北市,士林區
Feature,589.0,士林電機(中山德行路口),Point,"121.52498761473875, 25.105315689576777",121.52498761473876,25.105315689576774,台灣台北市士林區士林電機(中山德行路口),台北市,士林區
Feature,50633.0,士林電機(中山德行路口),Point,"121.52462955443758, 25.105173448742452",121.52462955443758,25.10517344874245,台灣台北市士林區中山北路六段81號,台北市,士林區
Feature,1000964.0,士林監理站,Point,"121.51421076189996, 25.093005991645022",121.51421076189995,25.093005991645022,台灣台北市士林區通河東街二段70號後港公園,台北市,士林區
Feature,654.0,士林監理站,Point,"121.51406, 25.09515",121.51406000000001,25.09515,台灣台北市士林區士林監理站,台北市,士林區
Feature,3328.0,士林監理站,Point,"121.51462, 25.09512",121.51462,25.09512,台灣台北市士林區士林監理站,台北市,士林區
Feature,50639.0,士林簡易庭,Point,"121.5130535644179, 25.081963708332356",121.51305356441792,25.081963708332356,台灣台北市士林區重慶北路四段74號,台北市,士林區
Feature,591.0,士林簡易庭,Point,"121.51245230923764, 25.082055578051033",121.51245230923763,25.082055578051033,台灣台北市士林區台2乙線77a號,台北市,士林區
Feature,597.0,士商路,Point,"121.51989, 25.091",121.51988999999999,25.090999999999998,台灣台北市士林區士商路,台北市,士林區
Feature,16261.0,大同大學,Point,"121.52398778405997, 25.068578309175994",121.52398778405994,25.068578309175997,台灣台北市中山區中山北路三段181號,台北市,中山區
Feature,1170.0,大同大學,Point,"121.5223970117271, 25.067453323171005",121.52239701172708,25.067453323171005,台灣台北市中山區中山北路三段54號,台北市,中山區
Feature,1169.0,大同大學,Point,"121.52290588825572, 25.067761651316815",121.5229058882557,25.06776165131681,台灣台北市中山區中山北路三段53之1號,台北市,中山區
Feature,1000901.0,大同大學,Point,"121.52426356448997, 25.068343158508036",121.52426356448996,25.06834315850804,台灣台北市中山區民族東路22號,台北市,中山區
Feature,1001316.0,大同之家,Point,"121.52317, 25.146018",121.52317,25.146017999999998,台灣台北市北投區大同之家,台北市,北投區
Feature,20.0,大同之家,Point,"121.52295579726366, 25.145768146834524",121.52295579726366,25.14576814683452,台灣台北市北投區大同之家,台北市,北投區
Feature,1171.0,大同公司(晴光市場),Point,"121.52216206993995, 25.06438114071701",121.52216206993995,25.06438114071701,台灣台北市中山區大同公司(晴光市場),台北市,中山區
Feature,16264.0,大同公司(晴光市場),Point,"121.52247219758998, 25.064288703668016",121.52247219758999,25.064288703668016,台灣台北市中山區大同公司(晴光市場),台北市,中山區
Feature,1000894.0,大同分局,Point,"121.51466338276997, 25.06011011653703",121.51466338276995,25.060110116537032,台灣台北市大同區寧夏路115號,台北市,大同區
Feature,10205.0,大同國小,Point,"121.51853137508613, 25.06629810869054",121.51853137508611,25.06629810869054,台灣台北市大同區大同國小,台北市,大同區
Feature,1401.0,大同國小,Point,"121.51821802438369, 25.06523677622975",121.51821802438369,25.06523677622975,台灣台北市大同區承德路三段58號9號,台北市,大同區
Feature,5059.0,大同街口,Point,"121.49958074183365, 25.13871899994483",121.49958074183365,25.138718999944828,台灣台北市北投區永興路一段8號,台北市,北投區
Feature,21.0,大同街口,Point,"121.49982, 25.13694",121.49982,25.13694,台灣台北市北投區大業路27360號,台北市,北投區
Feature,5060.0,大同街口,Point,"121.4994850487432, 25.138840846221374",121.49948504874321,25.13884084622137,台灣台北市北投區永興路一段3號,台北市,北投區
Feature,6996.0,大安高工,Point,"121.54367794973996, 25.031974697263006",121.54367794973996,25.031974697263013,台灣台北市大安區復興南路二段31號,台北市,大安區
Feature,2183.0,大安高工,Point,"121.54334302446998, 25.03251206564002",121.54334302446999,25.03251206564002,台灣台北市大安區大安高工,台北市,大安區
Feature,1000449.0,大安健康服務中心,Point,"121.54321214555236, 25.022892556299727",121.54321214555237,25.02289255629973,台灣台北市大安區大安健康服務中心,台北市,大安區
Feature,1000447.0,大安健康服務中心,Point,"121.54349966136998, 25.022084556242984",121.54349966136999,25.022084556242987,台灣台北市大安區大安健康服務中心,台北市,大安區
Feature,2186.0,大安國中,Point,"121.54901691157495, 25.029648093115",121.54901691157495,25.029648093115,台灣台北市大安區大安國中,台北市,大安區
Feature,2185.0,大安國中,Point,"121.54839036948698, 25.031330957277387",121.54839036948698,25.03133095727739,台灣台北市大安區敦化南路二段48號,台北市,大安區
Feature,2188.0,大安國宅,Point,"121.53800596196997, 25.029775296008975",121.53800596196994,25.029775296008967,台灣台北市大安區大安國宅,台北市,大安區
Feature,2187.0,大安國宅,Point,"121.53744495700997, 25.02976278732896",121.53744495700994,25.029762787328963,台灣台北市大安區大安國宅,台北市,大安區
Feature,2190.0,大安森林公園,Point,"121.53605846041947, 25.025759626825614",121.53605846041948,25.02575962682561,台灣台北市大安區大安森林公園,台北市,大安區
Feature,2192.0,大安森林公園,Point,"121.53614686892644, 25.026032542948297",121.53614686892642,25.026032542948297,台灣台北市大安區大安森林公園,台北市,大安區
Feature,2271.0,大安運動中心,Point,"121.5458874672628, 25.020324056647738",121.5458874672628,25.020324056647734,台灣台北市大安區大安運動中心,台北市,大安區
Feature,1001309.0,大坑,Point,"121.65421510415997, 25.027504150617975",121.65421510415995,25.02750415061797,台灣台北市南港區舊莊街二段1號,台北市,南港區
Feature,1605.0,大坑,Point,"121.65421947717996, 25.027445669161995",121.65421947717995,25.027445669161995,台灣台北市南港區舊莊街二段1號,台北市,南港區
Feature,5019.0,大坑廟,Point,"121.53802248946997, 25.158714107833998",121.53802248946995,25.158714107834,台灣台北市北投區大坑廟,台北市,北投區
Feature,5018.0,大坑廟,Point,"121.53818143920998, 25.15877208507604",121.53818143920998,25.15877208507604,台灣台北市北投區大坑廟,台北市,北投區
Feature,2194.0,大我新舍,Point,"121.56299906580696, 25.01338770421216",121.56299906580696,25.01338770421216,台灣台北市大安區和平東路三段633號,台北市,大安區
Feature,2193.0,大我新舍,Point,"121.56288766673882, 25.013602757139356",121.56288766673882,25.01360275713936,台灣台北市大安區和平東路三段606號,台北市,大安區
Feature,1000905.0,大佳河濱公園,Point,"121.54383483742899, 25.073906668443946",121.543834837429,25.073906668443946,台灣台北市中山區大佳河濱公園,台北市,中山區
Feature,1000904.0,大佳河濱公園,Point,"121.5440860350478, 25.07391028936211",121.5440860350478,25.07391028936211,台灣台北市中山區大佳河濱公園,台北市,中山區
Feature,1173.0,大佳國小,Point,"121.53638894973997, 25.07244898110598",121.53638894973996,25.072448981105982,台灣台北市中山區大佳國小,台北市,中山區
Feature,1000931.0,大佳國小,Point,"121.53639233250998, 25.072666470502003",121.53639233250998,25.072666470502003,台灣台北市中山區大佳國小,台北市,中山區
Feature,9473.0,大坪尾,Point,"121.57237188473817, 25.123089642287503",121.57237188473816,25.123089642287503,台灣台北市士林區大坪尾,台北市,士林區
Feature,9474.0,大坪尾,Point,"121.57253984634156, 25.122925879740606",121.57253984634157,25.12292587974061,台灣台北市士林區大坪尾,台北市,士林區
Feature,9495.0,大坪尾一,Point,"121.57366, 25.122375",121.57366,25.122375,台灣台北市士林區大坪尾一,台北市,士林區
Feature,568.0,大坪尾一,Point,"121.57361311904997, 25.12219371890299",121.57361311904995,25.122193718902988,台灣台北市士林區大坪尾一,台北市,士林區
Feature,20271.0,大油坑,Point,"121.57583, 25.180748",121.57583000000001,25.180748,台灣台北市士林區台北市士林區,台北市,士林區
Feature,20332.0,大油坑,Point,"121.57579, 25.18082",121.57578999999998,25.18082,台灣台北市士林區台北市士林區,台北市,士林區
