121.418218,24.959306,台灣新北市土城區中央路四段100號,土城區,中央路
121.552335,25.063717,台灣台北市松山區敦化北路340-9號,松山區,敦化北路
121.543143,25.041797,台灣台北市大安區忠孝東路三段302號,大安區,忠孝東路
121.541949,25.033508,台灣台北市大安區信義路四段2號,大安區,信義路
121.555226,25.085174,台灣台北市中山區北安路809號,中山區,北安路
121.566647,25.082339,台灣台北市內湖區內湖路一段285號,內湖區,內湖路
121.57556,25.080152,台灣台北市內湖區內湖路一段661號,內湖區,內湖路
121.594266,25.083745,台灣台北市內湖區成功路四段186號,內湖區,成功路
121.608047,25.072638,台灣台北市內湖區康寧路三段51號,內湖區,康寧路
121.616936,25.055847,台灣台北市南港區南港路一段34號,南港區,南港路
121.540874,24.982754,台灣新北市新店區民權路27號,新店區,民權路
121.538896,25.001367,台灣台北市文山區羅斯福路五段236巷1弄240號,文山區,羅斯福路
121.528577,25.01962,台灣台北市中正區辛亥路一段43巷9號,中正區,辛亥路
121.522973,25.025976,台灣台北市中正區羅斯福路二段138號,中正區,羅斯福路
121.517764,25.033034,台灣台北市中正區羅斯福路一段6號,中正區,羅斯福路
121.509752,25.036434,台灣台北市中正區愛國西路110號,中正區,愛國西路
121.515414,25.012895,台灣新北市永和區永和路二段168號,永和區,永和路
121.508639,24.990016,台灣新北市中和區捷運路6號,中和區,捷運路
121.520588,25.057499,台灣台北市大同區民生西路47號,大同區,民生西路
121.519454,25.062641,台灣台北市中山區民權西路72號,中山區,民權西路
121.522636,25.102046,台灣台北市士林區福國路70號,士林區,福國路
121.519153,25.109298000000006,台灣台北市北投區明德路95號,北投區,明德路
121.515171,25.115007,台灣台北市北投區石牌路一段200號,北投區,石牌路
121.49824,25.132316,台灣台北市北投區光明路1號,北投區,光明路
121.485373,25.137665,台灣台北市北投區中央北路三段53巷10號,北投區,中央北路
121.473169,25.131056,台灣台北市北投區中央北路四段303號,北投區,中央北路
121.467215,25.125431,台灣台北市北投區大度路三段296巷51號,北投區,大度路
121.435254,24.966714,台灣新北市土城區中央路三段116巷9號,土城區,中央路
121.452581,24.998933,台灣新北市板橋區南雅南路二段17號,板橋區,南雅南路
121.459077,25.008486,台灣新北市板橋區縣民大道1段193號,板橋區,縣民大道
121.467457,25.023063,台灣新北市板橋區民生路三段2號,板橋區,民生路
121.523009,25.045097,台灣台北市中正區忠孝東路1段58號,中正區,忠孝東路
121.531829,25.042784,台灣台北市大安區新生南路一段67號,大安區,新生南路
121.550578,25.041642,台灣台北市大安區忠孝東路四段175-1號,大安區,忠孝東路
121.556663,25.041838,台灣台北市信義區忠孝東路四段400號,信義區,忠孝東路
121.565459,25.041408,台灣台北市信義區忠孝東路11號,信義區,忠孝東路
121.561671,25.033107,台灣台北市信義區信義路五段20號,信義區,信義路
121.534442,25.033693,台灣台北市大安區信義路三段100號,大安區,信義路
121.435264,25.032932,台灣新北市新莊區中正路510之1號,新莊區,中正路
121.452168,25.03615,台灣新北市新莊區中華路一段2號,新莊區,中華路
121.460303,25.039844,台灣新北市新莊區思源路20號,新莊區,思源路
121.490673,25.05971,台灣新北市三重區重新路三段121號,三重區,重新路
121.512319,25.06318,台灣台北市大同區民權西路223號,大同區,民權西路
121.533004,25.058316,台灣台北市中山區松江路220號,中山區,松江路
121.527994,25.034157,台灣台北市中正區信義路二段135號,中正區,信義路
121.464565,25.091463,台灣新北市蘆洲區三民路386號,蘆洲區,三民路
121.472542,25.085494,台灣新北市蘆洲區復興路121號,蘆洲區,復興路
121.47988,25.080303,台灣新北市蘆洲區中山一路3號,蘆洲區,中山一路
121.486398,25.076586,台灣新北市三重區三和路四段107號,三重區,三和路
121.411264,25.021864,台灣新北市新莊區中正路758號,新莊區,中正路
121.520303,25.052414,台灣台北市中山區南京西路16號,中山區,南京西路
121.507566,25.042137,台灣台北市中正區寶慶路32-1號,中正區,寶慶路
121.53238799999998,25.051842,台灣台北市中山區南京東路二段114號,中山區,南京東路
121.55153,25.051836,台灣台北市松山區南京東路4段10之1號,松山區,南京東路
121.563643,25.051517,台灣台北市松山區南京東路五段171號,松山區,南京東路
121.577022,25.050171,台灣台北市松山區八德路四段715號,松山區,八德路
121.52573999999998,24.990418,台灣新北市中和區成功路106號,中和區,成功路
