鄉鎮市區,土地移轉總面積平方公尺,都市土地使用分區,交易年月日,總樓層數,主要用途,主要建材,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,土地,建物,車位,轉移樓層,建物類型
士林區,14.12,住,1030115,14,住家用,鋼筋混凝土造,90.94,1,1,1,有,無,16920000,186057,0,0.0,0,9,1,0,11,住宅大樓
士林區,13.51,住,1030123,14,住家用,鋼筋混凝土造,105.76,1,1,1,有,無,17560000,185792,坡道機械,19.05,1450000,9,1,1,12,住宅大樓
士林區,14.17,住,1030119,14,住家用,鋼筋混凝土造,109.99,1,1,1,有,無,18260000,187596,坡道機械,19.05,1200000,9,1,1,13,住宅大樓
士林區,13.51,住,1030119,14,住家用,鋼筋混凝土造,105.76,1,1,1,有,無,17480000,184869,坡道機械,19.05,1450000,9,1,1,14,住宅大樓
士林區,5.69,住,1030118,14,住家用,鋼筋混凝土造,36.62,0,0,0,無,無,6100000,166576,0,0.0,0,9,1,0,2,住宅大樓
士林區,12.49,住,1030125,14,住家用,鋼筋混凝土造,80.47,2,1,1,有,無,13000000,161551,0,0.0,0,9,1,0,2,住宅大樓
士林區,12.45,住,1030122,14,住家用,鋼筋混凝土造,80.13,2,1,1,有,無,13210000,164857,0,0.0,0,9,1,0,3,住宅大樓
士林區,12.47,住,1030125,14,住家用,鋼筋混凝土造,117.78,1,1,1,有,無,16410000,181476,坡道平面,38.1,1950000,9,1,1,7,住宅大樓
士林區,13.28,住,1030124,14,住家用,鋼筋混凝土造,104.24,1,1,1,有,無,17630000,186994,坡道機械,19.05,1700000,9,1,1,10,住宅大樓
士林區,12.62,住,1030115,14,住家用,鋼筋混凝土造,100.0,1,1,1,有,無,16840000,187029,坡道機械,19.05,1700000,9,1,1,11,住宅大樓
士林區,13.33,住,1030121,14,住家用,鋼筋混凝土造,123.29,1,1,1,有,無,17880000,188755,坡道平面,38.1,1800000,9,1,1,12,住宅大樓
士林區,12.62,住,1030119,14,住家用,鋼筋混凝土造,100.0,1,1,1,有,無,16630000,190611,坡道機械,19.05,1200000,9,1,1,13,住宅大樓
士林區,13.28,住,1030119,14,住家用,鋼筋混凝土造,104.24,1,1,1,有,無,17840000,192393,坡道機械,19.05,1450000,9,1,1,14,住宅大樓
士林區,7.11,住,1030122,14,住家用,鋼筋混凝土造,45.82,0,0,0,無,無,7830000,170886,0,0.0,0,9,1,0,2,住宅大樓
士林區,5.66,住,1030115,14,住家用,鋼筋混凝土造,36.44,0,0,0,無,無,6170000,169319,0,0.0,0,9,1,0,3,住宅大樓
士林區,11.31,住,1030123,14,住家用,鋼筋混凝土造,72.8,1,1,1,有,無,12880000,176923,0,0.0,0,9,1,0,7,住宅大樓
士林區,11.35,住,1030123,14,住家用,鋼筋混凝土造,91.85,1,1,1,有,無,13880000,174176,坡道機械,19.05,1200000,9,1,1,8,住宅大樓
士林區,11.32,住,1030124,14,住家用,鋼筋混凝土造,72.83,1,1,1,有,無,13280000,182342,0,0.0,0,9,1,0,10,住宅大樓
士林區,11.32,住,1030122,14,住家用,鋼筋混凝土造,72.83,1,1,1,有,無,13280000,182342,0,0.0,0,9,1,0,11,住宅大樓
士林區,11.36,住,1030117,14,住家用,鋼筋混凝土造,91.88,1,1,1,有,無,14620000,184265,坡道機械,19.05,1200000,9,1,1,12,住宅大樓
士林區,11.36,住,1030123,14,住家用,鋼筋混凝土造,91.88,1,1,1,有,無,15000000,186050,坡道機械,19.05,1450000,9,1,1,13,住宅大樓
士林區,11.32,住,1030120,14,住家用,鋼筋混凝土造,72.83,1,1,1,有,無,13680000,187835,0,0.0,0,9,1,0,14,住宅大樓
士林區,5.64,住,1030125,14,住家用,鋼筋混凝土造,36.33,0,0,0,無,無,6040000,166254,0,0.0,0,9,1,0,2,住宅大樓
士林區,5.69,住,1030121,14,住家用,鋼筋混凝土造,36.62,0,0,0,無,無,6370000,173949,0,0.0,0,9,1,0,3,住宅大樓
士林區,13.06,住,1030125,14,住家用,鋼筋混凝土造,102.8,1,1,1,有,無,16520000,179940,坡道機械,19.05,1450000,9,1,1,7,住宅大樓
士林區,13.83,住,1030125,14,住家用,鋼筋混凝土造,107.76,1,1,1,有,無,17170000,177207,坡道機械,19.05,1450000,9,1,1,8,住宅大樓
士林區,13.83,住,1030122,14,住家用,鋼筋混凝土造,107.76,1,1,1,有,無,17240000,180814,坡道機械,19.05,1200000,9,1,1,10,住宅大樓
士林區,13.02,住,1030123,14,住家用,鋼筋混凝土造,83.8,1,1,1,有,無,15540000,185442,0,0.0,0,9,1,0,11,住宅大樓
士林區,13.78,住,1030126,14,住家用,鋼筋混凝土造,88.71,1,1,1,有,無,16600000,187127,0,0.0,0,9,1,0,12,住宅大樓
士林區,13.07,住,1030119,14,住家用,鋼筋混凝土造,102.85,1,1,1,有,無,17040000,189021,坡道機械,19.05,1200000,9,1,1,13,住宅大樓
士林區,13.83,住,1030115,14,住家用,鋼筋混凝土造,107.76,1,1,1,有,無,18220000,189043,坡道機械,19.05,1450000,9,1,1,14,住宅大樓
士林區,5.6,住,1030119,14,住家用,鋼筋混凝土造,36.09,0,0,0,無,無,6170000,170961,0,0.0,0,9,1,0,2,住宅大樓
士林區,5.64,住,1030125,14,住家用,鋼筋混凝土造,36.33,0,0,0,無,無,6320000,173961,0,0.0,0,9,1,0,3,住宅大樓
士林區,14.25,住,1030126,14,住家用,鋼筋混凝土造,110.52,1,1,1,有,無,18190000,183011,坡道機械,19.05,1450000,9,1,1,7,住宅大樓
士林區,13.54,住,1030115,14,住家用,鋼筋混凝土造,124.65,1,1,1,有,無,17980000,186944,坡道平面,38.1,1800000,9,1,1,8,住宅大樓
士林區,13.54,住,1030125,14,住家用,鋼筋混凝土造,124.65,1,1,1,有,無,18260000,188446,坡道平面,38.1,1950000,9,1,1,10,住宅大樓
士林區,14.3,住,1030124,14,住家用,鋼筋混凝土造,129.55,1,1,1,有,無,19380000,188409,坡道平面,38.1,2150000,9,1,1,11,住宅大樓
士林區,13.54,住,1030115,14,住家用,鋼筋混凝土造,124.65,1,1,1,有,無,18620000,190295,坡道平面,38.1,2150000,9,1,1,12,住宅大樓
士林區,14.3,住,1030118,14,住家用,鋼筋混凝土造,129.55,1,1,1,有,無,19710000,192017,坡道平面,38.1,2150000,9,1,1,13,住宅大樓
士林區,13.54,住,1030118,14,住家用,鋼筋混凝土造,124.65,1,1,1,有,無,18580000,193876,坡道平面,38.1,1800000,9,1,1,14,住宅大樓
士林區,5.02,住,1030116,14,住家用,鋼筋混凝土造,32.33,0,0,0,無,無,5630000,174142,0,0.0,0,9,1,0,3,住宅大樓
士林區,5.19,住,1030122,14,住家用,鋼筋混凝土造,33.47,0,0,0,無,無,5720000,170899,0,0.0,0,9,1,0,2,住宅大樓
士林區,11.55,住,1030119,14,住家用,鋼筋混凝土造,93.1,2,1,1,有,無,13410000,164889,坡道機械,19.05,1200000,9,1,1,3,住宅大樓
士林區,11.56,住,1030119,14,住家用,鋼筋混凝土造,74.4,2,1,1,有,無,12040000,161828,0,0.0,0,9,1,0,2,住宅大樓
中山區,11.64,商,1020728,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,24960000,245050,塔式車位,13.96,1570000,1,1,1,6,華廈
中山區,11.92,商,1020728,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,23970000,229838,塔式車位,13.96,1570000,1,1,1,5,華廈
中山區,8.58,商,1020728,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17770000,243389,塔式車位,13.96,1570000,1,1,1,7,華廈
中山區,8.58,商,1020802,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,16100000,220853,塔式車位,13.96,1400000,1,1,1,2,華廈
中山區,8.58,商,1020805,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17210000,237530,塔式車位,13.96,1400000,1,1,1,5,華廈
中山區,8.58,商,1020819,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,15900000,217849,塔式車位,13.96,1400000,1,1,1,2,華廈
中山區,11.64,商,1020830,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,24000000,235202,塔式車位,13.96,1550000,1,1,1,3,華廈
中山區,8.58,商,1020819,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17880000,247596,塔式車位,13.96,1400000,1,1,1,6,華廈
中山區,8.58,商,1020821,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17200000,237380,塔式車位,13.96,1400000,1,1,1,3,華廈
中山區,8.58,商,1020822,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17200000,237380,塔式車位,13.96,1400000,1,1,1,3,華廈
中山區,11.92,商,1020819,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,22800000,219577,塔式車位,13.96,1400000,1,1,1,2,華廈
中山區,11.92,商,1020827,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,25680000,249128,塔式車位,13.96,1400000,1,1,1,7,華廈
中山區,16.2,商,1020827,10,住家用,鋼筋混凝土造,153.12,2,1,2,有,無,37800000,276358,塔式車位,27.92,3200000,1,1,2,9,華廈
中山區,8.58,商,1020826,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17850000,247145,塔式車位,13.96,1400000,1,1,1,5,華廈
中山區,8.58,商,1020829,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17800000,246394,塔式車位,13.96,1400000,1,1,1,4,華廈
中山區,8.58,商,1020908,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,18280000,253606,塔式車位,13.96,1400000,1,1,1,7,華廈
中山區,8.58,商,1020911,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,17800000,243389,塔式車位,13.96,1600000,1,1,1,4,華廈
中山區,7.29,商,1020911,10,住家用,鋼筋混凝土造,70.99,1,0,1,有,無,16800000,270033,塔式車位,13.96,1400000,1,1,1,8,華廈
中山區,8.58,商,1020914,10,住家用,鋼筋混凝土造,80.52,1,0,1,有,無,18400000,253155,塔式車位,13.96,1550000,1,1,1,6,華廈
中山區,11.64,商,1020927,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,23400000,230487,塔式車位,13.96,1400000,1,1,1,2,華廈
中山區,11.64,商,1021004,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,25400000,251441,塔式車位,13.96,1400000,1,1,1,5,華廈
中山區,11.92,商,1021019,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,24720000,239278,塔式車位,13.96,1400000,1,1,1,3,華廈
中山區,7.29,商,1021108,10,住家用,鋼筋混凝土造,70.99,1,0,1,有,無,16500000,264773,塔式車位,13.96,1400000,1,1,1,8,華廈
中山區,11.92,商,1021113,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,25000000,242151,塔式車位,13.96,1400000,1,1,1,6,華廈
中山區,11.64,商,1021119,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,24500000,242012,塔式車位,13.96,1400000,1,1,1,4,華廈
中山區,11.92,商,1021116,10,住家用,鋼筋混凝土造,111.42,1,1,1,有,無,24200000,233942,塔式車位,13.96,1400000,1,1,1,4,華廈
中山區,11.64,商,1021113,10,住家用,鋼筋混凝土造,109.25,1,1,1,有,無,25400000,254486,塔式車位,13.96,1150000,1,1,1,8,華廈
中山區,11.92,商,1021205,10,住家用,鋼筋混凝土造,111.26,1,1,1,有,無,25750000,248715,塔式車位,13.96,1550000,1,1,1,8,華廈
中山區,11.64,商,1021230,10,住家用,鋼筋混凝土造,109.41,1,1,1,有,無,25650000,254060,塔式車位,13.96,1400000,1,1,1,7,華廈
信義區,10.88,住,1010618,11,住家用,混凝土造,64.66,1,2,1,有,無,11650000,180173,0,0.0,0,1,1,0,1,住宅大樓
信義區,11.62,住,1010619,11,住家用,混凝土造,69.06,1,2,1,有,無,12560000,181871,0,0.0,0,1,1,0,1,住宅大樓
信義區,11.62,住,1010704,11,住家用,混凝土造,69.06,1,2,1,有,無,12450000,180278,0,0.0,0,1,1,0,1,住宅大樓
信義區,8.72,住,1010708,11,住家用,混凝土造,51.81,1,2,1,有,無,10360000,199961,0,0.0,0,1,1,0,1,住宅大樓
信義區,10.82,住,1010619,11,住家用,混凝土造,64.3,1,2,1,有,無,11700000,181960,0,0.0,0,1,1,0,5,住宅大樓
信義區,10.82,住,1010701,11,住家用,混凝土造,64.3,1,2,1,有,無,12150000,188958,0,0.0,0,1,1,0,4,住宅大樓
信義區,12.78,住,1010819,11,住家用,混凝土造,75.91,1,2,1,有,無,13980000,184165,0,0.0,0,1,1,0,2,住宅大樓
信義區,12.78,住,1010908,11,住家用,混凝土造,75.91,1,2,1,有,無,14700000,193650,0,0.0,0,1,1,0,6,住宅大樓
信義區,10.82,住,1010922,11,住家用,混凝土造,64.3,1,2,1,有,無,12700000,197512,0,0.0,0,1,1,0,6,住宅大樓
信義區,10.82,住,1010619,11,住家用,混凝土造,64.3,1,2,1,有,無,11900000,185070,0,0.0,0,1,1,0,3,住宅大樓
信義區,12.77,住,1011002,11,住家用,混凝土造,75.87,1,2,1,有,無,14820000,195334,0,0.0,0,1,1,0,8,住宅大樓
信義區,10.82,住,1011029,11,住家用,混凝土造,64.3,1,2,1,有,無,11950000,185848,0,0.0,0,1,1,0,7,住宅大樓
信義區,13.99,住,1020306,11,住家用,混凝土造,83.1,1,2,1,有,無,15220000,183153,0,0.0,0,1,1,0,6,住宅大樓
信義區,12.77,住,1010816,11,住家用,混凝土造,75.87,1,2,1,有,無,14780000,194807,0,0.0,0,1,1,0,6,住宅大樓
信義區,10.82,住,1011029,11,住家用,混凝土造,64.3,1,2,1,有,無,12280000,190980,0,0.0,0,1,1,0,8,住宅大樓
信義區,13.82,住,1020305,11,住家用,混凝土造,82.07,1,2,1,有,無,15600000,190082,0,0.0,0,1,1,0,7,住宅大樓
信義區,10.82,住,1011104,11,住家用,混凝土造,64.3,1,2,1,有,無,12850000,199844,0,0.0,0,1,1,0,9,住宅大樓
信義區,12.77,住,1020207,11,住家用,混凝土造,75.87,1,2,1,有,無,15500000,204297,0,0.0,0,1,1,0,10,住宅大樓
信義區,12.94,住,1020314,11,住家用,混凝土造,76.9,1,2,1,有,無,13980000,181795,0,0.0,0,1,1,0,5,住宅大樓
信義區,13.82,住,1020128,11,住家用,混凝土造,82.11,1,2,1,有,無,15550000,189380,0,0.0,0,1,1,0,7,住宅大樓
信義區,10.82,住,1011221,11,住家用,混凝土造,64.3,1,2,1,有,無,13200000,205288,0,0.0,0,1,1,0,10,住宅大樓
中正區,17.04,商,1030305,19,住家用,鋼筋混凝土造,250.89,4,2,2,有,無,57580000,247202,坡道平面,28.4,2580000,22,1,1,8,住宅大樓
中正區,11.63,商,1020925,19,住家用,鋼筋混凝土造,179.71,3,2,2,有,無,46200000,290133,坡道平面,28.4,2300000,22,1,1,18,住宅大樓
中正區,3.41,商,1021118,19,住家用,鋼筋混凝土造,44.83,1,0,1,有,無,12360000,275708,0,0.0,0,22,1,0,2,住宅大樓
中正區,13.37,商,1021018,19,住家用,鋼筋混凝土造,206.89,3,2,2,有,無,46100000,250732,坡道平面,32.6,2400000,22,1,1,3,住宅大樓
中正區,13.37,商,1021214,19,住家用,鋼筋混凝土造,202.69,3,2,2,有,無,43700000,235240,坡道平面,28.4,2700000,22,1,1,4,住宅大樓
中正區,13.37,商,1020622,19,住家用,鋼筋混凝土造,206.89,3,2,2,有,無,46500000,252166,坡道平面,32.6,2550000,22,1,1,5,住宅大樓
中正區,13.37,商,1020812,19,住家用,鋼筋混凝土造,202.69,3,2,2,有,無,48580000,265534,坡道平面,28.4,2300000,22,1,1,14,住宅大樓
中正區,13.11,商,1021015,19,住家用,鋼筋混凝土造,203.45,3,2,2,有,無,53000000,294996,坡道平面,32.6,2600000,22,1,1,17,住宅大樓
中正區,8.13,商,1021021,19,住家用,鋼筋混凝土造,138.04,2,2,1,有,無,29100000,254173,坡道平面,32.6,2300000,22,1,1,3,住宅大樓
中正區,4.4,商,1030228,19,住家用,鋼筋混凝土造,57.78,1,1,1,有,無,14000000,242298,0,0.0,0,22,1,0,5,住宅大樓
中正區,12.93,商,1020811,19,住家用,鋼筋混凝土造,201.9,3,2,2,有,無,43780000,243237,坡道平面,32.6,2600000,22,1,1,7,住宅大樓
中正區,12.93,商,1020624,19,住家用,鋼筋混凝土造,201.9,3,2,2,有,無,45880000,255641,坡道平面,32.6,2600000,22,1,1,8,住宅大樓
中正區,12.93,商,1020620,19,住家用,鋼筋混凝土造,201.9,3,2,2,有,無,47450000,264914,坡道平面,32.6,2600000,22,1,1,11,住宅大樓
中正區,12.93,商,1021201,19,住家用,鋼筋混凝土造,201.9,3,2,2,有,無,47500000,265800,坡道平面,32.6,2500000,22,1,1,12,住宅大樓
中正區,12.93,商,1020708,19,住家用,鋼筋混凝土造,201.9,3,2,2,有,無,50190000,282280,坡道平面,32.6,2400000,22,1,1,13,住宅大樓
中正區,12.93,商,1021205,19,住家用,鋼筋混凝土造,196.89,3,2,2,有,無,47300000,267078,坡道平面,28.4,2300000,22,1,1,14,住宅大樓
中正區,17.04,商,1020925,19,住家用,鋼筋混凝土造,255.06,4,2,2,有,無,60500000,259372,坡道平面,32.6,2800000,22,1,1,10,住宅大樓
中正區,14.37,商,1020714,19,住家用,鋼筋混凝土造,220.0,4,2,2,有,無,57700000,294023,坡道平面,32.6,2600000,22,1,1,15,住宅大樓
中正區,13.33,商,1021122,19,住家用,鋼筋混凝土造,202.07,3,2,2,有,無,49050000,266310,坡道平面,28.4,2800000,22,1,1,17,住宅大樓
中山區,22.02,商,1030627,7,住家用,鋼筋混凝土造,97.45,1,1,1,有,無,21200000,217547,0,0.0,0,1,1,0,3,華廈
中山區,22.86,商,1030712,7,住家用,鋼筋混凝土造,98.94,1,1,1,有,無,23500000,237518,0,0.0,0,1,1,0,5,華廈
中山區,22.02,商,1030712,7,住家用,鋼筋混凝土造,97.45,1,1,1,有,無,22000000,225757,0,0.0,0,1,1,0,5,華廈
萬華區,22.09,住,1030221,12,住家用,鋼筋混凝土造,181.07,3,2,2,有,無,24300000,162158,坡道平面,41.7,1700000,26,1,1,2,住宅大樓
萬華區,17.18,住,1030215,12,住家用,鋼筋混凝土造,150.03,2,2,2,有,無,20200000,169851,坡道平面,41.7,1800000,26,1,1,7,住宅大樓
萬華區,17.18,住,1030206,12,住家用,鋼筋混凝土造,150.03,2,2,2,有,無,20400000,171698,坡道平面,41.7,1800000,26,1,1,8,住宅大樓
萬華區,17.18,住,1030609,12,住家用,鋼筋混凝土造,150.03,2,2,2,有,無,21700000,183698,坡道平面,41.7,1800000,26,1,1,11,住宅大樓
文山區,33.06,住,1021127,15,住家用,鋼筋混凝土造,329.25,4,2,2,有,無,58600000,213484,坡道平面,77.24,4800000,1,1,2,1,住宅大樓
文山區,14.87,住,1021114,15,住家用,鋼筋混凝土造,152.76,2,2,1,有,無,21110000,168302,坡道平面,38.62,1900000,1,1,1,2,住宅大樓
文山區,14.61,住,1021120,15,住家用,鋼筋混凝土造,105.91,2,2,1,有,無,19220000,181475,0,0.0,0,1,1,0,3,住宅大樓
文山區,14.87,住,1020814,15,住家用,鋼筋混凝土造,151.91,2,2,1,有,無,21500000,172125,坡道平面,38.62,2000000,1,1,1,5,住宅大樓
文山區,14.87,住,1020827,15,住家用,鋼筋混凝土造,151.91,2,2,1,有,無,22300000,175655,坡道平面,38.62,2400000,1,1,1,6,住宅大樓
文山區,14.87,住,1020525,15,住家用,鋼筋混凝土造,151.91,2,2,1,有,無,22000000,178303,坡道平面,38.62,1800000,1,1,1,9,住宅大樓
文山區,27.68,住,1021011,15,住家用,鋼筋混凝土造,246.37,3,2,2,有,無,39400000,180987,坡道平面,38.62,1800000,1,1,1,9,住宅大樓
文山區,27.68,住,1020911,15,住家用,鋼筋混凝土造,246.37,3,2,2,有,無,39700000,183394,坡道平面,38.62,1600000,1,1,1,10,住宅大樓
文山區,27.42,住,1021207,15,住家用,鋼筋混凝土造,243.23,3,2,2,有,無,39650000,182656,坡道平面,38.2,2200000,1,1,1,3,住宅大樓
文山區,27.42,住,1020826,15,住家用,鋼筋混凝土造,243.65,3,2,2,有,無,38500000,178998,坡道平面,38.62,1800000,1,1,1,5,住宅大樓
文山區,27.42,住,1020223,15,住家用,鋼筋混凝土造,243.65,3,2,2,有,無,39330000,183046,坡道平面,38.62,1800000,1,1,1,9,住宅大樓
文山區,27.42,住,1030217,15,住家用,鋼筋混凝土造,243.65,3,2,2,有,無,37280000,173048,坡道平面,38.62,1800000,1,1,1,10,住宅大樓
文山區,15.38,住,1020421,15,住家用,鋼筋混凝土造,156.06,2,2,1,有,無,22474000,170078,坡道平面,38.62,2500000,1,1,1,4,住宅大樓
文山區,15.12,住,1030307,15,住家用,鋼筋混凝土造,110.06,2,2,1,有,無,19520000,177358,0,0.0,0,1,1,0,5,住宅大樓
文山區,15.38,住,1030221,15,住家用,鋼筋混凝土造,156.06,2,2,1,有,無,21250000,167319,坡道平面,38.62,1600000,1,1,1,6,住宅大樓
文山區,15.38,住,1030322,15,住家用,鋼筋混凝土造,156.06,2,2,1,有,無,21370000,166638,坡道平面,38.62,1800000,1,1,1,8,住宅大樓
文山區,15.38,住,1030213,15,住家用,鋼筋混凝土造,156.06,2,2,1,有,無,21520000,168767,坡道平面,38.62,1700000,1,1,1,10,住宅大樓
文山區,15.38,住,1020826,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,22180000,176176,坡道平面,38.62,1800000,1,1,1,4,住宅大樓
文山區,15.38,住,1020207,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,21900000,172026,坡道平面,38.62,2000000,1,1,1,8,住宅大樓
文山區,15.38,住,1020514,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,21170000,168309,坡道平面,38.62,1700000,1,1,1,10,住宅大樓
文山區,15.38,住,1020423,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,22800000,176349,坡道平面,38.62,2400000,1,1,1,11,住宅大樓
文山區,15.38,住,1020510,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,23370000,184734,坡道平面,38.62,2000000,1,1,1,12,住宅大樓
文山區,15.38,住,1020706,15,住家用,鋼筋混凝土造,154.3,2,2,1,有,無,23500000,186722,坡道平面,38.62,1900000,1,1,1,13,住宅大樓
文山區,29.73,住,1020423,15,住家用,鋼筋混凝土造,255.54,3,2,2,有,無,41000000,177946,坡道平面,38.62,2400000,1,1,1,9,住宅大樓
文山區,29.73,住,1020519,15,住家用,鋼筋混凝土造,255.54,3,2,2,有,無,41300000,178407,坡道平面,38.62,2600000,1,1,1,10,住宅大樓
文山區,29.73,住,1020429,15,住家用,鋼筋混凝土造,228.34,3,2,2,有,無,41800000,206620,坡道平面,38.62,2600000,1,1,1,11,住宅大樓
文山區,21.02,住,1020814,15,住家用,鋼筋混凝土造,195.8,3,2,2,有,無,30500000,178776,坡道平面,38.62,2400000,1,1,1,2,住宅大樓
文山區,21.79,住,1020407,15,住家用,鋼筋混凝土造,199.0,3,2,2,有,無,31000000,178950,坡道平面,38.62,2300000,1,1,1,10,住宅大樓
文山區,21.79,住,1020207,15,住家用,鋼筋混凝土造,199.0,3,2,2,有,無,29000000,168974,坡道平面,38.62,1900000,1,1,1,11,住宅大樓
文山區,30.24,住,1020505,15,住家用,鋼筋混凝土造,259.9,3,2,2,有,無,42000000,182574,坡道平面,38.62,1600000,1,1,1,2,住宅大樓
文山區,31.01,住,1020202,15,住家用,鋼筋混凝土造,265.27,3,2,2,有,無,43500000,182219,坡道平面,38.62,2200000,1,1,1,9,住宅大樓
信義區,12.94,住,1010801,11,住家用,混凝土造,100.49,1,2,1,有,無,16680000,188296,升降平面,23.59,2200000,1,1,1,3,住宅大樓
信義區,12.77,住,1010819,11,住家用,混凝土造,91.86,1,2,1,有,無,15900000,177936,升降機械,15.99,2400000,1,1,1,2,住宅大樓
信義區,36.44,住,1020119,11,住家用,混凝土造,239.55,2,2,1,有,無,45580000,201565,升降平面,23.59,2050000,1,1,1,11,住宅大樓
信義區,13.82,住,1020430,11,住家用,混凝土造,105.7,1,2,1,有,無,19400000,203386,升降平面,23.59,2700000,1,1,1,9,住宅大樓
信義區,13.99,住,1020519,11,住家用,混凝土造,106.71,1,2,1,有,無,18700000,192493,升降平面,23.59,2700000,1,1,1,8,住宅大樓
信義區,13.82,住,1020412,11,住家用,混凝土造,105.7,1,2,1,有,無,17900000,188771,升降平面,23.59,2400000,1,1,1,5,住宅大樓
信義區,12.78,住,1011208,11,住家用,混凝土造,91.9,1,2,1,有,無,15980000,181531,升降機械,15.99,2200000,1,1,1,4,住宅大樓
信義區,13.99,住,1011216,11,住家用,混凝土造,106.7,1,2,1,有,無,19100000,203345,升降平面,23.59,2200000,1,1,1,10,住宅大樓
信義區,12.78,住,1011221,11,住家用,混凝土造,99.5,1,2,1,有,無,18180000,206560,升降平面,23.59,2500000,1,1,1,10,住宅大樓
信義區,12.77,住,1011230,11,住家用,混凝土造,99.46,1,2,1,有,無,16300000,183208,升降平面,23.59,2400000,1,1,1,4,住宅大樓
信義區,13.99,住,1011228,11,住家用,混凝土造,106.69,1,2,1,有,無,16700000,172082,升降平面,23.59,2400000,1,1,1,2,住宅大樓
信義區,13.99,住,1020525,11,住家用,混凝土造,83.12,1,2,1,有,無,13780000,165784,0,0.0,0,1,1,0,2,住宅大樓
信義區,10.88,住,1010708,11,住家用,混凝土造,88.25,1,2,1,有,無,16320000,215280,升降機械,23.59,2400000,1,1,1,1,住宅大樓
信義區,12.78,住,1020428,11,住家用,混凝土造,75.91,1,2,1,有,無,14500000,191016,0,0.0,0,1,1,0,8,住宅大樓
信義區,13.99,住,1020403,11,住家用,混凝土造,83.12,1,2,1,有,無,15500000,186477,0,0.0,0,1,1,0,6,住宅大樓
信義區,12.94,住,1011111,11,住家用,混凝土造,76.9,1,2,1,有,無,14400000,187256,0,0.0,0,1,1,0,3,住宅大樓
中山區,6.87,商,1030820,14,商業用,鋼筋混凝土造,64.17,0,0,1,有,無,17000000,264921,0,0.0,0,1,1,0,9,辦公商業大樓
士林區,22.38,住,1020422,14,住家用,鋼筋混凝土造,152.35,3,2,2,有,無,36680000,240761,坡道平面,0.11,0,3,1,1,8,住宅大樓
士林區,22.38,住,1020512,14,住家用,鋼筋混凝土造,152.34,3,2,2,有,無,34360000,225548,坡道平面,0.11,0,3,1,1,4,住宅大樓
士林區,22.38,住,1020528,14,住家用,鋼筋混凝土造,152.35,3,2,2,有,無,36000000,236298,坡道平面,0.11,0,3,1,1,7,住宅大樓
士林區,22.38,住,1020607,14,住家用,鋼筋混凝土造,152.35,3,2,2,有,無,37000000,242862,坡道平面,0.22,0,3,1,2,5,住宅大樓
士林區,22.38,住,1020626,14,住家用,鋼筋混凝土造,152.34,3,2,2,有,無,35460000,232769,坡道平面,0.11,0,3,1,1,6,住宅大樓
士林區,22.38,住,1020807,14,住家用,鋼筋混凝土造,152.34,3,2,2,有,無,32580000,213864,坡道平面,0.11,0,3,1,1,3,住宅大樓
士林區,43.11,住,1020814,14,住家用,鋼筋混凝土造,284.47,4,2,4,有,無,83650000,294056,坡道平面,0.33,0,3,1,3,14,住宅大樓
士林區,22.38,住,1020818,14,住家用,鋼筋混凝土造,152.35,3,2,2,有,無,35750000,234657,坡道平面,0.11,0,3,1,1,6,住宅大樓
士林區,22.38,住,1020912,14,住家用,鋼筋混凝土造,152.34,3,2,2,有,無,36500000,239596,坡道平面,0.11,0,3,1,1,8,住宅大樓
士林區,22.38,住,1020918,14,住家用,鋼筋混凝土造,152.35,3,2,2,有,無,35000000,229734,坡道平面,0.11,0,3,1,1,4,住宅大樓
