年月底別,行政區,土地面積[平方公里],里數[里],鄰數[鄰],戶數[戶],人口數/總計[人],人口數/男[人],人口數/女[人],性比例[男/百女],戶量[人/戶],人口密度[人/平方公里]
106年1月,大安區,11.3614,53,1023,120529,311404,145556,165848,87.76,2.58,27409
106年1月,中山區,13.6821,42,868,99650,231332,107864,123468,87.36,2.32,16908
106年1月,中正區,7.6071,31,580,65013,160484,76628,83856,91.38,2.47,21097
106年1月,大同區,5.6815,25,522,51564,129943,63417,66526,95.33,2.52,22871
106年1月,萬華區,8.8522,36,723,78519,193415,95146,98269,96.82,2.46,21849
106年1月,文山區,31.509,43,997,105011,275233,132156,143077,92.37,2.62,8735
106年1月,南港區,21.8424,20,452,46800,122444,59881,62563,95.71,2.62,5606
106年1月,內湖區,31.5787,39,905,107228,287861,137697,150164,91.7,2.68,9116
106年1月,士林區,62.3682,51,995,106819,289916,139972,149944,93.35,2.71,4648
106年1月,北投區,56.8216,42,826,96433,257384,124189,133195,93.24,2.67,4530
106年2月,總計,271.7997,456,9556,1047528,2694195,1288568,1405627,91.67,2.57,9912
106年2月,松山區,9.2878,33,760,80322,208250,97892,110358,88.7,2.59,22422
106年2月,信義區,11.2077,41,904,89462,227353,108696,118657,91.61,2.54,20285
106年2月,大安區,11.3614,53,1023,120506,311213,145496,165717,87.8,2.58,27392
106年2月,中山區,13.6821,42,868,99661,231263,107826,123437,87.35,2.32,16903
106年2月,中正區,7.6071,31,580,65078,160609,76678,83931,91.36,2.47,21113
106年2月,大同區,5.6815,25,522,51601,129885,63381,66504,95.3,2.52,22861
106年2月,萬華區,8.8522,36,723,78532,193207,94993,98214,96.72,2.46,21826
106年2月,文山區,31.509,43,997,105024,275143,132095,143048,92.34,2.62,8732
106年2月,南港區,21.8424,20,452,46809,122415,59887,62528,95.78,2.62,5604
106年2月,內湖區,31.5787,39,905,107226,287741,137599,150142,91.65,2.68,9112
106年2月,士林區,62.3682,51,995,106849,289851,139903,149948,93.3,2.71,4647
106年2月,北投區,56.8216,42,827,96458,257265,124122,133143,93.22,2.67,4528
106年3月,總計,271.7997,456,9557,1048003,2693313,1287959,1405354,91.65,2.57,9909
106年3月,松山區,9.2878,33,760,80369,208142,97829,110313,88.68,2.59,22410
106年3月,信義區,11.2077,41,904,89429,227044,108526,118518,91.57,2.54,20258
106年3月,大安區,11.3614,53,1023,120550,311360,145578,165782,87.81,2.58,27405
106年3月,中山區,13.6821,42,869,99711,231194,107832,123362,87.41,2.32,16898
106年3月,中正區,7.6071,31,580,65142,160724,76741,83983,91.38,2.47,21128
106年3月,大同區,5.6815,25,522,51672,129827,63317,66510,95.2,2.51,22851
106年3月,萬華區,8.8522,36,723,78561,193036,94882,98154,96.67,2.46,21807
106年3月,文山區,31.509,43,997,105103,275058,132060,142998,92.35,2.62,8730
106年3月,南港區,21.8424,20,452,46793,122322,59811,62511,95.68,2.61,5600
106年3月,內湖區,31.5787,39,905,107336,287770,137576,150194,91.6,2.68,9113
106年3月,士林區,62.3682,51,995,106859,289729,139794,149935,93.24,2.71,4645
106年3月,北投區,56.8216,42,827,96478,257107,124013,133094,93.18,2.66,4525
106年4月,總計,271.7997,456,9557,1048379,2692118,1287277,1404841,91.63,2.57,9905
106年4月,松山區,9.2878,33,760,80441,208152,97811,110341,88.64,2.59,22411
106年4月,信義區,11.2077,41,904,89420,226823,108424,118399,91.58,2.54,20238
106年4月,大安區,11.3614,53,1023,120543,311185,145500,165685,87.82,2.58,27390
106年4月,中山區,13.6821,42,869,99751,231139,107768,123371,87.35,2.32,16894
106年4月,中正區,7.6071,31,580,65177,160789,76733,84056,91.29,2.47,21137
106年4月,大同區,5.6815,25,522,51687,129761,63298,66463,95.24,2.51,22839
106年4月,萬華區,8.8522,36,723,78581,192817,94770,98047,96.66,2.45,21782
106年4月,文山區,31.509,43,997,105137,274910,132013,142897,92.38,2.61,8725
106年4月,南港區,21.8424,20,452,46814,122268,59790,62478,95.7,2.61,5598
106年4月,內湖區,31.5787,39,905,107398,287760,137591,150169,91.62,2.68,9112
106年4月,士林區,62.3682,51,995,106882,289482,139620,149862,93.17,2.71,4641
106年4月,北投區,56.8216,42,827,96548,257032,123959,133073,93.15,2.66,4523
106年5月,總計,271.7997,456,9558,1049017,2690813,1286421,1404392,91.6,2.57,9900
106年5月,松山區,9.2878,33,760,80479,208017,97731,110286,88.62,2.58,22397
106年5月,信義區,11.2077,41,904,89416,226612,108286,118326,91.51,2.53,20219
106年5月,大安區,11.3614,53,1023,120628,311147,145461,165686,87.79,2.58,27386
106年5月,中山區,13.6821,42,869,99855,231068,107678,123390,87.27,2.31,16888
106年5月,中正區,7.6071,31,580,65210,160703,76706,83997,91.32,2.46,21125
106年5月,大同區,5.6815,25,522,51724,129738,63295,66443,95.26,2.51,22835
106年5月,萬華區,8.8522,36,723,78627,192656,94671,97985,96.62,2.45,21764
106年5月,文山區,31.509,43,998,105178,274800,131924,142876,92.33,2.61,8721
106年5月,南港區,21.8424,20,452,46850,122200,59769,62431,95.74,2.61,5595
106年5月,內湖區,31.5787,39,905,107522,287837,137597,150240,91.58,2.68,9115
106年5月,士林區,62.3682,51,995,106923,289279,139491,149788,93.13,2.71,4638
106年5月,北投區,56.8216,42,827,96605,256756,123812,132944,93.13,2.66,4519
106年6月,總計,271.7997,456,9559,1049354,2689845,1285810,1404035,91.58,2.56,9896
106年6月,松山區,9.2878,33,760,80532,207957,97662,110295,88.55,2.58,22390
106年6月,信義區,11.2077,41,904,89384,226379,108164,118215,91.5,2.53,20199
106年6月,大安區,11.3614,53,1023,120678,311124,145416,165708,87.75,2.58,27384
106年6月,中山區,13.6821,42,869,99962,231068,107652,123416,87.23,2.31,16888
106年6月,中正區,7.6071,31,580,65217,160644,76720,83924,91.42,2.46,21118
106年6月,大同區,5.6815,25,521,51728,129667,63216,66451,95.13,2.51,22823
106年6月,萬華區,8.8522,36,723,78587,192442,94577,97865,96.64,2.45,21739
106年6月,文山區,31.509,43,1000,105178,274689,131863,142826,92.32,2.61,8718
106年6月,南港區,21.8424,20,452,46898,122214,59763,62451,95.7,2.61,5595
106年6月,內湖區,31.5787,39,905,107602,287746,137531,150215,91.56,2.67,9112
106年6月,士林區,62.3682,51,995,106945,289149,139432,149717,93.13,2.7,4636
106年6月,北投區,56.8216,42,827,96643,256766,123814,132952,93.13,2.66,4519
106年7月,總計,271.7997,456,9561,1049309,2687629,1284637,1402992,91.56,2.56,9888
106年7月,松山區,9.2878,33,760,80464,207640,97489,110151,88.5,2.58,22356
106年7月,信義區,11.2077,41,904,89351,226162,108025,118137,91.44,2.53,20179
106年7月,大安區,11.3614,53,1023,120670,310811,145279,165532,87.76,2.58,27357
106年7月,中山區,13.6821,42,869,99994,230951,107531,123420,87.13,2.31,16880
106年7月,中正區,7.6071,31,580,65235,160409,76613,83796,91.43,2.46,21087
106年7月,大同區,5.6815,25,521,51660,129420,63092,66328,95.12,2.51,22779
106年7月,萬華區,8.8522,36,723,78587,192349,94536,97813,96.65,2.45,21729
106年7月,文山區,31.509,43,1002,105181,274553,131782,142771,92.3,2.61,8713
106年7月,南港區,21.8424,20,452,46926,122197,59764,62433,95.73,2.6,5594
106年7月,內湖區,31.5787,39,905,107611,287592,137433,150159,91.52,2.67,9107
106年7月,士林區,62.3682,51,995,107013,288991,139417,149574,93.21,2.7,4634
106年7月,北投區,56.8216,42,827,96617,256554,123676,132878,93.07,2.66,4515
106年8月,總計,271.7997,456,9561,1049953,2685202,1283373,1401829,91.55,2.56,9879
106年8月,松山區,9.2878,33,760,80445,207194,97268,109926,88.48,2.58,22308
106年8月,信義區,11.2077,41,904,89419,226046,107928,118118,91.37,2.53,20169
106年8月,大安區,11.3614,53,1023,120633,310302,145030,165272,87.75,2.57,27312
106年8月,中山區,13.6821,42,869,100180,230881,107486,123395,87.11,2.3,16875
106年8月,中正區,7.6071,31,580,65217,160138,76461,83677,91.38,2.46,21051
106年8月,大同區,5.6815,25,521,51698,129306,63056,66250,95.18,2.5,22759
106年8月,萬華區,8.8522,36,723,78655,192150,94435,97715,96.64,2.44,21706
106年8月,文山區,31.509,43,1002,105257,274312,131683,142629,92.33,2.61,8706
106年8月,南港區,21.8424,20,452,46988,122177,59741,62436,95.68,2.6,5594
106年8月,內湖區,31.5787,39,905,107707,287496,137368,150128,91.5,2.67,9104
106年8月,士林區,62.3682,51,995,107067,288704,139306,149398,93.24,2.7,4629
106年8月,北投區,56.8216,42,827,96687,256496,123611,132885,93.02,2.65,4514
106年9月,總計,271.7997,456,9561,1050873,2682893,1282133,1400760,91.53,2.55,9871
106年9月,松山區,9.2878,33,760,80435,206829,97082,109747,88.46,2.57,22269
106年9月,信義區,11.2077,41,904,89538,225870,107840,118030,91.37,2.52,20153
106年9月,大安區,11.3614,53,1023,120755,309948,144813,165135,87.69,2.57,27281
106年9月,中山區,13.6821,42,869,100330,230812,107397,123415,87.02,2.3,16870
106年9月,中正區,7.6071,31,580,65166,159617,76215,83402,91.38,2.45,20983
106年9月,大同區,5.6815,25,521,51751,129261,63052,66209,95.23,2.5,22751
106年9月,萬華區,8.8522,36,723,78732,192104,94424,97680,96.67,2.44,21701
106年9月,文山區,31.509,43,1002,105385,274161,131608,142553,92.32,2.6,8701
106年9月,南港區,21.8424,20,452,47048,122144,59721,62423,95.67,2.6,5592
106年9月,內湖區,31.5787,39,905,107799,287389,137316,150073,91.5,2.67,9101
106年9月,士林區,62.3682,51,995,107135,288334,139099,149235,93.21,2.69,4623
106年9月,北投區,56.8216,42,827,96799,256424,123566,132858,93.01,2.65,4513
106年10月,總計,271.7997,456,9559,1050509,2683202,1282133,1401069,91.51,2.55,9872
106年10月,松山區,9.2878,33,759,80459,206905,97095,109810,88.42,2.57,22277
106年10月,信義區,11.2077,41,904,89483,225911,107860,118051,91.37,2.52,20157
106年10月,大安區,11.3614,53,1022,120750,309977,144816,165161,87.68,2.57,27283
106年10月,中山區,13.6821,42,869,100250,230778,107377,123401,87.01,2.3,16867
106年10月,中正區,7.6071,31,580,65092,159556,76180,83376,91.37,2.45,20975
106年10月,大同區,5.6815,25,521,51737,129263,63064,66199,95.26,2.5,22752
106年10月,萬華區,8.8522,36,723,78674,192074,94361,97713,96.57,2.44,21698
106年10月,文山區,31.509,43,1002,105377,274287,131646,142641,92.29,2.6,8705
106年10月,南港區,21.8424,20,452,47058,122203,59756,62447,95.69,2.6,5595
106年10月,內湖區,31.5787,39,905,107800,287484,137339,150145,91.47,2.67,9104
106年10月,士林區,62.3682,51,995,107068,288320,139114,149206,93.24,2.69,4623
106年10月,北投區,56.8216,42,827,96761,256444,123525,132919,92.93,2.65,4513
106年11月,總計,271.7997,456,9559,1050593,2683321,1282030,1401291,91.49,2.55,9872
106年11月,松山區,9.2878,33,759,80462,206879,97064,109815,88.39,2.57,22274
106年11月,信義區,11.2077,41,904,89460,225831,107835,117996,91.39,2.52,20150
106年11月,大安區,11.3614,53,1022,120716,309882,144765,165117,87.67,2.57,27275
106年11月,中山區,13.6821,42,869,100248,230748,107314,123434,86.94,2.3,16865
106年11月,中正區,7.6071,31,580,65117,159675,76218,83457,91.33,2.45,20990
106年11月,大同區,5.6815,25,521,51757,129287,63052,66235,95.19,2.5,22756
106年11月,萬華區,8.8522,36,723,78669,191961,94285,97676,96.53,2.44,21685
106年11月,文山區,31.509,43,1002,105382,274325,131674,142651,92.3,2.6,8706
106年11月,南港區,21.8424,20,452,47053,122218,59755,62463,95.66,2.6,5595
106年11月,內湖區,31.5787,39,905,107908,287738,137462,150276,91.47,2.67,9112
106年11月,士林區,62.3682,51,995,107044,288277,139070,149207,93.21,2.69,4622
106年11月,北投區,56.8216,42,827,96777,256500,123536,132964,92.91,2.65,4514
106年12月,總計,271.7997,456,9559,1050755,2683257,1281917,1401340,91.48,2.55,9872
106年12月,松山區,9.2878,33,759,80552,206988,97096,109892,88.36,2.57,22286
106年12月,信義區,11.2077,41,904,89457,225753,107780,117973,91.36,2.52,20143
106年12月,大安區,11.3614,53,1022,120738,309969,144782,165187,87.65,2.57,27283
106年12月,中山區,13.6821,42,869,100226,230710,107262,123448,86.89,2.3,16862
106年12月,中正區,7.6071,31,580,65107,159608,76194,83414,91.34,2.45,20981
106年12月,大同區,5.6815,25,521,51790,129278,63062,66216,95.24,2.5,22754
106年12月,萬華區,8.8522,36,723,78633,191850,94234,97616,96.54,2.44,21673
106年12月,文山區,31.509,43,1002,105480,274424,131716,142708,92.3,2.6,8709
106年12月,南港區,21.8424,20,452,47052,122155,59705,62450,95.6,2.6,5593
106年12月,內湖區,31.5787,39,905,107916,287771,137530,150241,91.54,2.67,9113
106年12月,士林區,62.3682,51,995,107035,288295,139077,149218,93.2,2.69,4622
106年12月,北投區,56.8216,42,827,96769,256456,123479,132977,92.86,2.65,4513
107年1月,總計,271.7997,456,9559,1051477,2682721,1281596,1401125,91.47,2.55,9870
107年1月,松山區,9.2878,33,759,80849,207107,97133,109974,88.32,2.56,22299
107年1月,信義區,11.2077,41,904,89482,225561,107658,117903,91.31,2.52,20126
107年1月,大安區,11.3614,53,1022,120762,309835,144705,165130,87.63,2.57,27271
107年1月,中山區,13.6821,42,869,100269,230558,107216,123342,86.93,2.3,16851
107年1月,中正區,7.6071,31,580,65142,159598,76183,83415,91.33,2.45,20980
107年1月,大同區,5.6815,25,521,51809,129208,63029,66179,95.24,2.49,22742
107年1月,萬華區,8.8522,36,723,78630,191747,94192,97555,96.55,2.44,21661
107年1月,文山區,31.509,43,1002,105573,274379,131659,142720,92.25,2.6,8708
107年1月,南港區,21.8424,20,452,47069,122187,59729,62458,95.63,2.6,5594
107年1月,內湖區,31.5787,39,905,108019,287842,137520,150322,91.48,2.66,9115
107年1月,士林區,62.3682,51,995,107080,288340,139139,149201,93.26,2.69,4623
107年1月,北投區,56.8216,42,827,96793,256359,123433,132926,92.86,2.65,4512
107年2月,總計,271.7997,456,9560,1051436,2681375,1280882,1400493,91.46,2.55,9865
107年2月,松山區,9.2878,33,759,80850,206966,97087,109879,88.36,2.56,22284
107年2月,信義區,11.2077,41,904,89428,225235,107519,117716,91.34,2.52,20096
107年2月,大安區,11.3614,53,1022,120748,309734,144661,165073,87.63,2.57,27262
107年2月,中山區,13.6821,42,869,100242,230495,107178,123317,86.91,2.3,16846
107年2月,中正區,7.6071,31,580,65166,159587,76165,83422,91.3,2.45,20979
107年2月,大同區,5.6815,25,521,51813,129098,62967,66131,95.22,2.49,22723
107年2月,萬華區,8.8522,36,723,78595,191569,94081,97488,96.51,2.44,21641
107年2月,文山區,31.509,43,1002,105582,274361,131613,142748,92.2,2.6,8707
107年2月,南港區,21.8424,20,452,47088,122216,59755,62461,95.67,2.6,5595
107年2月,內湖區,31.5787,39,906,108017,287743,137455,150288,91.46,2.66,9112
107年2月,士林區,62.3682,51,995,107101,288157,139053,149104,93.26,2.69,4620
107年2月,北投區,56.8216,42,827,96806,256214,123348,132866,92.84,2.65,4509
107年3月,總計,271.7997,456,9560,1052068,2680218,1280179,1400039,91.44,2.55,9861
107年3月,松山區,9.2878,33,759,80889,206770,97023,109747,88.41,2.56,22263
107年3月,信義區,11.2077,41,904,89390,224893,107331,117562,91.3,2.52,20066
107年3月,大安區,11.3614,53,1022,120909,309936,144711,165225,87.58,2.56,27280
107年3月,中山區,13.6821,42,869,100296,230324,107068,123256,86.87,2.3,16834
107年3月,中正區,7.6071,31,580,65227,159641,76170,83471,91.25,2.45,20986
107年3月,大同區,5.6815,25,521,51843,129020,62896,66124,95.12,2.49,22709
107年3月,萬華區,8.8522,36,723,78601,191165,93873,97292,96.49,2.43,21595
107年3月,文山區,31.509,43,1002,105658,274402,131613,142789,92.17,2.6,8709
107年3月,南港區,21.8424,20,452,47105,122073,59672,62401,95.63,2.59,5589
107年3月,內湖區,31.5787,39,906,108167,287843,137510,150333,91.47,2.66,9115
107年3月,士林區,62.3682,51,995,107144,288066,139027,149039,93.28,2.69,4619
107年3月,北投區,56.8216,42,827,96839,256085,123285,132800,92.84,2.64,4507
107年4月,總計,271.7997,456,9561,1052386,2678695,1279308,1399387,91.42,2.55,9855
107年4月,松山區,9.2878,33,760,80897,206577,96957,109620,88.45,2.55,22242
107年4月,信義區,11.2077,41,904,89439,224844,107301,117543,91.29,2.51,20062
107年4月,大安區,11.3614,53,1022,120945,309856,144651,165205,87.56,2.56,27273
107年4月,中山區,13.6821,42,869,100256,230105,106946,123159,86.84,2.3,16818
107年4月,中正區,7.6071,31,580,65298,159627,76151,83476,91.23,2.44,20984
107年4月,大同區,5.6815,25,521,51866,128916,62829,66087,95.07,2.49,22690
107年4月,萬華區,8.8522,36,723,78620,191017,93793,97224,96.47,2.43,21578
107年4月,文山區,31.509,43,1002,105660,274227,131522,142705,92.16,2.6,8703
107年4月,南港區,21.8424,20,452,47121,121988,59602,62386,95.54,2.59,5585
107年4月,內湖區,31.5787,39,906,108201,287674,137432,150242,91.47,2.66,9110
107年4月,士林區,62.3682,51,995,107225,287969,138956,149013,93.25,2.69,4617
107年4月,北投區,56.8216,42,827,96858,255895,123168,132727,92.8,2.64,4503
107年5月,總計,271.7997,456,9564,1053113,2676767,1278241,1398526,91.4,2.54,9848
107年5月,松山區,9.2878,33,763,80942,206520,96899,109621,88.39,2.55,22236
107年5月,信義區,11.2077,41,904,89466,224558,107110,117448,91.2,2.51,20036
107年5月,大安區,11.3614,53,1022,121022,309683,144571,165112,87.56,2.56,27257
107年5月,中山區,13.6821,42,869,100308,229893,106898,122995,86.91,2.29,16802
107年5月,中正區,7.6071,31,580,65383,159695,76177,83518,91.21,2.44,20993
107年5月,大同區,5.6815,25,521,51891,128732,62750,65982,95.1,2.48,22658
107年5月,萬華區,8.8522,36,723,78664,190699,93601,97098,96.4,2.42,21543
107年5月,文山區,31.509,43,1002,105805,274123,131487,142636,92.18,2.59,8700
107年5月,南港區,21.8424,20,452,47165,121957,59580,62377,95.52,2.59,5583
107年5月,內湖區,31.5787,39,906,108296,287512,137355,150157,91.47,2.65,9105
107年5月,士林區,62.3682,51,995,107300,287803,138832,148971,93.19,2.68,4615
107年5月,北投區,56.8216,42,827,96871,255592,122981,132611,92.74,2.64,4498
107年6月,總計,271.7997,456,9564,1053741,2675713,1277544,1398169,91.37,2.54,9844
107年6月,松山區,9.2878,33,763,81067,206563,96902,109661,88.37,2.55,22240
107年6月,信義區,11.2077,41,904,89477,224297,106994,117303,91.21,2.51,20013
107年6月,大安區,11.3614,53,1022,121092,309543,144472,165071,87.52,2.56,27245
107年6月,中山區,13.6821,42,869,100321,229856,106859,122997,86.88,2.29,16800
107年6月,中正區,7.6071,31,580,65487,159752,76174,83578,91.14,2.44,21000
107年6月,大同區,5.6815,25,521,51891,128578,62674,65904,95.1,2.48,22631
107年6月,萬華區,8.8522,36,723,78667,190543,93512,97031,96.37,2.42,21525
107年6月,文山區,31.509,43,1002,105883,274129,131462,142667,92.15,2.59,8700
107年6月,南港區,21.8424,20,452,47166,121858,59513,62345,95.46,2.58,5579
107年6月,內湖區,31.5787,39,906,108393,287437,137276,150161,91.42,2.65,9102
107年6月,士林區,62.3682,51,995,107354,287545,138703,148842,93.19,2.68,4610
107年6月,北投區,56.8216,42,827,96943,255612,123003,132609,92.76,2.64,4499
107年7月,總計,271.7997,456,9563,1053885,2674063,1276592,1397471,91.35,2.54,9838
107年7月,松山區,9.2878,33,763,81045,206330,96791,109539,88.36,2.55,22215
107年7月,信義區,11.2077,41,904,89510,224199,106946,117253,91.21,2.5,20004
107年7月,大安區,11.3614,53,1022,121067,309198,144249,164949,87.45,2.55,27215
107年7月,中山區,13.6821,42,869,100341,229893,106855,123038,86.85,2.29,16802
107年7月,中正區,7.6071,31,580,65464,159557,76090,83467,91.16,2.44,20975
107年7月,大同區,5.6815,25,521,51830,128258,62527,65731,95.13,2.47,22575
107年7月,萬華區,8.8522,36,723,78679,190443,93448,96995,96.34,2.42,21514
107年7月,文山區,31.509,43,1002,105948,274032,131379,142653,92.1,2.59,8697
107年7月,南港區,21.8424,20,452,47223,121880,59510,62370,95.41,2.58,5580
107年7月,內湖區,31.5787,39,906,108395,287346,137238,150108,91.43,2.65,9099
107年7月,士林區,62.3682,51,995,107376,287214,138493,148721,93.12,2.67,4605
107年7月,北投區,56.8216,42,826,97007,255713,123066,132647,92.78,2.64,4500
107年8月,總計,271.7997,456,9563,1055497,2672092,1275635,1396457,91.35,2.53,9831
107年8月,松山區,9.2878,33,763,81112,206118,96655,109463,88.3,2.54,22192
107年8月,信義區,11.2077,41,904,89566,223823,106749,117074,91.18,2.5,19970
107年8月,大安區,11.3614,53,1022,121263,309025,144167,164858,87.45,2.55,27200
107年8月,中山區,13.6821,42,869,100430,229743,106804,122939,86.88,2.29,16792
107年8月,中正區,7.6071,31,580,65541,159360,76031,83329,91.24,2.43,20949
107年8月,大同區,5.6815,25,521,51878,128100,62441,65659,95.1,2.47,22547
107年8月,萬華區,8.8522,36,723,78756,190198,93334,96864,96.36,2.42,21486
107年8月,文山區,31.509,43,1002,106465,274109,131390,142719,92.06,2.57,8699
107年8月,南港區,21.8424,20,452,47288,121817,59515,62302,95.53,2.58,5577
107年8月,內湖區,31.5787,39,906,108551,287278,137209,150069,91.43,2.65,9097
107年8月,士林區,62.3682,51,995,107492,286935,138348,148587,93.11,2.67,4601
107年8月,北投區,56.8216,42,826,97155,255586,122992,132594,92.76,2.63,4498
107年9月,總計,271.7997,456,9565,1056715,2669639,1274341,1395298,91.33,2.53,9822
107年9月,松山區,9.2878,33,763,81167,205807,96516,109291,88.31,2.54,22159
107年9月,信義區,11.2077,41,904,89661,223551,106618,116933,91.18,2.49,19946
107年9月,大安區,11.3614,53,1022,121393,308628,143909,164719,87.37,2.54,27165
107年9月,中山區,13.6821,42,869,100616,229686,106792,122894,86.9,2.28,16787
107年9月,中正區,7.6071,31,581,65557,159066,75900,83166,91.26,2.43,20910
107年9月,大同區,5.6815,25,521,51890,127926,62338,65588,95.04,2.47,22516
107年9月,萬華區,8.8522,36,723,78823,190006,93237,96769,96.35,2.41,21464
107年9月,文山區,31.509,43,1003,106608,273934,131286,142648,92.03,2.57,8694
107年9月,南港區,21.8424,20,452,47337,121698,59459,62239,95.53,2.57,5572
107年9月,內湖區,31.5787,39,906,108726,287118,137139,149979,91.44,2.64,9092
107年9月,士林區,62.3682,51,995,107588,286725,138217,148508,93.07,2.67,4597
107年9月,北投區,56.8216,42,826,97349,255494,122930,132564,92.73,2.62,4496
107年10月,總計,271.7997,456,9567,1056354,2669874,1274295,1395579,91.31,2.53,9823
107年10月,松山區,9.2878,33,763,81128,205826,96504,109322,88.28,2.54,22161
107年10月,信義區,11.2077,41,904,89625,223594,106595,116999,91.11,2.49,19950
107年10月,大安區,11.3614,53,1022,121422,308835,143978,164857,87.34,2.54,27183
107年10月,中山區,13.6821,42,869,100583,229680,106777,122903,86.88,2.28,16787
107年10月,中正區,7.6071,31,583,65494,159026,75899,83127,91.3,2.43,20905
107年10月,大同區,5.6815,25,521,51833,127833,62298,65535,95.06,2.47,22500
107年10月,萬華區,8.8522,36,723,78780,189875,93143,96732,96.29,2.41,21449
107年10月,文山區,31.509,43,1003,106542,273883,131260,142623,92.03,2.57,8692
107年10月,南港區,21.8424,20,452,47358,121769,59479,62290,95.49,2.57,5575
107年10月,內湖區,31.5787,39,906,108673,287227,137158,150069,91.4,2.64,9096
107年10月,士林區,62.3682,51,995,107554,286695,138206,148489,93.07,2.67,4597
107年10月,北投區,56.8216,42,826,97362,255631,122998,132633,92.74,2.63,4499
107年11月,總計,271.7997,456,9567,1056190,2669634,1274089,1395545,91.3,2.53,9822
107年11月,松山區,9.2878,33,763,81083,205688,96419,109269,88.24,2.54,22146
107年11月,信義區,11.2077,41,904,89598,223530,106537,116993,91.06,2.49,19944
107年11月,大安區,11.3614,53,1022,121376,308887,144007,164880,87.34,2.54,27187
107年11月,中山區,13.6821,42,869,100531,229654,106776,122878,86.9,2.28,16785
107年11月,中正區,7.6071,31,583,65473,159002,75927,83075,91.4,2.43,20902
107年11月,大同區,5.6815,25,521,51814,127774,62247,65527,94.99,2.47,22489
107年11月,萬華區,8.8522,36,723,78761,189729,93047,96682,96.24,2.41,21433
107年11月,文山區,31.509,43,1003,106562,273872,131240,142632,92.01,2.57,8692
107年11月,南港區,21.8424,20,452,47340,121705,59438,62267,95.46,2.57,5572
107年11月,內湖區,31.5787,39,906,108711,287374,137219,150155,91.38,2.64,9100
107年11月,士林區,62.3682,51,995,107545,286701,138170,148531,93.02,2.67,4597
107年11月,北投區,56.8216,42,826,97396,255718,123062,132656,92.77,2.63,4500
107年12月,總計,271.7997,456,9569,1056233,2668572,1273375,1395197,91.27,2.53,9818
107年12月,松山區,9.2878,33,763,81128,205702,96393,109309,88.18,2.54,22148
107年12月,信義區,11.2077,41,904,89574,223406,106457,116949,91.03,2.49,19933
107年12月,大安區,11.3614,53,1022,121344,308843,144007,164836,87.36,2.55,27184
107年12月,中山區,13.6821,42,869,100494,229456,106664,122792,86.87,2.28,16771
107年12月,中正區,7.6071,31,583,65474,159000,75898,83102,91.33,2.43,20902
107年12月,大同區,5.6815,25,521,51781,127625,62148,65477,94.92,2.46,22463
107年12月,萬華區,8.8522,36,723,78770,189603,92969,96634,96.21,2.41,21419
107年12月,文山區,31.509,43,1005,106640,273762,131145,142617,91.96,2.57,8688
107年12月,南港區,21.8424,20,452,47386,121670,59439,62231,95.51,2.57,5570
107年12月,內湖區,31.5787,39,906,108739,287429,137196,150233,91.32,2.64,9102
107年12月,士林區,62.3682,51,995,107521,286544,138079,148465,93,2.67,4594
107年12月,北投區,56.8216,42,826,97382,255532,122980,132552,92.78,2.62,4497
108年1月,總計,271.7997,456,9569,1056328,2666908,1272385,1394523,91.24,2.52,9812
108年1月,松山區,9.2878,33,763,81155,205633,96357,109276,88.18,2.53,22140
108年1月,信義區,11.2077,41,904,89553,223113,106330,116783,91.05,2.49,19907
108年1月,大安區,11.3614,53,1022,121333,308686,143905,164781,87.33,2.54,27170
108年1月,中山區,13.6821,42,869,100485,229309,106562,122747,86.81,2.28,16760
108年1月,中正區,7.6071,31,583,65464,158903,75840,83063,91.3,2.43,20889
108年1月,大同區,5.6815,25,521,51853,127651,62124,65527,94.81,2.46,22468
108年1月,萬華區,8.8522,36,723,78768,189387,92825,96562,96.13,2.4,21394
108年1月,文山區,31.509,43,1005,106712,273686,131114,142572,91.96,2.56,8686
108年1月,南港區,21.8424,20,452,47391,121576,59392,62184,95.51,2.57,5566
108年1月,內湖區,31.5787,39,906,108732,287442,137196,150246,91.31,2.64,9102
108年1月,士林區,62.3682,51,995,107515,286339,137965,148374,92.98,2.66,4591
108年1月,北投區,56.8216,42,826,97367,255183,122775,132408,92.72,2.62,4491
108年2月,總計,271.7997,456,9569,1056439,2664983,1271327,1393656,91.22,2.52,9805
108年2月,松山區,9.2878,33,763,81217,205626,96362,109264,88.19,2.53,22139
108年2月,信義區,11.2077,41,904,89483,222814,106189,116625,91.05,2.49,19880
108年2月,大安區,11.3614,53,1022,121344,308727,143896,164831,87.3,2.54,27173
108年2月,中山區,13.6821,42,869,100450,229088,106426,122662,86.76,2.28,16744
108年2月,中正區,7.6071,31,583,65475,158814,75791,83023,91.29,2.43,20877
108年2月,大同區,5.6815,25,521,51881,127559,62056,65503,94.74,2.46,22452
108年2月,萬華區,8.8522,36,723,78764,189052,92662,96390,96.13,2.4,21356
108年2月,文山區,31.509,43,1005,106781,273605,131073,142532,91.96,2.56,8683
108年2月,南港區,21.8424,20,452,47371,121379,59289,62090,95.49,2.56,5557
108年2月,內湖區,31.5787,39,906,108783,287331,137101,150230,91.26,2.64,9099
108年2月,士林區,62.3682,51,995,107486,285931,137743,148188,92.95,2.66,4585
