type,properties.bsm_bussto,properties.bsm_chines,geometry.type,geometry.coordinates,經度,緯度
Feature,14223.0,永安公園,Point,"121.47779119510997, 25.024237384723946",121.47779119510997, 25.024237384723946
Feature,20381.0,永安公園,Point,"121.47827, 25.02409",121.47827, 25.02409
Feature,9601.0,永安市場,Point,"121.5133154763791, 25.00386391795923",121.5133154763791, 25.00386391795923
Feature,3008.0,永安市場,Point,"121.51348206993451, 25.003631107850428",121.51348206993451, 25.003631107850428
Feature,50811.0,永安市場,Point,"121.51445, 25.00506",121.51445, 25.00506
Feature,15089.0,永安里,Point,"121.46904, 25.07801",121.46904, 25.07801
Feature,15088.0,永安里,Point,"121.46878, 25.07828",121.46878, 25.07828
Feature,50805.0,永利路,Point,"121.51878553895929, 25.00554508263649",121.51878553895929, 25.00554508263649
Feature,3010.0,永利路,Point,"121.51884274407087, 25.005363065764733",121.51884274407087, 25.005363065764733
Feature,9661.0,永和區公所(竹林路),Point,"121.52077530554996, 25.008799445863986",121.52077530554996, 25.008799445863986
Feature,9664.0,永和區公所(竹林路),Point,"121.52064615211995, 25.008259722974003",121.52064615211995, 25.008259722974003
Feature,4757.0,永和國小,Point,"121.51502314770615, 25.003958427174126",121.51502314770615, 25.003958427174126
Feature,9657.0,永和國小,Point,"121.51631597408421, 25.004158492604542",121.51631597408421, 25.004158492604542
Feature,3012.0,永和國小,Point,"121.51734278006522, 25.003035983468376",121.51734278006522, 25.003035983468376
Feature,3013.0,永和國小,Point,"121.51754524667999, 25.002456899681967",121.51754524667999, 25.002456899681967
Feature,3015.0,永和路口,Point,"121.5127737686708, 25.004481569490892",121.5127737686708, 25.004481569490892
Feature,3014.0,永和路口,Point,"121.51289, 25.00545",121.51289, 25.00545
Feature,1000337.0,永和路口,Point,"121.51302, 25.006925",121.51302, 25.006925
Feature,15043.0,永康公園,Point,"121.45853061111998, 25.08416127625197",121.45853061111998, 25.08416127625197
Feature,3660.0,永康公園,Point,"121.45841967856997, 25.084015521811033",121.45841967856997, 25.084015521811033
Feature,10437.0,永福街口,Point,"121.48213, 25.07517",121.48213, 25.07517
Feature,3423.0,永福街口,Point,"121.48206, 25.07494",121.48206, 25.07494
Feature,3017.0,永福橋,Point,"121.52259874602997, 25.008033380896",121.52259874602997, 25.008033380896
Feature,10001489.0,永福橋頭,Point,"121.52233, 25.0078",121.52233, 25.0078
Feature,10446.0,永德里,Point,"121.48702093253998, 25.07240401261997",121.48702093253998, 25.07240401261997
Feature,3424.0,永德里,Point,"121.48695, 25.07219",121.48695, 25.07219
Feature,14662.0,永樂巷口(中山市場),Point,"121.44302, 25.17057",121.44302, 25.17057
Feature,148.0,永樂巷口(中山市場),Point,"121.44267720370998, 25.170448054086016",121.44267720370998, 25.170448054086016
Feature,15045.0,永樂街,Point,"121.45871099139997, 25.088362591326028",121.45871099139997, 25.088362591326028
Feature,3661.0,永樂街,Point,"121.45831489814996, 25.08821943327102",121.45831489814996, 25.08821943327102
Feature,36039.0,永豐商業銀行,Point,"121.43787922559201, 25.085082865201752",121.43787922559201, 25.085082865201752
Feature,3715.0,永豐商業銀行,Point,"121.43754140253515, 25.085377923615756",121.43754140253515, 25.085377923615756
Feature,10058.0,永豐路口,Point,"121.46590906745998, 24.986954768674",121.46590906745998, 24.986954768674
Feature,3198.0,永豐路口,Point,"121.46517, 24.98642",121.46517, 24.98642
Feature,2584.0,玉光里,Point,"121.47289, 25.01663",121.47289, 25.01663
Feature,15059.0,玉清宮,Point,"121.47927734721998, 25.086084053059984",121.47927734721998, 25.086084053059984
Feature,3662.0,玉清宮,Point,"121.47954285647995, 25.08622627443898",121.47954285647995, 25.08622627443898
Feature,2737.0,生活大國社區,Point,"121.63797641467998, 25.068338941749946",121.63797641467998, 25.068338941749946
Feature,7672.0,生活大國社區,Point,"121.63805827975997, 25.068467958917967",121.63805827975997, 25.068467958917967
Feature,15029.0,田心(十三行博物館),Point,"121.40858489813996, 25.15589417259595",121.40858489813996, 25.15589417259595
Feature,3796.0,田心(十三行博物館),Point,"121.40829787234998, 25.155843123198952",121.40829787234998, 25.155843123198952
Feature,1001097.0,石碇,Point,"121.65922, 24.99143",121.65922, 24.99143
Feature,1001100.0,石碇,Point,"121.65899261111997, 24.991445045347987",121.65899261111997, 24.991445045347987
Feature,20255.0,石碇東街,Point,"121.6602, 24.9912",121.6602, 24.9912
Feature,20256.0,石碇東街,Point,"121.66036, 24.99084",121.66036, 24.99084
Feature,2846.0,石碇高中,Point,"121.64342990908615, 25.01210300981028",121.64342990908615, 25.01210300981028
Feature,1001093.0,石碇高中,Point,"121.64362760793833, 25.012010456749163",121.64362760793833, 25.012010456749163
Feature,1001096.0,石碇區公所,Point,"121.65751, 24.991562",121.65751, 24.991562
Feature,60130.0,石碇區公所,Point,"121.65758, 24.99129",121.65758, 24.99129
Feature,12206.0,石碇國小,Point,"121.65951406834999, 24.990915662579024",121.65951406834999, 24.990915662579024
Feature,1000510.0,石頭厝,Point,"121.5190685834022, 24.97420156772107",121.5190685834022, 24.97420156772107
Feature,2894.0,石頭厝,Point,"121.51891742803606, 24.974062227962488",121.51891742803606, 24.974062227962488
Feature,3716.0,立體停車場,Point,"121.43924, 25.08383",121.43924, 25.08383
Feature,36040.0,立體停車場,Point,"121.43896, 25.08398",121.43896, 25.08398
Feature,1000969.0,光明市場,Point,"121.49084032274997, 25.057479840355022",121.49084032274997, 25.057479840355022
Feature,1625.0,光明寺,Point,"121.6665, 25.0318",121.6665, 25.0318
Feature,1001304.0,光明寺,Point,"121.6664, 25.032017",121.6664, 25.032017
Feature,3529.0,光明里,Point,"121.42593092506304, 25.01455526936084",121.42593092506304, 25.01455526936084
Feature,1001305.0,光明里,Point,"121.66614, 25.030646",121.66614, 25.030646
Feature,50109.0,光明里,Point,"121.66621, 25.03066",121.66621, 25.03066
Feature,30028.0,光明里,Point,"121.42605716207825, 25.014446247467497",121.42605716207825, 25.014446247467497
Feature,2585.0,光復橋,Point,"121.48227, 25.0207",121.48227, 25.0207
Feature,14221.0,光復橋,Point,"121.48207, 25.0205",121.48207, 25.0205
Feature,3330.0,光華,Point,"121.41315, 25.0045",121.41315, 25.0045
Feature,1001176.0,光華,Point,"121.41314908927995, 25.004790752157948",121.41314908927995, 25.004790752157948
Feature,50626.0,光華國小,Point,"121.42595872719004, 25.01801964741043",121.42595872719004, 25.01801964741043
Feature,30045.0,光華國小,Point,"121.4262792702292, 25.01729916916139",121.4262792702292, 25.01729916916139
Feature,3531.0,光華國小,Point,"121.42557597768312, 25.01826954646795",121.42557597768312, 25.01826954646795
Feature,30044.0,光華國小,Point,"121.42633673963881, 25.016817153212767",121.42633673963881, 25.016817153212767
Feature,3532.0,光華街口,Point,"121.42831559973331, 25.010425641833805",121.42831559973331, 25.010425641833805
Feature,30030.0,光華街口,Point,"121.42835285597583, 25.010583374214065",121.42835285597583, 25.010583374214065
Feature,2896.0,光華新村,Point,"121.51791880218813, 24.963861405319673",121.51791880218813, 24.963861405319673
Feature,4134.0,光華新村,Point,"121.51724340317705, 24.96501326586796",121.51724340317705, 24.96501326586796
Feature,4135.0,光華新村,Point,"121.51692408381241, 24.964774726588928",121.51692408381241, 24.964774726588928
Feature,1000706.0,光華新村,Point,"121.51824410813998, 24.964143952352984",121.51824410813998, 24.964143952352984
Feature,3425.0,光興國小,Point,"121.49833370303998, 25.059717951628993",121.49833370303998, 25.059717951628993
Feature,50819.0,光寶電子,Point,"121.48793737664997, 25.001718778756953",121.48793737664997, 25.001718778756953
Feature,1000558.0,全球工業,Point,"121.55154, 24.980281",121.55154, 24.980281
Feature,3717.0,吉祥大樓,Point,"121.45926, 25.06874",121.45926, 25.06874
Feature,36005.0,吉祥大樓,Point,"121.46069, 25.06815",121.46069, 25.06815
Feature,13013.0,吉祥寺,Point,"121.39974411044999, 24.974610274363965",121.39974411044999, 24.974610274363965
Feature,3331.0,吉祥寺,Point,"121.39950947486996, 24.974733963961995",121.39950947486996, 24.974733963961995
Feature,4046.0,吉祥街口,Point,"121.48964, 25.08983",121.48964, 25.08983
Feature,4047.0,吉祥街口,Point,"121.4891, 25.08958",121.4891, 25.08958
Feature,36072.0,同榮里,Point,"121.43827749206999, 25.053121964082017",121.43827749206999, 25.053121964082017
Feature,3614.0,同榮里,Point,"121.43816, 25.05304",121.43816, 25.05304
Feature,36062.0,同榮里,Point,"121.43052000531011, 25.054203144037302",121.43052000531011, 25.054203144037302
Feature,3613.0,同榮里,Point,"121.43046150440011, 25.05442535584986",121.43046150440011, 25.05442535584986
Feature,50402.0,同興公園,Point,"121.43203815078999, 25.055796211973995",121.43203815078999, 25.055796211973995
Feature,2587.0,名來新城,Point,"121.45436390673999, 25.02625177445397",121.45436390673999, 25.02625177445397
Feature,2588.0,名來新城,Point,"121.45452, 25.02613",121.45452, 25.02613
Feature,3332.0,圳安里,Point,"121.42443, 25.01148",121.42443, 25.01148
Feature,4699.0,圳安里,Point,"121.42440443187998, 25.01114597039598",121.42440443187998, 25.01114597039598
Feature,3333.0,圳福里,Point,"121.4312, 25.00054",121.4312, 25.00054
Feature,4746.0,圳福里,Point,"121.43094, 25.00035",121.43094, 25.00035
Feature,50838.0,安平路,Point,"121.51183083898779, 24.997564479409892",121.51183083898779, 24.997564479409892
Feature,3095.0,安平路,Point,"121.5117, 24.9978",121.5117, 24.9978
Feature,1000798.0,安老所,Point,"121.45946, 25.148606",121.45946, 25.148606
Feature,162.0,安老所,Point,"121.459683, 25.14847",121.459683, 25.14847
Feature,15032.0,安老院,Point,"121.42082, 25.15945",121.42082, 25.15945
Feature,3797.0,安老院,Point,"121.42105, 25.15924",121.42105, 25.15924
Feature,2898.0,安和里,Point,"121.51745870302003, 24.981132377900913",121.51745870302003, 24.981132377900913
Feature,2897.0,安和里,Point,"121.5175586314331, 24.981678129203782",121.5175586314331, 24.981678129203782
Feature,1000512.0,安和路二段,Point,"121.51732544906997, 24.976105275416025",121.51732544906997, 24.976105275416025
Feature,2899.0,安和路二段,Point,"121.51722323676996, 24.975947881975014",121.51722323676996, 24.975947881975014
Feature,3097.0,安和路口,Point,"121.50681049799995, 24.998029171353995",121.50681049799995, 24.998029171353995
Feature,9613.0,安和路口,Point,"121.50679, 24.99773",121.50679, 24.99773
Feature,1000403.0,安康派出所,Point,"121.51526796578676, 24.963669002550155",121.51526796578676, 24.963669002550155
Feature,2900.0,安康派出所,Point,"121.51393434322256, 24.96332983286676",121.51393434322256, 24.96332983286676
Feature,2901.0,安康路二段,Point,"121.49952346356703, 24.956759623827708",121.49952346356703, 24.956759623827708
Feature,3983.0,安康路二段,Point,"121.49905678314823, 24.95633362577006",121.49905678314823, 24.95633362577006
Feature,1001414.0,安祥路口,Point,"121.49167, 24.955666",121.49167, 24.955666
Feature,2902.0,安祥路口,Point,"121.49178, 24.9554",121.49178, 24.9554
Feature,20310.0,安華路口,Point,"121.52142698247965, 24.96365961259729",121.52142698247965, 24.96365961259729
Feature,20309.0,安華路口,Point,"121.52132, 24.96389",121.52132, 24.96389
Feature,3287.0,安溪國中,Point,"121.37274, 24.92667",121.37274, 24.92667
Feature,3094.0,尖山腳,Point,"121.52296, 24.99076",121.52296, 24.99076
Feature,3727.0,成功里,Point,"121.44639338161996, 25.09318797952001",121.44639338161996, 25.09318797952001
Feature,36028.0,成功里,Point,"121.44624, 25.09329",121.44624, 25.09329
Feature,15044.0,成功國小,Point,"121.45754212764999, 25.086317734311038",121.45754212764999, 25.086317734311038
Feature,3664.0,成功國小,Point,"121.45738521957999, 25.086250893551014",121.45738521957999, 25.086250893551014
Feature,4040.0,成功得和路口,Point,"121.52681, 24.99982",121.52681, 24.99982
Feature,5003.0,成州國小,Point,"121.45096411044997, 25.099525426395022",121.45096411044997, 25.099525426395022
Feature,5004.0,成州國小,Point,"121.45077443187996, 25.099543720816943",121.45077443187996, 25.099543720816943
Feature,36031.0,成州郵局,Point,"121.45159913106271, 25.101430351729103",121.45159913106271, 25.101430351729103
Feature,3720.0,成州郵局,Point,"121.45180039632301, 25.101226977704705",121.45180039632301, 25.101226977704705
Feature,3722.0,成泰路三段,Point,"121.44118949331201, 25.087775155014466",121.44118949331201, 25.087775155014466
Feature,4750.0,成泰路三段,Point,"121.44157742307473, 25.087866425026178",121.44157742307473, 25.087866425026178
Feature,2738.0,汐止,Point,"121.66202, 25.06908",121.66202, 25.06908
Feature,1001113.0,汐止,Point,"121.66168906130633, 25.069176656107565",121.66168906130633, 25.069176656107565
Feature,7630.0,汐止公園,Point,"121.65992, 25.06781",121.65992, 25.06781
Feature,2739.0,汐止公園,Point,"121.6598, 25.06756",121.6598, 25.06756
Feature,2740.0,汐止行政中心,Point,"121.6593, 25.06458",121.6593, 25.06458
Feature,2741.0,汐止行政中心,Point,"121.65913, 25.06478",121.65913, 25.06478
Feature,50097.0,汐止後車站,Point,"121.66455052512997, 25.069100067781967",121.66455052512997, 25.069100067781967
Feature,2746.0,汐止後車站,Point,"121.66416, 25.06863",121.66416, 25.06863
Feature,2749.0,汐止國小,Point,"121.65513259390995, 25.06645887345398",121.65513259390995, 25.06645887345398
Feature,7629.0,汐止國小,Point,"121.65492556812995, 25.066476902010972",121.65492556812995, 25.066476902010972
Feature,7655.0,汐止農會,Point,"121.65585, 25.06319",121.65585, 25.06319
Feature,7627.0,汐科站北站,Point,"121.65235, 25.06433",121.65235, 25.06433
Feature,2753.0,汐科站北站,Point,"121.65221, 25.06417",121.65221, 25.06417
Feature,2754.0,汐科站南站,Point,"121.64820460384996, 25.062852532201035",121.64820460384996, 25.062852532201035
Feature,7628.0,汐科站南站,Point,"121.64848110450995, 25.063010638939954",121.64848110450995, 25.063010638939954
Feature,2590.0,江子翠,Point,"121.47618352993084, 25.031996097924626",121.47618352993084, 25.031996097924626
Feature,60037.0,江子翠,Point,"121.47317, 25.03384",121.47317, 25.03384
Feature,2589.0,江子翠,Point,"121.47313, 25.03391",121.47313, 25.03391
Feature,3866.0,江山萬里,Point,"121.66798, 25.06734",121.66798, 25.06734
Feature,7657.0,江山萬里,Point,"121.66799, 25.06752",121.66799, 25.06752
Feature,2903.0,江陵二村,Point,"121.53851866004996, 24.98670972467896",121.53851866004996, 24.98670972467896
Feature,1000637.0,江翠國小,Point,"121.47531, 25.032472",121.47531, 25.032472
Feature,2592.0,江翠國小,Point,"121.47553520205298, 25.032133748352248",121.47553520205298, 25.032133748352248
Feature,3898.0,江翠國小(文化路),Point,"121.47366, 25.03163",121.47366, 25.03163
Feature,3899.0,江翠國中,Point,"121.47099510184998, 25.028721409450963",121.47099510184998, 25.028721409450963
Feature,2593.0,江翠國中,Point,"121.47204915343997, 25.029431762487956",121.47204915343997, 25.029431762487956
Feature,3665.0,灰瑤,Point,"121.4608749559641, 25.093591645131017",121.4608749559641, 25.093591645131017
Feature,15071.0,灰瑤,Point,"121.46179603439997, 25.093055176373987",121.46179603439997, 25.093055176373987
Feature,9662.0,竹林路口,Point,"121.51745291533997, 25.014401110054983",121.51745291533997, 25.014401110054983
Feature,3019.0,竹林路口,Point,"121.51737148709996, 25.01470313853202",121.51737148709996, 25.01470313853202
Feature,3834.0,竹圍國小,Point,"121.45966, 25.15069",121.45966, 25.15069
Feature,14655.0,竹圍國小,Point,"121.45931844047998, 25.15063505503103",121.45931844047998, 25.15063505503103
Feature,5072.0,竹圍國小自強分校,Point,"121.46429653942435, 25.125224866290367",121.46429653942435, 25.125224866290367
Feature,1000710.0,竹圍國小自強分校,Point,"121.46446573132434, 25.1251653658757",121.46446573132434, 25.1251653658757
Feature,15036.0,米倉里,Point,"121.44026, 25.15372",121.44026, 25.15372
Feature,3798.0,米倉里,Point,"121.43998, 25.15363",121.43998, 25.15363
Feature,3800.0,米倉國小,Point,"121.44534, 25.14771",121.44534, 25.14771
Feature,3799.0,米倉國小,Point,"121.44515, 25.14765",121.44515, 25.14765
Feature,3801.0,米倉國小一,Point,"121.44590760978996, 25.146042879652015",121.44590760978996, 25.146042879652015
Feature,15009.0,米倉國小一,Point,"121.446098, 25.14641",121.446098, 25.14641
Feature,3723.0,老人公寓,Point,"121.43034218650998, 25.07170492314501",121.43034218650998, 25.07170492314501
Feature,36017.0,老人公寓,Point,"121.43031, 25.07152",121.43031, 25.07152
Feature,14646.0,老莊大廈,Point,"121.4621959969028, 25.12937441191145",121.4621959969028, 25.12937441191145
Feature,4868.0,老莊大廈,Point,"121.46199771249321, 25.12944004234825",121.46199771249321, 25.12944004234825
Feature,1001301.0,老爺山莊,Point,"121.60760104033996, 25.11470898153795",121.60760104033996, 25.11470898153795
Feature,1001300.0,老爺山莊,Point,"121.60754078768997, 25.114774716226",121.60754078768997, 25.114774716226
Feature,1000417.0,自來水公司,Point,"121.47883501719998, 25.011905109263996",121.47883501719998, 25.011905109263996
Feature,2591.0,自來水公司,Point,"121.47874833861998, 25.01178722698499",121.47874833861998, 25.01178722698499
Feature,50824.0,自強國小,Point,"121.46864, 24.99984",121.46864, 24.99984
Feature,3098.0,自強國小,Point,"121.46855, 24.99986",121.46855, 24.99986
Feature,10045.0,自強游泳池,Point,"121.5041939123641, 25.004885051311433",121.5041939123641, 25.004885051311433
Feature,3103.0,自強游泳池,Point,"121.5051500324111, 25.00545215539793",121.5051500324111, 25.00545215539793
Feature,1000058.0,自強街口,Point,"121.51447467723999, 25.007646921228957",121.51447467723999, 25.007646921228957
Feature,2369.0,自強新村,Point,"121.46368, 25.12632",121.46368, 25.12632
Feature,14647.0,自強新村,Point,"121.4635125496977, 25.12677028342432",121.4635125496977, 25.12677028342432
Feature,10447.0,自強路口,Point,"121.48880432139586, 25.07642558564706",121.48880432139586, 25.07642558564706
Feature,36015.0,自強路口,Point,"121.43324392084544, 25.073094841971628",121.43324392084544, 25.073094841971628
Feature,3426.0,自強路口,Point,"121.48848074892736, 25.07651600654815",121.48848074892736, 25.07651600654815
Feature,36014.0,自強路口,Point,"121.43304816888462, 25.07319503712952",121.43304816888462, 25.07319503712952
Feature,4048.0,自然公園,Point,"121.48748, 25.08957",121.48748, 25.08957
Feature,4049.0,自然公園,Point,"121.48769, 25.08931",121.48769, 25.08931
Feature,20347.0,行政院新莊聯合辦公大樓(榮華),Point,"121.44379, 25.05557",121.44379, 25.05557
Feature,20348.0,行政院新莊聯合辦公大樓(榮華),Point,"121.44336379999997, 25.055745",121.44336379999997, 25.055745
Feature,3542.0,西安里,Point,"121.47168, 25.01466",121.47168, 25.01466
Feature,2594.0,西安里,Point,"121.47240728835997, 25.01497569389697",121.47240728835997, 25.01497569389697
Feature,14201.0,西安里,Point,"121.47213933002999, 25.015089722433004",121.47213933002999, 25.015089722433004
Feature,15021.0,西門,Point,"121.42872, 25.15918",121.42872, 25.15918
Feature,3802.0,西門,Point,"121.42836, 25.15912",121.42836, 25.15912
Feature,3534.0,西盛,Point,"121.43327549688777, 25.019223073485808",121.43327549688777, 25.019223073485808
Feature,30017.0,西盛,Point,"121.43374795214389, 25.019843305225137",121.43374795214389, 25.019843305225137
Feature,30014.0,西盛一,Point,"121.43286204979503, 25.0094930515884",121.43286204979503, 25.0094930515884
Feature,3535.0,西盛一,Point,"121.4326542391073, 25.010123695275677",121.4326542391073, 25.010123695275677
Feature,30015.0,西盛館,Point,"121.43275907271533, 25.01311597637635",121.43275907271533, 25.01311597637635
Feature,3536.0,西盛館,Point,"121.4325813888134, 25.013066018490427",121.4325813888134, 25.013066018490427
Feature,36029.0,西雲寺,Point,"121.44827730512158, 25.09517776492262",121.44827730512158, 25.09517776492262
Feature,4751.0,西雲寺,Point,"121.44809110911997, 25.095365962758034",121.44809110911997, 25.095365962758034
Feature,7670.0,伯爵山莊,Point,"121.64178217100574, 25.075361955035746",121.64178217100574, 25.075361955035746
Feature,2755.0,伯爵山莊,Point,"121.64187646591162, 25.07523718325117",121.64187646591162, 25.07523718325117
Feature,2756.0,伯爵山莊(一),Point,"121.63901033861995, 25.073836435554007",121.63901033861995, 25.073836435554007
Feature,2757.0,伯爵山莊一,Point,"121.63927, 25.07385",121.63927, 25.07385
Feature,2904.0,伴吾別墅,Point,"121.47882, 24.96207",121.47882, 24.96207
Feature,1000972.0,伴吾別墅,Point,"121.47930806018996, 24.962113964037023",121.47930806018996, 24.962113964037023
Feature,36044.0,冷水坑,Point,"121.42577, 25.09278",121.42577, 25.09278
Feature,1001456.0,冷水坑,Point,"121.42567, 25.09276",121.42567, 25.09276
Feature,2595.0,冷凍廠(文聖),Point,"121.47837, 25.02824",121.47837, 25.02824
Feature,2596.0,冷凍廠(懷德),Point,"121.47946, 25.03002",121.47946, 25.03002
Feature,36016.0,助順將軍廟,Point,"121.42796, 25.07085",121.42796, 25.07085
Feature,3725.0,助順將軍廟,Point,"121.4277125769252, 25.070829359359077",121.4277125769252, 25.070829359359077
Feature,36026.0,坑口,Point,"121.44338700445861, 25.089451007038544",121.44338700445861, 25.089451007038544
Feature,3726.0,坑口,Point,"121.44334048934668, 25.08975181135347",121.44334048934668, 25.08975181135347
Feature,30009.0,宏泰社區,Point,"121.42668609324997, 25.027457291090986",121.42668609324997, 25.027457291090986
Feature,3537.0,宏泰社區,Point,"121.42666910120455, 25.027138602779676",121.42666910120455, 25.027138602779676
Feature,3616.0,宏泰新村,Point,"121.42326077679994, 25.037377405423566",121.42326077679994, 25.037377405423566
Feature,36067.0,宏泰新村,Point,"121.4229411406, 25.03662456341277",121.4229411406, 25.03662456341277
Feature,3878.0,宏國富邑,Point,"121.67383, 25.065773",121.67383, 25.065773
Feature,7659.0,宏國富邑,Point,"121.67435, 25.06555",121.67435, 25.06555
Feature,3728.0,更寮,Point,"121.45908, 25.07817",121.45908, 25.07817
Feature,36052.0,更寮,Point,"121.45911, 25.07816",121.45911, 25.07816
Feature,1000782.0,材試所,Point,"121.44664613250282, 25.039033560977852",121.44664613250282, 25.039033560977852
Feature,3538.0,材試所,Point,"121.44670023416822, 25.038704978753355",121.44670023416822, 25.038704978753355
Feature,2597.0,沙崙里,Point,"121.43192216930997, 24.99504299346597",121.43192216930997, 24.99504299346597
Feature,1001186.0,沙崙里,Point,"121.43218921229997, 24.995265646708955",121.43218921229997, 24.995265646708955
Feature,1001170.0,沙崙國小,Point,"121.43009811772997, 24.99232334542403",121.43009811772997, 24.99232334542403
Feature,2598.0,沙崙國小,Point,"121.43032, 24.99222",121.43032, 24.99222
Feature,50850.0,秀山里,Point,"121.52499, 24.99049",121.52499, 24.99049
Feature,3099.0,秀山里,Point,"121.52486151191998, 24.990311929258954",121.52486151191998, 24.990311929258954
Feature,4692.0,秀峰國中,Point,"121.66096, 25.06529",121.66096, 25.06529
Feature,2759.0,秀峰國中,Point,"121.66184128339998, 25.066522850911998",121.66184128339998, 25.066522850911998
Feature,2758.0,秀峰國中,Point,"121.66213099139998, 25.066623345727024",121.66213099139998, 25.066623345727024
Feature,3020.0,秀朗國小,Point,"121.52104, 24.99988",121.52104, 24.99988
Feature,1001136.0,秀朗國小,Point,"121.52149, 24.99993",121.52149, 24.99993
Feature,3016.0,秀朗路三段70巷,Point,"121.52625, 24.99443",121.52625, 24.99443
Feature,3090.0,秀朗路三段70巷,Point,"121.52636, 24.994414",121.52636, 24.994414
Feature,9649.0,秀景里,Point,"121.52594979628998, 24.990962305186972",121.52594979628998, 24.990962305186972
Feature,3100.0,秀景里,Point,"121.52572521956998, 24.991143483818036",121.52572521956998, 24.991143483818036
Feature,1000998.0,育英街口,Point,"121.42215, 24.989548",121.42215, 24.989548
Feature,3334.0,育英街口,Point,"121.42234, 24.98921",121.42234, 24.98921
Feature,2599.0,育樂中心,Point,"121.45641979629997, 25.014996384071036",121.45641979629997, 25.014996384071036
Feature,6190.0,育樂中心,Point,"121.45665010184997, 25.015211786647956",121.45665010184997, 25.015211786647956
Feature,3984.0,車子路,Point,"121.5059982478349, 24.958029496453744",121.5059982478349, 24.958029496453744
Feature,2905.0,車子路,Point,"121.50513999761162, 24.95814837961482",121.50513999761162, 24.95814837961482
Feature,2602.0,亞東技術學院,Point,"121.45322866004997, 24.995276136095963",121.45322866004997, 24.995276136095963
Feature,2601.0,亞東技術學院,Point,"121.45355623809998, 24.99516386393002",121.45355623809998, 24.99516386393002
Feature,15060.0,佳佳幼稚園,Point,"121.47937, 25.08839",121.47937, 25.08839
Feature,3666.0,佳佳幼稚園,Point,"121.47927405158997, 25.088283524134035",121.47927405158997, 25.088283524134035
Feature,2604.0,和平一村,Point,"121.45545553868998, 25.019125143365027",121.45545553868998, 25.019125143365027
Feature,6192.0,和平一村,Point,"121.45566066996996, 25.019005765107032",121.45566066996996, 25.019005765107032
Feature,57714.0,和平公園,Point,"121.4858294638701, 25.0710396252466",121.4858294638701, 25.0710396252466
Feature,2017.0,和平公園,Point,"121.48573595301998, 25.070855857073962",121.48573595301998, 25.070855857073962
Feature,3688.0,和平路口,Point,"121.46969291533998, 25.07952751760699",121.46969291533998, 25.07952751760699
Feature,15084.0,和平路口,Point,"121.46947393616999, 25.079530504017004",121.46947393616999, 25.079530504017004
Feature,3729.0,和泰新村,Point,"121.46574, 25.07344",121.46574, 25.07344
Feature,1001001.0,和泰新村,Point,"121.46529766004998, 25.07355741101698",121.46529766004998, 25.07355741101698
Feature,3289.0,姑娘廟,Point,"121.37926603439996, 24.94237",121.37926603439996, 24.94237
Feature,1001444.0,宜安吉立,Point,"121.51240651841329, 24.99638046069137",121.51240651841329, 24.99638046069137
Feature,1001448.0,宜安吉立,Point,"121.51248232105775, 24.996144251269587",121.51248232105775, 24.996144251269587
Feature,3101.0,宜安路,Point,"121.51082420243064, 24.997354646341382",121.51082420243064, 24.997354646341382
Feature,50839.0,宜安路,Point,"121.51091105317245, 24.997519606077628",121.51091105317245, 24.997519606077628
Feature,3539.0,幸福中華路口,Point,"121.45353885720867, 25.049222651345115",121.45353885720867, 25.049222651345115
Feature,50612.0,幸福中華路口,Point,"121.45338389190948, 25.049322291765776",121.45338389190948, 25.049322291765776
Feature,3102.0,幸福市場,Point,"121.51252, 24.9875",121.51252, 24.9875
Feature,1001126.0,幸福市場,Point,"121.51252, 24.9875",121.51252, 24.9875
Feature,5023.0,幸福東路,Point,"121.46240325898991, 25.04937555690268",121.46240325898991, 25.04937555690268
Feature,5024.0,幸福東路,Point,"121.46260274444244, 25.049496346657",121.46260274444244, 25.049496346657
Feature,1000788.0,幸福思源路口,Point,"121.45792068059009, 25.04937762644116",121.45792068059009, 25.04937762644116
Feature,3540.0,幸福思源路口,Point,"121.45778754861585, 25.049479551934056",121.45778754861585, 25.049479551934056
Feature,3541.0,幸福新城,Point,"121.45601180437373, 25.049292924953",121.45601180437373, 25.049292924953
Feature,58061.0,幸福新城,Point,"121.4556149025372, 25.049409007720662",121.4556149025372, 25.049409007720662
Feature,3427.0,幸福戲院,Point,"121.48307037797997, 25.07861971739696",121.48307037797997, 25.07861971739696
Feature,10430.0,幸福戲院,Point,"121.48284271163999, 25.078913499794005",121.48284271163999, 25.078913499794005
Feature,3667.0,延平里,Point,"121.46315953372996, 25.079614240319003",121.46315953372996, 25.079614240319003
Feature,15040.0,延平里,Point,"121.46320781348997, 25.079730901056042",121.46320781348997, 25.079730901056042
Feature,1000212.0,忠三街口,Point,"121.62406501586997, 25.07849614129698",121.62406501586997, 25.07849614129698
Feature,3429.0,忠孝三民街口,Point,"121.4815553931239, 25.06701016811161",121.4815553931239, 25.06701016811161
Feature,10441.0,忠孝三民街口,Point,"121.4814091555895, 25.06702885083272",121.4814091555895, 25.06702885083272
Feature,7680.0,忠孝里活動中心,Point,"121.63972827975999, 25.063372608183972",121.63972827975999, 25.063372608183972
Feature,2763.0,忠孝里活動中心,Point,"121.63970072883998, 25.063159285843017",121.63970072883998, 25.063159285843017
Feature,3428.0,忠孝路,Point,"121.48313, 25.06894",121.48313, 25.06894
