type,properties.bsm_bussto,properties.bsm_chines,geometry.type,geometry.coordinates,經度,緯度
Feature,2511.0,中國科技大學(辛亥),Point,"121.55409, 24.999501",121.55409, 24.999501
Feature,3913.0,中國時報,Point,"121.49697516071996, 25.035454137390957",121.49697516071996, 25.035454137390957
Feature,3940.0,中國時報,Point,"121.49632785173534, 25.03524798679483",121.49632785173534, 25.03524798679483
Feature,1742.0,中國時報,Point,"121.49680939610587, 25.035229437690983",121.49680939610587, 25.035229437690983
Feature,1612.0,中國電視公司,Point,"121.59918, 25.05646",121.59918, 25.05646
Feature,0.0,中國電視公司,Point,"121.59951, 25.05684",121.59951, 25.05684
Feature,1196.0,中崙,Point,"121.54301321881555, 25.04723006147837",121.54301321881555, 25.04723006147837
Feature,20356.0,中崙,Point,"121.54284, 25.04742",121.54284, 25.04742
Feature,2200.0,中崙里,Point,"121.54377, 25.0465",121.54377, 25.0465
Feature,6992.0,中崙里,Point,"121.54400947486997, 25.046480560109995",121.54400947486997, 25.046480560109995
Feature,2376.0,中港抽水站,Point,"121.55331, 24.98616",121.55331, 24.98616
Feature,7003.0,中港抽水站,Point,"121.55333205989439, 24.986567737448656",121.55333205989439, 24.986567737448656
Feature,621.0,中湖,Point,"121.5568, 25.17797",121.5568, 25.17797
Feature,1199.0,中華日報,Point,"121.53171, 25.05493",121.53171, 25.05493
Feature,1743.0,中華南海路口,Point,"121.50647153712949, 25.02728549075724",121.50647153712949, 25.02728549075724
Feature,4603.0,中華南海路口,Point,"121.50681043676686, 25.027271266417",121.50681043676686, 25.027271266417
Feature,1613.0,中華科技大學,Point,"121.61118731778998, 25.033523627415008",121.61118731778998, 25.033523627415008
Feature,50025.0,中華科技大學,Point,"121.61111105025996, 25.033696570560977",121.61111105025996, 25.033696570560977
Feature,4085.0,中華科技大學(正門),Point,"121.60976523976998, 25.033828273004037",121.60976523976998, 25.033828273004037
Feature,1496.0,中華航空,Point,"121.55578, 25.06188",121.55578, 25.06188
Feature,8604.0,中華航空,Point,"121.55551408216998, 25.062091887143968",121.55551408216998, 25.062091887143968
Feature,1744.0,中華路北站,Point,"121.50942125396999, 25.045681209941954",121.50942125396999, 25.045681209941954
Feature,1000067.0,中華路北站,Point,"121.50930206629997, 25.044950967452",121.50930206629997, 25.044950967452
Feature,1000078.0,中華路北站,Point,"121.50917203142048, 25.045609618376766",121.50917203142048, 25.045609618376766
Feature,1001169.0,中華路北站,Point,"121.5087389427595, 25.04459570378295",121.5087389427595, 25.04459570378295
Feature,50015.0,中華賓士,Point,"121.58993310023355, 25.053508373226514",121.58993310023355, 25.053508373226514
Feature,1614.0,中華賓士,Point,"121.58997776482411, 25.053280189592222",121.58997776482411, 25.053280189592222
Feature,622.0,中窟,Point,"121.49649, 25.09534",121.49649, 25.09534
Feature,4989.0,中銀山莊,Point,"121.53298, 25.126841",121.53298, 25.126841
Feature,1194.0,中影八德大樓,Point,"121.54082728835998, 25.04670644185399",121.54082728835998, 25.04670644185399
Feature,1000666.0,中影八德大樓,Point,"121.54091625528997, 25.04701627790997",121.54091625528997, 25.04701627790997
Feature,624.0,中影文化城,Point,"121.54455, 25.09704",121.54455, 25.09704
Feature,9448.0,中影文化城,Point,"121.54352, 25.09732",121.54352, 25.09732
Feature,1203.0,中興中學,Point,"121.54282102083997, 25.048335893876995",121.54282102083997, 25.048335893876995
Feature,20363.0,中興中學,Point,"121.54309, 25.04821",121.54309, 25.04821
Feature,56103.0,中興公寓,Point,"121.55650797316515, 24.988550945925695",121.55650797316515, 24.988550945925695
Feature,2377.0,中興公寓,Point,"121.55650554961541, 24.988365663559936",121.55650554961541, 24.988365663559936
Feature,5441.0,五分社區,Point,"121.61336724162986, 25.06893349568124",121.61336724162986, 25.06893349568124
Feature,986.0,五分社區,Point,"121.61366857735649, 25.0687373004689",121.61366857735649, 25.0687373004689
Feature,2038.0,五分埔商圈(中坡北),Point,"121.58052017930422, 25.047143732040848",121.58052017930422, 25.047143732040848
Feature,1000123.0,五分埔商圈(中坡北),Point,"121.58076768783347, 25.04735558891103",121.58076768783347, 25.04735558891103
Feature,1000201.0,五分碑,Point,"121.62093686375998, 25.07618675233497",121.62093686375998, 25.07618675233497
Feature,1000211.0,五分碑,Point,"121.62120588227997, 25.076147",121.62120588227997, 25.076147
Feature,1197.0,五常國小,Point,"121.54096, 25.06401",121.54096, 25.06401
Feature,6989.0,五常街口,Point,"121.54405310911999, 25.06369319139996",121.54405310911999, 25.06369319139996
Feature,1198.0,五常街口,Point,"121.54442022089997, 25.064149963864967",121.54442022089997, 25.064149963864967
Feature,1000138.0,仁愛大安路口,Point,"121.54566340851369, 25.037847113895413",121.54566340851369, 25.037847113895413
Feature,1861.0,仁愛中山路口,Point,"121.51836685151997, 25.03926196832",121.51836685151997, 25.03926196832
Feature,1860.0,仁愛中山路口,Point,"121.51845230306998, 25.039129149554952",121.51845230306998, 25.039129149554952
Feature,1862.0,仁愛光復路口,Point,"121.55728, 25.03754",121.55728, 25.03754
Feature,6923.0,仁愛光復路口,Point,"121.55793809453546, 25.037694841891813",121.55793809453546, 25.037694841891813
Feature,6924.0,仁愛安和路口,Point,"121.55159383740947, 25.037864192762882",121.55159383740947, 25.037864192762882
Feature,1863.0,仁愛安和路口,Point,"121.55098545154998, 25.037686159480984",121.55098545154998, 25.037686159480984
Feature,6926.0,仁愛延吉街口,Point,"121.55577939471694, 25.0377743210687",121.55577939471694, 25.0377743210687
Feature,1864.0,仁愛延吉街口,Point,"121.55531421493261, 25.037617693270423",121.55531421493261, 25.037617693270423
Feature,1865.0,仁愛杭州路口,Point,"121.52545457671997, 25.038352332717956",121.52545457671997, 25.038352332717956
Feature,1935.0,仁愛杭州路口,Point,"121.52487, 25.03676",121.52487, 25.03676
Feature,1000134.0,仁愛杭州路口,Point,"121.52507, 25.03823",121.52507, 25.03823
Feature,20403.0,仁愛林森路口,Point,"121.52194, 25.03954",121.52194, 25.03954
Feature,6942.0,仁愛林森路口,Point,"121.52136662839578, 25.03873336847667",121.52136662839578, 25.03873336847667
Feature,1866.0,仁愛林森路口,Point,"121.5216147997187, 25.039461994899394",121.5216147997187, 25.039461994899394
Feature,6943.0,仁愛林森路口,Point,"121.52136835964808, 25.038898825434686",121.52136835964808, 25.038898825434686
Feature,2204.0,仁愛建國路口一,Point,"121.53942763921995, 25.038167764865026",121.53942763921995, 25.038167764865026
Feature,1867.0,仁愛建國路口一,Point,"121.53707211079558, 25.038031405546867",121.53707211079558, 25.038031405546867
Feature,2205.0,仁愛建國路口二,Point,"121.54066552600054, 25.037966240288775",121.54066552600054, 25.037966240288775
Feature,2208.0,仁愛國小,Point,"121.55220930057997, 25.036246113996995",121.55220930057997, 25.036246113996995
Feature,2210.0,仁愛國中,Point,"121.55217580125998, 25.03661955433699",121.55217580125998, 25.03661955433699
Feature,2209.0,仁愛國中,Point,"121.54908356413998, 25.035761878518",121.54908356413998, 25.035761878518
Feature,4170.0,仁愛國中,Point,"121.54897, 25.03562",121.54897, 25.03562
Feature,2305.0,仁愛國泰醫院,Point,"121.5525986334241, 25.03767772421895",121.5525986334241, 25.03767772421895
Feature,6925.0,仁愛國泰醫院,Point,"121.55308728267802, 25.037828800783664",121.55308728267802, 25.037828800783664
Feature,1868.0,仁愛紹興街口,Point,"121.52358781348997, 25.038452904389967",121.52358781348997, 25.038452904389967
Feature,1000132.0,仁愛紹興路口,Point,"121.52355, 25.038676",121.52355, 25.038676
Feature,1869.0,仁愛復興路口,Point,"121.54394676438999, 25.03808465225198",121.54394676438999, 25.03808465225198
Feature,6919.0,仁愛敦化路口,Point,"121.54749725501806, 25.03795656568396",121.54749725501806, 25.03795656568396
Feature,1201.0,仁愛敦化路口,Point,"121.54769029083997, 25.037783534230957",121.54769029083997, 25.037783534230957
Feature,13111.0,仁愛敦化路口,Point,"121.54863793213691, 25.039044253405706",121.54863793213691, 25.039044253405706
Feature,75.0,仁愛新生路口,Point,"121.53400594123318, 25.038026893758715",121.53400594123318, 25.038026893758715
Feature,6682.0,仁愛新生路口,Point,"121.53288315639965, 25.037749846118178",121.53288315639965, 25.037749846118178
Feature,1202.0,仁愛新生路口,Point,"121.53432887504502, 25.038213243876548",121.53432887504502, 25.038213243876548
Feature,6681.0,仁愛新生路口,Point,"121.53268209936998, 25.038512442943013",121.53268209936998, 25.038512442943013
Feature,2214.0,仁愛新生路口一,Point,"121.53241058283999, 25.038118589927997",121.53241058283999, 25.038118589927997
Feature,2215.0,仁愛路二段,Point,"121.52768744987834, 25.036805555284527",121.52768744987834, 25.036805555284527
Feature,1001466.0,仁愛路二段,Point,"121.52567, 25.03951",121.52567, 25.03951
Feature,1871.0,仁愛路二段,Point,"121.52825498534801, 25.03758704759558",121.52825498534801, 25.03758704759558
Feature,1000190.0,仁愛路口,Point,"121.54897, 25.03682",121.54897, 25.03682
Feature,1872.0,仁愛臨沂街口,Point,"121.52952, 25.03834",121.52952, 25.03834
Feature,2216.0,仁愛臨沂街口,Point,"121.52915320972703, 25.038161890943584",121.52915320972703, 25.038161890943584
Feature,1007.0,仁寶大樓,Point,"121.56884632191534, 25.0790173811419",121.56884632191534, 25.0790173811419
Feature,1000896.0,仁寶大樓,Point,"121.56858358627046, 25.079320857150087",121.56858358627046, 25.079320857150087
Feature,10408.0,介壽國中,Point,"121.55598255947581, 25.05843689974637",121.55598255947581, 25.05843689974637
Feature,1497.0,介壽國中,Point,"121.55579728835997, 25.058211041333976",121.55579728835997, 25.058211041333976
Feature,1741.0,內江街,Point,"121.50513239880999, 25.04153818221295",121.50513239880999, 25.04153818221295
Feature,618.0,內厝,Point,"121.57964, 25.13287",121.57964, 25.13287
Feature,1001457.0,內埔,Point,"121.53078, 25.15773",121.53078, 25.15773
Feature,1001469.0,內埔,Point,"121.53073, 25.15791",121.53073, 25.15791
Feature,991.0,內湖行政大樓,Point,"121.58882662705022, 25.068932416966145",121.58882662705022, 25.068932416966145
Feature,8667.0,內湖行政大樓,Point,"121.58960407407417, 25.069123723644438",121.58960407407417, 25.069123723644438
Feature,993.0,內湖派出所,Point,"121.58961627730197, 25.081775511750557",121.58961627730197, 25.081775511750557
Feature,994.0,內湖派出所,Point,"121.59002803537291, 25.082041308811394",121.59002803537291, 25.082041308811394
Feature,8611.0,內湖派出所一,Point,"121.5904470598496, 25.08133963426498",121.5904470598496, 25.08133963426498
Feature,1000293.0,內湖站,Point,"121.58531613678048, 25.064829637641687",121.58531613678048, 25.064829637641687
Feature,1000283.0,內湖站,Point,"121.5821, 25.061442",121.5821, 25.061442
Feature,1000284.0,內湖站,Point,"121.58213457672996, 25.061610648488966",121.58213457672996, 25.061610648488966
Feature,996.0,內湖站,Point,"121.58469213176151, 25.06460502599725",121.58469213176151, 25.06460502599725
Feature,8523.0,內湖高中,Point,"121.58830965029998, 25.079013193129978",121.58830965029998, 25.079013193129978
Feature,998.0,內湖高中,Point,"121.58734526212226, 25.078606153427124",121.58734526212226, 25.078606153427124
Feature,8634.0,內湖國小,Point,"121.58178827975998, 25.079549235945994",121.58178827975998, 25.079549235945994
Feature,999.0,內湖國小,Point,"121.58127545155997, 25.079290481285025",121.58127545155997, 25.079290481285025
Feature,8618.0,內湖國中,Point,"121.58776, 25.07701",121.58776, 25.07701
Feature,1000.0,內湖國中,Point,"121.58784, 25.07696",121.58784, 25.07696
Feature,8402.0,內湖基湖路口,Point,"121.56535868717997, 25.08167505817",121.56535868717997, 25.08167505817
Feature,1001.0,內湖基湖路口,Point,"121.56522726007996, 25.08198996667301",121.56522726007996, 25.08198996667301
Feature,1000204.0,內湖焚化廠(安康),Point,"121.60315380604997, 25.063155294862018",121.60315380604997, 25.063155294862018
Feature,1000207.0,內湖焚化廠(安康),Point,"121.60309521593999, 25.063054384064024",121.60309521593999, 25.063054384064024
Feature,1000205.0,內湖焚化廠(葫蘆洲公園),Point,"121.60347, 25.06223",121.60347, 25.06223
Feature,1003.0,內湖新城,Point,"121.59669594840999, 25.078365989044997",121.59669594840999, 25.078365989044997
Feature,8614.0,內湖新城,Point,"121.59661481216996, 25.078460565182986",121.59661481216996, 25.078460565182986
Feature,8612.0,內湖運動中心,Point,"121.57547046626996, 25.077240508774036",121.57547046626996, 25.077240508774036
Feature,50421.0,內湖運動公園,Point,"121.57483, 25.06668808980455",121.57483, 25.06668808980455
Feature,1004.0,內湖運動公園,Point,"121.57451, 25.06768",121.57451, 25.06768
Feature,76.0,內溝,Point,"121.61687, 25.095043",121.61687, 25.095043
Feature,1001280.0,內溝,Point,"121.61704, 25.094953",121.61704, 25.094953
Feature,623.0,內寮,Point,"121.57797615210998, 25.142287997916007",121.57797615210998, 25.142287997916007
Feature,9489.0,內雙溪橋,Point,"121.56221247618996, 25.11224057054801",121.56221247618996, 25.11224057054801
Feature,627.0,內雙溪橋,Point,"121.56151, 25.11212",121.56151, 25.11212
Feature,1001330.0,公民會館,Point,"121.50935094079998, 25.137790570279023",121.50935094079998, 25.137790570279023
Feature,6676.0,公企中心,Point,"121.52676149081637, 25.030665187863278",121.52676149081637, 25.030665187863278
Feature,2195.0,公企中心,Point,"121.5272704410834, 25.029986597022607",121.5272704410834, 25.029986597022607
Feature,6673.0,公企中心,Point,"121.52766550634637, 25.030068917898603",121.52766550634637, 25.030068917898603
Feature,2196.0,公企中心,Point,"121.52653369671846, 25.03066187258227",121.52653369671846, 25.03066187258227
Feature,2372.0,公訓正門,Point,"121.56074545368998, 25.003280850296004",121.56074545368998, 25.003280850296004
Feature,50051.0,公務人員訓練處,Point,"121.56199469443997, 25.002035299043015",121.56199469443997, 25.002035299043015
Feature,2373.0,公務人員訓練處,Point,"121.56221, 25.00179",121.56221, 25.00179
Feature,1000171.0,公教住宅,Point,"121.52212, 25.09068",121.52212, 25.09068
Feature,7258.0,公教住宅,Point,"121.52202, 25.09051",121.52202, 25.09051
Feature,1495.0,公教住宅,Point,"121.55256408101998, 25.057928231108956",121.55256408101998, 25.057928231108956
Feature,10421.0,公教住宅,Point,"121.55189772750997, 25.058099703236007",121.55189772750997, 25.058099703236007
Feature,6725.0,公園,Point,"121.57567510184997, 25.01739624988",121.57567510184997, 25.01739624988
Feature,1000045.0,公館,Point,"121.53801284788997, 25.01160536577096",121.53801284788997, 25.01160536577096
Feature,2219.0,公館,Point,"121.53762601586998, 25.011944117627007",121.53762601586998, 25.011944117627007
Feature,1006.0,公館山,Point,"121.58091141490881, 25.071964976372612",121.58091141490881, 25.071964976372612
Feature,8621.0,公館山,Point,"121.58107818379285, 25.071961074381957",121.58107818379285, 25.071961074381957
Feature,625.0,公館地,Point,"121.55988, 25.12548",121.55988, 25.12548
Feature,55012.0,公館里,Point,"121.56473, 25.12663",121.56473, 25.12663
Feature,626.0,公館里,Point,"121.56444, 25.12654",121.56444, 25.12654
Feature,84.0,公館華廈,Point,"121.50647864088147, 25.12456975488729",121.50647864088147, 25.12456975488729
Feature,7232.0,公館華廈,Point,"121.50643396235698, 25.12447194012587",121.50643396235698, 25.12447194012587
Feature,78.0,六窟,Point,"121.53789, 25.15312",121.53789, 25.15312
Feature,4725.0,天公堂,Point,"121.62076, 25.03724",121.62076, 25.03724
Feature,4726.0,天公堂,Point,"121.62067, 25.03746",121.62067, 25.03746
Feature,572.0,天文科學館,Point,"121.51822, 25.09549",121.51822, 25.09549
Feature,632.0,天文科學館,Point,"121.51860317674998, 25.09485200295997",121.51860317674998, 25.09485200295997
Feature,50646.0,天北站,Point,"121.5266397440847, 25.123027150297563",121.5266397440847, 25.123027150297563
Feature,634.0,天北站,Point,"121.52658686218578, 25.12283080528799",121.52658686218578, 25.12283080528799
Feature,635.0,天母,Point,"121.53269, 25.124353",121.53269, 25.124353
Feature,50634.0,天母,Point,"121.53241, 25.12438",121.53241, 25.12438
Feature,4991.0,天母公園,Point,"121.53046, 25.1246",121.53046, 25.1246
Feature,4983.0,天母忠誠路口,Point,"121.53442, 25.118631",121.53442, 25.118631
Feature,1001360.0,天母站,Point,"121.54041, 25.11424",121.54041, 25.11424
Feature,50655.0,天母國小,Point,"121.52615807605999, 25.118950713724",121.52615807605999, 25.118950713724
Feature,638.0,天母國小,Point,"121.52625291533995, 25.118785285123003",121.52625291533995, 25.118785285123003
Feature,639.0,天母國中,Point,"121.53683, 25.11823",121.53683, 25.11823
Feature,50657.0,天母國中,Point,"121.53707, 25.11807",121.53707, 25.11807
Feature,640.0,天母棒球場(士東),Point,"121.53289, 25.11244",121.53289, 25.11244
Feature,50652.0,天母棒球場(士東),Point,"121.53231, 25.11265",121.53231, 25.11265
Feature,3951.0,天母棒球場(忠誠),Point,"121.53218379907175, 25.114302196006992",121.53218379907175, 25.114302196006992
Feature,3950.0,天母棒球場(忠誠),Point,"121.53189, 25.11328",121.53189, 25.11328
Feature,4990.0,天母圓環,Point,"121.53244, 25.125021",121.53244, 25.125021
Feature,50638.0,天母新村,Point,"121.53156583068997, 25.12129900147602",121.53156583068997, 25.12129900147602
Feature,644.0,天母新村,Point,"121.53134848346997, 25.12124699951998",121.53134848346997, 25.12124699951998
Feature,4986.0,天母圖書館,Point,"121.53323, 25.123911",121.53323, 25.123911
Feature,50635.0,天母廣場,Point,"121.53084, 25.11927",121.53084, 25.11927
Feature,645.0,天母廣場,Point,"121.53053513127999, 25.11920485524101",121.53053513127999, 25.11920485524101
Feature,50648.0,天玉里,Point,"121.5266146223105, 25.121072704518788",121.5266146223105, 25.121072704518788
Feature,646.0,天玉里,Point,"121.52678489437632, 25.12121213593969",121.52678489437632, 25.12121213593969
Feature,18065.0,天生國小,Point,"121.42296, 25.18123",121.42296, 25.18123
Feature,4984.0,天和公園,Point,"121.53383, 25.119561",121.53383, 25.119561
Feature,4987.0,天和里,Point,"121.534221, 25.12567",121.534221, 25.12567
Feature,3944.0,天東站,Point,"121.53930387730996, 25.113168263792947",121.53930387730996, 25.113168263792947
Feature,1408.0,天師宮,Point,"121.51077044133729, 25.068082533851264",121.51077044133729, 25.068082533851264
Feature,5993.0,天師宮,Point,"121.51094583068999, 25.068319574451987",121.51094583068999, 25.068319574451987
Feature,56092.0,天恩宮,Point,"121.59229082678426, 24.9706272722007",121.59229082678426, 24.9706272722007
Feature,2390.0,天恩宮,Point,"121.59196996434392, 24.970575376193114",121.59196996434392, 24.970575376193114
Feature,1009.0,天程企業,Point,"121.57784448612999, 25.054772719853023",121.57784448612999, 25.054772719853023
Feature,4993.0,天壽里,Point,"121.52652, 25.116371",121.52652, 25.116371
Feature,97.0,天寶聖道宮,Point,"121.56797461838997, 25.166887013675957",121.56797461838997, 25.166887013675957
Feature,50523.0,天寶聖道宮,Point,"121.56803294973999, 25.16724598623297",121.56803294973999, 25.16724598623297
Feature,56106.0,文山一分局,Point,"121.56272492148348, 24.98904",121.56272492148348, 24.98904
Feature,2378.0,文山一分局,Point,"121.56251, 24.98887",121.56251, 24.98887
Feature,2379.0,文山二分局,Point,"121.54124004132444, 24.99236129715783",121.54124004132444, 24.99236129715783
Feature,57710.0,文山二分局,Point,"121.54140254969151, 24.992054877892276",121.54140254969151, 24.992054877892276
Feature,2381.0,文山行政中心,Point,"121.56950584102633, 24.989707348792948",121.56950584102633, 24.989707348792948
Feature,2380.0,文山行政中心,Point,"121.56981990908612, 24.98979603525165",121.56981990908612, 24.98979603525165
Feature,4712.0,文山運動中心,Point,"121.56001773205912, 24.996399635607858",121.56001773205912, 24.996399635607858
Feature,3782.0,文山運動中心,Point,"121.55985278362783, 24.996265269738437",121.55985278362783, 24.996265269738437
Feature,1000452.0,文山運動中心,Point,"121.56091367925418, 24.996966324467337",121.56091367925418, 24.996966324467337
Feature,1000857.0,文山運動中心,Point,"121.56042421451235, 24.997060372867963",121.56042421451235, 24.997060372867963
Feature,14422.0,文化大學,Point,"121.54652434815371, 25.138879077897343",121.54652434815371, 25.138879077897343
Feature,629.0,文化大學,Point,"121.54646408050961, 25.13806405893517",121.54646408050961, 25.13806405893517
Feature,630.0,文化大學一,Point,"121.53980568952367, 25.13727655808274",121.53980568952367, 25.13727655808274
Feature,5057.0,文化區民活動中心,Point,"121.49708852548719, 25.137139247191207",121.49708852548719, 25.137139247191207
Feature,5058.0,文化區民活動中心,Point,"121.4969807944251, 25.137264852901133",121.4969807944251, 25.137264852901133
Feature,90.0,文化國小,Point,"121.49583623641279, 25.136559966060023",121.49583623641279, 25.136559966060023
Feature,3962.0,文化國小,Point,"121.49558166746658, 25.13687164877847",121.49558166746658, 25.13687164877847
Feature,12217.0,文和橋,Point,"121.59505263725593, 25.00258670722477",121.59505263725593, 25.00258670722477
Feature,12218.0,文和橋,Point,"121.59519765618683, 25.00221556843805",121.59519765618683, 25.00221556843805
Feature,2222.0,文昌街口,Point,"121.55232278762338, 25.031179854003547",121.55232278762338, 25.031179854003547
Feature,59001.0,文昌街口,Point,"121.55247855290726, 25.031407092699894",121.55247855290726, 25.031407092699894
Feature,94.0,文林國小,Point,"121.51514623215809, 25.10708135695387",121.51514623215809, 25.10708135695387
Feature,55017.0,文林國小,Point,"121.5150363969527, 25.107599829106928",121.5150363969527, 25.107599829106928
Feature,8670.0,文湖國小,Point,"121.56188583268452, 25.08425551184172",121.56188583268452, 25.08425551184172
Feature,1008.0,文湖國小,Point,"121.56164777691271, 25.08409842619869",121.56164777691271, 25.08409842619869
Feature,1010.0,文德二號公園,Point,"121.58339, 25.07667",121.58339, 25.07667
Feature,1001287.0,文德二號公園,Point,"121.583667, 25.077078",121.583667, 25.077078
Feature,1012.0,方濟中學,Point,"121.58991039248224, 25.077096977112433",121.58991039248224, 25.077096977112433
Feature,3996.0,方濟中學,Point,"121.59018302802124, 25.07711402806685",121.59018302802124, 25.07711402806685
Feature,20334.0,日月農莊,Point,"121.56938, 25.17961",121.56938, 25.17961
Feature,50681.0,木南公園,Point,"121.57058544656712, 24.98539127491756",121.57058544656712, 24.98539127491756
Feature,2521.0,木南公園,Point,"121.57007406522396, 24.984819576014356",121.57007406522396, 24.984819576014356
Feature,56107.0,木柵,Point,"121.56650945920167, 24.98861248888045",121.56650945920167, 24.98861248888045
Feature,1000439.0,木柵,Point,"121.56632040764268, 24.98847510976558",121.56632040764268, 24.98847510976558
Feature,2405.0,木柵公園,Point,"121.56077, 24.98702",121.56077, 24.98702
Feature,2404.0,木柵公園,Point,"121.56074, 24.98693",121.56074, 24.98693
Feature,50682.0,木柵市場,Point,"121.56854670558518, 24.98837154042607",121.56854670558518, 24.98837154042607
Feature,2384.0,木柵市場,Point,"121.56868931471598, 24.9879719237069",121.56868931471598, 24.9879719237069
Feature,3989.0,木柵站,Point,"121.58388, 25.00236",121.58388, 25.00236
Feature,1001252.0,木柵高工,Point,"121.5707439388456, 24.996218244181122",121.5707439388456, 24.996218244181122
Feature,2386.0,木柵高工,Point,"121.57055164700314, 24.995997307180893",121.57055164700314, 24.995997307180893
Feature,1001413.0,木柵高工,Point,"121.57209975826999, 24.995801200224992",121.57209975826999, 24.995801200224992
Feature,1000543.0,木柵高工,Point,"121.57217423687236, 24.99618762213693",121.57217423687236, 24.99618762213693
Feature,2387.0,木柵國小,Point,"121.57047542743862, 24.991589338853753",121.57047542743862, 24.991589338853753
Feature,56079.0,木柵國小,Point,"121.56998288706998, 24.991756303015013",121.56998288706998, 24.991756303015013
Feature,2391.0,木新市場,Point,"121.55831481776123, 24.981115076499748",121.55831481776123, 24.981115076499748
Feature,1000553.0,木新市場,Point,"121.5582464339727, 24.98097111635729",121.5582464339727, 24.98097111635729
Feature,20341.0,木新路口,Point,"121.55666373938999, 24.98201862526002",121.55666373938999, 24.98201862526002
Feature,7001.0,木新路口,Point,"121.5537930461194, 24.981862089034443",121.5537930461194, 24.981862089034443
Feature,20342.0,木新路口,Point,"121.5569, 24.98181",121.5569, 24.98181
Feature,2392.0,木新路口,Point,"121.55353557029852, 24.98175530402204",121.55353557029852, 24.98175530402204
Feature,1000411.0,水井尾,Point,"121.53178920952598, 25.146037676266758",121.53178920952598, 25.146037676266758
Feature,628.0,水井尾,Point,"121.53190234919626, 25.145910716141344",121.53190234919626, 25.145910716141344
Feature,1001458.0,水雲澗,Point,"121.54405, 25.1644",121.54405, 25.1644
Feature,2042.0,水塔,Point,"121.57483, 25.01856",121.57483, 25.01856
Feature,4837.0,水源地,Point,"121.51061, 25.14752",121.51061, 25.14752
Feature,1000762.0,水源路口,Point,"121.52508304532506, 25.02147289077708",121.52508304532506, 25.02147289077708
Feature,1000559.0,水源路口,Point,"121.52482961328502, 25.021424364950285",121.52482961328502, 25.021424364950285
Feature,60150.0,水墘,Point,"121.55443594840997, 25.12038771265699",121.55443594840997, 25.12038771265699
Feature,60149.0,水墘,Point,"121.55467, 25.12018",121.55467, 25.12018
Feature,4988.0,水管路,Point,"121.534271, 25.12676",121.534271, 25.12676
Feature,2393.0,水鋼琴社區,Point,"121.58098747388296, 24.981700292985362",121.58098747388296, 24.981700292985362
Feature,4652.0,水鋼琴社區,Point,"121.58099272289297, 24.981916008682123",121.58099272289297, 24.981916008682123
Feature,50050.0,世界山莊,Point,"121.56392, 25.00526",121.56392, 25.00526
Feature,2502.0,世界山莊,Point,"121.56435, 25.00564",121.56435, 25.00564
Feature,2044.0,世貿二館(松智),Point,"121.5655373443839, 25.03472263801275",121.5655373443839, 25.03472263801275
Feature,6930.0,世貿二館(松廉),Point,"121.56677, 25.03397",121.56677, 25.03397
Feature,15120.0,世貿中心(基隆路),Point,"121.56015366635474, 25.033618377398543",121.56015366635474, 25.033618377398543
Feature,2046.0,世貿中心(基隆路),Point,"121.5597213750887, 25.0336149513105",121.5597213750887, 25.0336149513105
Feature,4645.0,世貿中心(莊敬),Point,"121.56120438109286, 25.031429185941686",121.56120438109286, 25.031429185941686
Feature,4646.0,世貿中心(莊敬),Point,"121.56134905669273, 25.031216318186893",121.56134905669273, 25.031216318186893
Feature,2047.0,世貿新城,Point,"121.5651, 25.03084",121.5651, 25.03084
Feature,50156.0,世貿新城,Point,"121.56547, 25.03081",121.56547, 25.03081
Feature,56098.0,世新大學,Point,"121.54407494627814, 24.988575471785538",121.54407494627814, 24.988575471785538
Feature,2394.0,世新大學,Point,"121.5438300082649, 24.988463020308675",121.5438300082649, 24.988463020308675
Feature,4715.0,世新山莊,Point,"121.62065, 25.00937",121.62065, 25.00937
Feature,4737.0,世新山莊,Point,"121.62058, 25.00959",121.62058, 25.00959
Feature,4863.0,主教公署,Point,"121.55232, 25.02513",121.55232, 25.02513
Feature,2238.0,主教公署,Point,"121.55213614749997, 25.025277345015954",121.55213614749997, 25.025277345015954
Feature,4877.0,仙岩公園,Point,"121.5493, 24.99759",121.5493, 24.99759
Feature,1000932.0,北平西路,Point,"121.51203513254424, 25.04826988254867",121.51203513254424, 25.04826988254867
Feature,1213.0,北安國中,Point,"121.54152419534576, 25.077685710213164",121.54152419534576, 25.077685710213164
Feature,112.0,北投公園,Point,"121.50407584145714, 25.136308144771643",121.50407584145714, 25.136308144771643
Feature,113.0,北投公園,Point,"121.50434992581658, 25.13650495992997",121.50434992581658, 25.13650495992997
Feature,1001328.0,北投公園(中山),Point,"121.50518478412417, 25.136975707289427",121.50518478412417, 25.136975707289427
Feature,1001332.0,北投分局,Point,"121.50104289087997, 25.133225017258003",121.50104289087997, 25.133225017258003
Feature,111.0,北投分局,Point,"121.50095947485997, 25.132987460250984",121.50095947485997, 25.132987460250984
Feature,115.0,北投文物館,Point,"121.51404, 25.13877",121.51404, 25.13877
Feature,114.0,北投文物館,Point,"121.514, 25.13864",121.514, 25.13864
Feature,20227.0,北投文物館,Point,"121.5142, 25.138751",121.5142, 25.138751
Feature,7243.0,北投市場(公館),Point,"121.50369, 25.13267",121.50369, 25.13267
Feature,116.0,北投市場(磺港),Point,"121.50318, 25.13244",121.50318, 25.13244
