Date,Area,value
2014-07-01,中正區,631313.206421235
2014-07-01,大同區,551257.414493799
2014-07-01,萬華區,484117.999806534
2014-07-01,文山區,463478.606269363
2014-07-01,南港區,551582.950473759
2014-07-01,內湖區,543575.040216038
2014-07-01,士林區,540859.641951582
2014-07-01,北投區,480668.825335851
2014-08-01,松山區,702077.063254952
2014-08-01,信義區,636947.371083465
2014-08-01,大安區,696695.692734503
2014-08-01,中山區,642257.346645096
2014-08-01,中正區,630043.001321833
2014-08-01,大同區,567183.733985789
2014-08-01,萬華區,471699.15936479
2014-08-01,文山區,466007.937210603
2014-08-01,南港區,527981.644467244
2014-08-01,內湖區,534780.231790412
2014-08-01,士林區,533453.103801634
2014-08-01,北投區,491169.678251451
2014-09-01,松山區,700383.077571218
2014-09-01,信義區,629493.573384656
2014-09-01,大安區,693058.432125479
2014-09-01,中山區,634803.889867698
2014-09-01,中正區,666186.425163949
2014-09-01,大同區,549106.709539101
2014-09-01,萬華區,468390.037557018
2014-09-01,文山區,466068.006269364
2014-09-01,南港區,536798.145984868
2014-09-01,內湖區,530456.134106783
2014-09-01,士林區,533678.80485715
2014-09-01,北投區,479892.178738759
2014-10-01,松山區,679854.055363359
2014-10-01,信義區,631430.547443609
2014-10-01,大安區,692185.219657312
2014-10-01,中山區,623204.074878194
2014-10-01,中正區,654387.476665411
2014-10-01,大同區,553076.084044422
2014-10-01,萬華區,483837.368348827
2014-10-01,文山區,462774.92037656
2014-10-01,南港區,537321.560130273
2014-10-01,內湖區,531986.547333214
2014-10-01,士林區,545697.458427752
2014-10-01,北投區,474904.74868135
2014-11-01,松山區,663914.379245981
2014-11-01,信義區,614496.662603656
2014-11-01,大安區,687143.596300849
2014-11-01,中山區,635691.392428979
2014-11-01,中正區,636586.495369711
2014-11-01,大同區,579606.210215661
2014-11-01,萬華區,515796.15122844
2014-11-01,文山區,456796.122035737
2014-11-01,南港區,530209.834545672
2014-11-01,內湖區,537565.325285516
2014-11-01,士林區,532864.786270853
2014-11-01,北投區,440252.329898309
2014-12-01,松山區,657767.701905251
2014-12-01,信義區,625072.086255679
2014-12-01,大安區,682952.537137816
2014-12-01,中山區,621892.473808756
2014-12-01,中正區,630752.788604864
2014-12-01,大同區,542964.905460792
2014-12-01,萬華區,499777.239891665
2014-12-01,文山區,458208.253214609
2014-12-01,南港區,538628.428681166
2014-12-01,內湖區,540381.975972145
2014-12-01,士林區,544935.367703789
2014-12-01,北投區,478634.449608136
2015-01-01,松山區,673892.230148871
2015-01-01,信義區,636578.03023112
2015-01-01,大安區,708287.825832441
2015-01-01,中山區,647060.803108343
2015-01-01,中正區,670085.945919351
